Unnamed: 0,Unnamed: 0.1,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
195,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,AI Community of Practice,,,Orica,2023.0,"Orica's AI Community of Practice is a collaborative hub, uniting professionals with a shared interest in artificial intelligence (AI). This community is designed to foster knowledge-sharing, innovation, and skill development related to AI technologies across various departments and teams within Orica.",,,3,,71-73,,"AI Community of Practice, operation of AI, risk appetite,",11,S,,,,,,,,,,,,,,,,
196,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Funded tree replanting,,,Orica,2023.0,The funded Tree Replanting initiative reflects the company's commitment to environmental sustainability and ecosystem restoration. This program likely involves providing financial support for tree replanting projects and contributing to restoring forests and green spaces in regions where Orica operates.,,,3,,71-73,,"Funded tree replanting, following disasters, Disaster response and relief",11,S,,,,,,,,,,,,,,,,
197,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Abrinord,,,Orica,2023.0,"Abrinord is one of the 40 watershed organisations officially recognised by the Government of Quebec, affirming the collective nature of water resources and promoting better governance of water and associated environments. This project focuses on developing a riparian environment conservation plan to protect nature and wildlife.",,,,,,,"Abrinord, 40 watershed organisations, Quebec affirming",11,S,,,,,,,,,,,,,,,,
198,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Basic Electronic Skills,,,Orica,2023.0,"The educational institution Colegio 40091 Alma Mater De Congata is located in Congata, province of Uchumayo. The OIF provided a grant of $16,900 to cover training and materials to support classroom education sessions about electricity. This project was centred on creating functional classrooms that helped to educate students and parents on how electricity is transported, what circuits are and how they can apply learning from the classroom elsewhere. Overall, 170 students and 30 parents attended these workshops.",,,,,,,"Basic Electronic Skills, $16,900, 40091",11,S,,,,,,,,,,,,,,,,
199,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Spark Engineering Camp,,,Orica,2023.0,SparkÃ¢ÂÂs target demographics are underrepresented at the tertiary education level in the STEM fields. These students do not have reliable access to support or information about university pathways or how they can overcome their barriers to pursuing university. Existing solutions lack empathy and often fail to consider the studentsÃ¢ÂÂ backgrounds and personalities.\t,,,,,,,"Spark Engineering Camp, June-July school, $75,000",11,S,,,,,,,,,,,,,,,,
200,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Boheermen Bog Flora and Fauna,,,Orica,2023.0,"Bohermeen bog is a raised bog listed under the European Commission Habitat Directive. It is home to a highly threatened butterfly, the Marsh Fritillary (Euphydryas aurinia), IrelandÃ¢ÂÂs only protected butterfly. While one protected species has been identified, other flora and fauna inhabiting the area could likely be species at risk of extinction. Orica has granted $10,900 towards a survey identifying flora and fauna in the area, which is the first step in the long-term preservation of the area.",,,,,,,"Boheermen Bog Flora and Fauna, $10,900, Euphydryas aurinia",11,S,,,,,,,,,,,,,,,,
201,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Banti Pre-school Impact Funding,,,Orica,2023.0,"Orica and PT Freeport Indonesia, with the support of the Orica Impact Fund (OIF), provided $15,000 of materials to the Honai Belajar (Learning Hut) project. The initiative aims to provide school materials- including uniforms, colouring books, pencils, crayons, tables, chairs, whiteboards and backpacks (with water bottles and lunch boxes) Ã¢ÂÂ to the local remote villages of Banti I and II and Opitawak, Indonesia.",,,,,,,"Banti Pre-school Impact Funding, $15,000, Honai Belajar",11,S,,,,,,,,,,,,,,,,
202,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Drinking Water Reservoir,,,Orica,2023.0,"This year, we co-funded a project to construct a drinking water reservoir in Arequipa, Peru. Our contribution of $38,000, along with support from the District of Uchumayo, will assist 604 residents currently without access to clean drinking water. Inputs, such as gate valves, air valves and other accessories, were delivered to complete the second drinking water line, from the groundwater collection point to the reservoirs.",,,,,,,"Drinking Water Reservoir, 604 residents, $38,000",11,S,,,,,,,,,,,,,,,,
203,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,H2-Hub,,,Orica,2023.0,Orica has signed a Memorandum of Understanding (MoU) with H2-Hub on a master plan study where both parties will explore opportunities for an exclusive domestic renewable ammonia offtake and supply agreement. The potential agreement would see renewable ammonia supplied directly to OricaÃ¢ÂÂs Yarwun manufacturing plant from H2UÃ¢ÂÂs proposed Yarwun green ammonia production plant in Australia.,,,,,,,"H2-Hub, MoU, master plan study",11,S,,,,,,,,,,,,,,,,
204,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,,Responsible Sourcing Statement,,Orica,2023.0,"Orica's Responsible Sourcing Statement signifies the company's unwavering commitment to ethical and sustainable sourcing practices. This statement articulates Orica's dedication to conducting business with suppliers who adhere to high social responsibility standards, environmental sustainability, and ethical conduct.",,,,,72,,"Responsible Sourcing Statement, Statement online, new suppliers",2024-12-17 00:00:00,G,,,,,,,,,,,,,,,,
207,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,415.0,Public Policy,415-01,Political contributions,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,Track and Trace,,Orica,2023.0,"The continued implementation of Track and Trace technology across relevant global sites underscores Orica's commitment to operational excellence and supply chain transparency. This advanced technology allows for the real-time monitoring and management of critical processes, enhancing visibility and control over the movement of materials and products.",,,,,30,,"Track and Trace, inherent nature, Improper management",12,"S, G",,,,,,,,,,,,,,,,
211,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,Product distribution safety,,Orica,2023.0,Orica prioritises product distribution safety as a core element of its commitment to operational excellence and responsible business practices. This initiative focuses on implementing stringent safety measures throughout the distribution process to ensure the secure and reliable transportation of products to their destinations.,,,,,38,,"Product distribution safety, Safe distribution, higher risks",12,"S, G",,,,,,,,,,,,,,,,
212,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Privileged access management,,Orica,2023.0,"Privileged Access Management (PAM) initiative highlights the company's commitment to bolstering cybersecurity and safeguarding critical digital assets. PAM involves comprehensive security measures and protocols designed to control, monitor, and manage access to sensitive information, particularly for privileged accounts within Orica's digital infrastructure.",,,,,39,,"Privileged access management, Cyber security, Relentless focus",9,G,,,,,,,,,,,,,,,,
218,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,AI business systems,,Orica,2023.0,"By leveraging AI in internal business systems, Orica aims to streamline workflows, reduce manual efforts, and unlock valuable insights from its vast datasets. These AI-powered systems likely contribute to improved data accuracy, predictive analytics, and agility in responding to dynamic business challenges.",,,,,39,,"AI business systems, Customer and technology disruption, market interest",9,G,,,,,,,,,,,,,,,,
219,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Annual cyber security preparedness,,Orica,2023.0,"Orica's Annual Cybersecurity Preparedness initiative underscores the company's commitment to maintaining a robust and resilient cybersecurity posture. This program involves a comprehensive and systematic assessment of Orica's digital infrastructure, networks, and systems on an annual basis to identify potential vulnerabilities and proactively address cybersecurity threats.",,,,,39,,"Annual cyber security preparedness, Global cyber threats, Cyber security",9,G,,,,,,,,,,,,,,,,
220,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Security patching,,Orica,2023.0,"Orica's Security Patching initiative is a systematic and proactive approach to maintaining the integrity and resilience of its digital infrastructure. This program involves the timely application of security patches across software, systems, and applications to address vulnerabilities and mitigate potential cybersecurity risks.",,,,,39,,"Security patching, Cyber security, Product security",9,G,,,,,,,,,,,,,,,,
221,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Backup and recovery,,Orica,2023.0,"Backup and Recovery strategy is a fundamental component of its comprehensive data management and cybersecurity approach. This initiative involves implementing robust systems and protocols to regularly back up critical data and establish effective recovery mechanisms for data loss, system failures, or cybersecurity incidents.",,,,,39,,"Backup and recovery, cyber strategy, cyber security",9,G,,,,,,,,,,,,,,,,
222,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Cyber-Physical Systems Protection Platform,,Orica,2023.0,"Cyber-Physical Systems Protection Platform exemplifies the company's commitment to the highest cybersecurity standards in interconnected digital and physical systems. This platform likely integrates advanced technologies and protocols to safeguard critical infrastructure, industrial control systems, and digital assets against cyber threats.",,,,,39,,"Cyber-Physical Systems, Protection Platform, cyber-related impacts\t",9,G,,,,,,,,,,,,,,,,
223,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Multiple engineering controls,,Orica,2023.0,"This multifaceted approach aligns with Orica's dedication to maintaining the highest safety standards across its operations, showcasing a commitment to continuous improvement and the proactive management of risks. For specific details about Orica's use of Multiple Engineering Controls, it is recommended to refer to the company's official documentation or contact them directly for the most accurate and up-to-date information.",,,,,39,,"Multiple engineering controls, single security layer, cyber security events",9,G,,,,,,,,,,,,,,,,
224,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Cyber Security team,,Orica,2023.0,"Orica's Cyber Security Team is pivotal in safeguarding the company's digital assets and information against evolving cyber threats. Comprising skilled professionals with expertise in cybersecurity, this team is responsible for implementing robust security measures, monitoring network activities, and responding to potential incidents to ensure the confidentiality, integrity, and availability of Orica's digital infrastructure.",,,,,39,,"Cyber Security team, increased capability, cyber security",9,G,,,,,,,,,,,,,,,,
225,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Cyber awareness program,,Orica,2023.0,"The Cyber Awareness Program signifies the company's commitment to cultivating a culture of cybersecurity awareness and resilience among its employees. This program likely involves a series of educational initiatives, training sessions, and awareness campaigns designed to enhance the understanding of cybersecurity risks and best practices across the organisation.",,,,,39,,"Cyber awareness program, regular training, cyber security",9,"S, G",,,,,,,,,,,,,,,,
226,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Phishing email simulations,,Orica,2023.0,The Phishing Email Simulations initiative is a proactive cybersecurity measure designed to educate and prepare employees for potential phishing threats. This program likely involves the simulated delivery of phishing emails to employees to replicate real-world phishing scenarios. These simulations test employees' ability to recognise and appropriately respond to phishing attempts.,,,,,39,,"Phishing email simulations, company-wide capability, cyber security posture",9,"S, G",,,,,,,,,,,,,,,,
227,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Data Loss Prevention Strategy,,Orica,2023.0,"The Data Loss Prevention (DLP) Strategy reflects the company's commitment to safeguarding sensitive information and preventing unauthorised access or disclosure. This comprehensive strategy likely encompasses a range of technologies, policies, and practices to identify, monitor, and control the flow of sensitive data within the organisation.",,,,,39,,"Data Loss Prevention Strategy, cyber security priorities, access management tools",9,G,,,,,,,,,,,,,,,,
228,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Technology roadmap,,Orica,2023.0,"Orica's Technology Roadmap outlines the company's strategic plan for leveraging technological advancements to drive innovation, efficiency, and sustainable practices across its operations. This roadmap likely encompasses a structured timeline and critical milestones for adopting and integrating various technologies within Orica's business processes.",,,,,53,,"Technology roadmap, challenges and needs, innovative solutions,",9,G,,,,,,,,,,,,,,,,
229,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,Total disclosure,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,Total no of reported disclosure over maximum disclosure (source:GRI index),53/122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,Average completion rate,0.434426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,Maximum disclosure,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
