Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
102,,307.0,Environmental Compliance,307-01,Non-compliance with environmental laws and regulations,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,308.0,Supplier Environmental Assessment,308-01,New suppliers that were screened using environmental criteria,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,308.0,Supplier Environmental Assessment,308-02,Negative environmental impacts in the supply chain and actions taken,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,401.0,Employment,401-01,New employee hires and employee turnover,,A Plus Employment Program,,,REA Group,2023.0,"In FY23, REA partnered with Amaze to participate in developing the A Plus Employment Program. Amaze received a Victorian Government Grant to complete a two-year program of work developing a positive employment program for employers to embed in its businesses to support Autism inclusion in the workplace. Over the next two years, REA will support Amaze in shaping, testing and delivering learning modules, a job board, an employer support line and a community of practice that will help businesses prepare to hire neurodivergent talent and support those employees throughout their journey with an employer.",,,74,,,14,"Amaze, A Plus Employment Program, Victorian Government Grant",8,S,,,,,,,,,,,,,,,,
106,,401.0,Employment,401-01,New employee hires and employee turnover,,Marketing Graduate Program,,,REA Group,2023.0,"In FY23, REA expanded its entry programs with the Marketing Graduate Program, recruiting three graduates who completed rotations to establish a well-rounded marketing career. The program received nearly 2,000 applications, a 77% increase from FY22 for 14 available positions.",,,74,39,,,"Marketing Graduate Program, marketing career, entry program",8,S,,,,,,,,,,,,,,,,
107,,401.0,Employment,401-01,New employee hires and employee turnover,,Explore Careers,,,REA Group,2023.0,"REA established strategic partnerships with Explore Careers to focus on its long-term talent pipeline. Explore Careers is a leading platform for early learning and career success in Australia. Over a 12-month partnership, REA and Explore Careers collaborate to support students pursuing science, technology, engineering and mathematics (STEM) careers.",,,74,39,,,"Explore Careers, talent pipeline, strategic partnership",8,S,,,,,,,,,,,,,,,,
108,,401.0,Employment,401-01,New employee hires and employee turnover,,Hatch,,,REA Group,2023.0,"Hatch is an essential partner for REA, helping pipeline talent for REA's internships and graduate programs. Hatch's personalised and technology-driven platform matches REA's values with high-quality, early-career candidates, making it a crucial talent pool for REA's entry-level programs.",,,74,39,,,"Hatch, internship, graduate program",8,S,,,,,,,,,,,,,,,,
109,,401.0,Employment,401-01,New employee hires and employee turnover,,Employee Value Proposition,,,REA Group,2023.0,"REA recognised the need to address people's higher expectations and demands by using its Employee Value Proposition (EVP) as a strategic tool to engage REA's current workforce and connect with future talent. In FY23, REA introduced REAx and Financial Services EVP Talent Segments to attract suitable talent.",,,74,40,,,"Employee Value Proposition, strategic tool, future talent",8,S,,,,,,,,,,,,,,,,
110,,401.0,Employment,401-01,New employee hires and employee turnover,,Talent Marketplace,,,REA Group,2023.0,"In FY23, REA invested significantly in AI technology to create a seamless and intelligent career experience for its people. The result was the implementation of 'Talent Marketplace,' a central hub for up-to-date skill and experience data for candidates, alumni, and employees. This platform plays a key role in shaping REA's next-generation organisation and revolutionising the way current and future REA employees will experience their careers.",,,74,40,,,"Talent Marketplace, AI, career experience",8,S,,,,,,,,,,,,,,,,
111,,401.0,Employment,401-02,Benefits provided to full-time employees that are not provided to temporary or part-time employees,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
