Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
68,,207.0,Tax,207-02,"Tax governance, control, and risk management",,Tax Governance Policy,,,REA Group,2023.0,"REA Group manages its taxation affairs following the REA Group Tax Governance Policy, endorsed by REA's Audit, Risk and Compliance Committee (ARCC). REA Group's tax strategy is to support the business by adopting tax-effective positions that comply with tax law and are founded on sound commercial rationale.",,,74,,,,"Tax Governance Policy, taxation affair, tax-effective position",16,G,,Tax Transparency Report page 5,,,,,,,,,,,,,,
69,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,"REA Group engages with regulators, tax authorities, industry groups and external advisors in an ethical, transparent and professional manner in the countries where the business operates.",,,,REA Group,2023.0,,,,74,,,,,,,,Tax Transparency Report page 5,,,,,,,,,,,,,,
70,,207.0,Tax,207-04,Country-by-country reporting,REA reports its international operations' tax contributions in controlling investments in India and its minority investments in the US and Southeast Asia.,,,,REA Group,2023.0,,,,74,,,,,,,,Tax Transparency Report page 6,,,,,,,,,,,,,,
71,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,302.0,Energy,302-01,Energy consumption within the organization,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,302.0,Energy,302-03,Energy intensity,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,302.0,Energy,302-04,Reduction of energy consumption,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,303.0,Water and Effluents,303-03,Water withdrawal,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,303.0,Water and Effluents,303-04,Water discharge,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,303.0,Water and Effluents,303-05,Water consumption,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,304.0,Biodiversity,304-03,Habitats protected or restored,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,REA's scope 1 and 2 emissions in 2023 were 617.1 tCO2e.,,,,REA Group,2023.0,,,,74,63,,,,,,,,,,,,,,,,,,,,,
89,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,REA's scope 1 and 2 emissions in 2023 were 617.1 tCO2e.,,,,REA Group,2023.0,,,,74,63,,,,,,,,,,,,,,,,,,,,,
90,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,"REA's scope 3 emissions in 2023 were 8,398.3 tCO2e.",,,,REA Group,2023.0,,,,74,63,,,,,,,,,,,,,,,,,,,,,
91,,305.0,Emissions,305-04,GHG emissions intensity,,Carbon offsets,,,REA Group,2023.0,"As part of REA's Climate Active carbon neutral certification, REA staples Biodiversity Units onto its Carbon Offsets to support local Australian Biodiversity projects. In FY22, REA's offsets supported the Crowes Lookout Biodiversity project, protecting 48 bird species and 7 threatened species on 6,168 m2 of projected land in Victoria's Otway Ranges.",,,74,65,,,"Carbon offset, carbon neutral, biodiversity project","13, 15",E,,,,,,,,,,,,,,,,
92,,305.0,Emissions,305-05,Reduction of GHG emissions,,Climate risk and opportunity assessment,,,REA Group,2023.0,"In FY23, REA Group engaged a sustainability consultancy to conduct a qualitative climate risk and opportunity assessment of REA Australia. The objective was to identify REA's most material climate risks and opportunities and complete qualitative analysis to understand how material transition and physical risks may evolve under at least two future climate scenarios for each type of risk.",,,74,27,,,"Climate risk and opportunity assessment, sustainability consultancy, qualitative analysis",13,E,,,,,,,,,,,,,,,,
93,,305.0,Emissions,305-06,Emissions of ozone-depleting substances (ODS),,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,305.0,Emissions,305-07,"Nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,306.0,Waste,306-01,Waste generation and significant waste-related impacts,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,306.0,Waste,306-02,Management of significant waste-related impacts,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,306.0,Waste,306-02,Management of significant waste-related impacts,,,Simply Cups,,REA Group,2023.0,REA's Simply Cups helps employees separate coffee cups from other waste streams. Simply Cups collects the cups and collaborates with innovative technologies that give used cups a second life.,,,,66,,,"Simply Cups, a coffee cup, waste stream",12,E,,,,,,,,,,,,,,,,
98,,306.0,Waste,306-02,Management of significant waste-related impacts,,,Reground,,REA Group,2023.0,"REA's Melbourne HQ partners with Reground, a social enterprise promoting a circular economy through waste collection and minimisation projects. In February 2023, Reground conducted an education session discussing their processes and the challenges of recycling soft plastics in Australia. Reground emphasised the contamination issue in the collected bins and advised on steps to improve recycling practices.",,,,66,,,"Reground, circular economy, waste collection",12,E,,,,,,,,,,,,,,,,
