Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
170,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Modern slavery clauses,,,REA Group,2023.0,"REA Group's standard form supplier agreements include appropriate modern slavery clauses requiring suppliers to comply with the REA Group Code of Conduct, take reasonable steps to identify, assess and address risks of modern slavery practices in their operations and supply chains and promptly remediate any harm to impacted individuals which is uncovered as a result of these due diligence processes. Where REA Group is contracting on a supplier's standard contract terms, REA Group will negotiate appropriate modern slavery clauses where the supplier meets REA Group's risk criteria.",,,77,,,,"Modern slavery clause, supplier agreement, modern slavery practice","8, 16","S, G",,Modern Slavery Statement page 11,,,,,,,,,,,,,,
171,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Contract Approval Form,,,REA Group,2023.0,"All significant supplier engagements need a Contract Approval Form to accompany the contract agreement and require approval from Procurement, Risk, Finance and Legal, in addition to Executive Leadership sign-off.",,,77,11,,,"Contract Approval Form, supplier agreement, approval","8, 16","S, G",,,,,,,,,,,,,,,,
172,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Supplier governance,,,REA Group,2023.0,"REA's supplier governance approach ensures management oversight of REA's relationships with suppliers by enforcing policies and strategies to ensure that compliance, performance, and ethical business practices are being met.",,,77,12,,,"Supplier governance, management governance, supplier","8, 16","S, G",,,,,,,,,,,,,,,,
173,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Supply Nation,,,REA Group,2023.0,"In FY23, REA partnered with Supply Nation, a non-profit organisation that aims to grow the Aboriginal and Torres Strait Islander business sector by promoting supplier diversity in Australia. Supply Nation is a database of verified Indigenous businesses and allows REA's people to select Indigenous suppliers with confidence. It will evolve through REA's RAP work as it expands the use of Supply Nation in a more sustainable and integrated way.",,,77,,,14,"Supply Nation, supplier diversity, Indigenous business","8, 10",S,,,,,,,,,,,,,,,,
174,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Ethical Procurement Training,,,REA Group,2023.0,"In FY2021 and FY2022, REA Group's central procurement team completed ethical procurement and supply training provided online by the Chartered Institute of Procurement & Supply. Eleven members of the procurement team have completed this training since FY2021. This important step was taken to ensure that REA Group procurement personnel can recognise indicators of modern slavery practices and that REA Group can address the risk that it could contribute to modern slavery practices through unrealistic expectations about the price or delivery timeframes to be met by suppliers.",,,77,,,,"Ethical Procurement Training, central procurement team, modern slavery practice","8, 16","S, G",,Modern Slavery Statement page 12,,,,,,,,,,,,,,
175,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Modern slavery training module,,,REA Group,2023.0,"In FY2022, REA India incorporated an interactive modern slavery training module into its annual compliance refresher course. During the year, 1,284 employees of REA India completed the training. REA Group Australia intends to implement a similar module into annual compliance training and new employee onboarding in FY2023.",,,77,,,,"Modern slavery training module, compliance refresher module, employee onboarding","8, 16","S, G",,Modern Slavery Statement page 12,,,,,,,,,,,,,,
176,,415.0,Public Policy,415-01,Political contributions,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,REA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
