Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
141,,Cat 1 Bauxite and alumina purchases,0.99,,Scope 2*,9.3,,Cat 10 Processing,,,,,
142,,"Cat 1 Higher emission purchases (eg caustic, lime, explosives, coke, pitch, anodes)",7.26,,*Market-based method,,,-Iron ore,399.9,,,,
143,,Cat 2 Capital goods,2.49,,,,,-Bauxite and alumina,129.8,,,,
144,,Cat 3 Fuels,4.72,,,,,-TiO2 feedstocks,4.9,,,,
145,,Cat 4 Transport (includes Rio Tinto chartered vessels),6.75,,,,,-Copper,0.5,,,,
146,,"Cat 5,6,7 Waste, business travel and commuting",0.83,,,,,-Salt,7,,,,
147,,,,,,,,-Other,1.2,,,,
149,,GHG emissions (indicative) breakdown by product group,,,,,,,,,,,
150,,Product Group,"Upstream Scope 3 (Cat 1-3,5-7) Mt CO2e","Marine seabourne transport (Scope 3, Cat 4&9) Mt CO2e","Logistics transport (Scope 3, Cat 4&9) Mt CO2e",Scope 1 and 2 emissions Mt CO2e,"Processing of sold products (Scope 3, Cat 10) Mt CO2e","Total Scope 1, 2 and 3 Mt CO2e",,,,,
151,,Total,26.63,7.24,0.88,32.6,543.3,610.7,,,,,
152,,Iron Ore (includes Pilbara Iron Ore and Dampier Salt),6,4.8,0,3.2,395,409,,,,,
153,,Aluminium,13.2,1.9,0.4,24.2,129.8,169.5,,,,,
154,,Copper,3,0.02,0.08,1,0.5,4.7,,,,,
155,,Minerals (includes IOC),2.7,0.5,0.5,3.7,18,25.3,,,,,
156,,Other (includes shipping and corporate functions),1.7,0,0,0.5,0,2.3,,,,,
157,,Data includes some rounding and approximations when apportioning between product groups.,,,,,,,,,,,
158,,Marine seaborne transport includes bulk marine shipping plus all seaborne vessels. Logistics transport includes all land-based transport.,,,,,,,,,,,
