Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
132,,401.0,Employment,401-02,Benefits provided to full-time employees that are not provided to temporary or part-time employees,,Well-being Promotion,,,APA Group,2023.0,"Employees benefit from various complimentary services to enhance their mental and physical well-being. These include simple perks, such as an optional flu shot for all employees, and extensive initiatives, like our support program for employees working away from home.",,,Sustainability Report Data Book FY23,,,,"Employee Benefits, Work From Home, Optional Flu Shot",8,S,,See APA website - Working at APA https://www.apa.com.au/careers/working-at-apa/,,,,,,,,,,,,,
133,,401.0,Employment,401-03,Parental leave,"In FY23, APA had 75 male employees and 45 female employees who took parental leave.",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,6,,,,5,S,,APA FY23 Sustainability Data Book - 6. People & Culture,,,,,,,,,,,,,
134,,402.0,Labor/Management Relations,402-01,Minimum notice periods regarding operational changes,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
135,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,"Health, Safety, Environment and Heritage (HSEH) Strategy",,,APA Group,2023.0,"APAÃ¢ÂÂs new HSEH Strategy commenced in FY23, and all initiatives have been delivered per the schedule. Some of the highlighted key initiatives undertaken in FY23 are Leadership Collaboration and Learning, Serious Harm Prevention, and Health and Well-being.",,,Sustainability Report Data Book FY23,,42,,"Leadership Collaboration and Learning, Harm Prevention, Health and well-being","3, 8",S,,,,,,,,,,,,,,,
136,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,HSEH Digital Roadmap,,,APA Group,2023.0,"In FY23, we undertook a comprehensive review of APAÃ¢ÂÂs current suite of digital systems to support the business processes stipulated by the HSEH Management System, identifying the key areas where improvements in our digital systems are necessary to support our HSEH Strategy over a five-year horizon. The roadmap identified seven key areas where significant improvements were required over the next five years: A mobile-enabled digital tool for employees and contractors, integrated digital HSEH Incident, Near Miss and Hazard Management System, and new HSEH reporting and analytical framework supporting current and future digital tools.",,,Sustainability Report Data Book FY23,,44,,"Digital Systems, Business Process, Roadmap","3, 8",S,,,,,,,,,,,,,,,
137,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,Health and well-being Framework,,,APA Group,2023.0,"We have implemented the evidence-based framework, Thrive at Work, which has been adapted to include all health-related initiatives. The framework provides a balanced approach to Health and Well-being Prioritisation and management.",,,Sustainability Report Data Book FY23,,43,,"Evidence-Based Framework, Health Initiatives, Health and well-being Prioritisation","3, 8",S,,,,,,,,,,,,,,,
138,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,,Safety Lead Indicators,,APA Group,2023.0,"Under APAÃ¢ÂÂs HSEH Interactions metric, APAÃ¢ÂÂs leaders have safety-focused discussions with employees on hazard identification, risk mitigation, and corrective action mechanisms. These interactions help to keep safety front-of-mind for everyone.","In FY23, our leaders completed over 4,334 HSEH interactions, an increase of 13% from FY22.\t",,Sustainability Report Data Book FY23,,45,,"Interaction Metric, Safety, Hazard Identification","3, 8",S,,,,,,,,,,,,,,,
139,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,,"Incident, Near Miss and Hazard Management Review",,APA Group,2023.0,"In FY23, we completed a review of the Incident Management and Investigation procedures across APA. This is resulting in the development and approval of the Incident, Near Miss and Hazard Management Protocol.",,,Sustainability Report Data Book FY23,,43,,"Incident Management, Investigation, Hazard Management","3, 8",S,,,,,,,,,,,,,,,
140,,403.0,Occupational Health and Safety,403-03,Occupational health services,,Process Safety,,,APA Group,2023.0,"In FY23, we progressed against our process safety improvement initiatives identified in the HSEH Strategy. It included the commencement of the Management of Change (MOC) Uplift initiative, where we have: \n - Conducted a thorough current state MOC review,\n - Developed and received endorsement for a Business Requirements Document.",,,Sustainability Report Data Book FY23,,44,,"Safety Improvement, Management of Change, HSEH Strategy","3, 8",S,,,,,,,,,,,,,,,
141,,403.0,Occupational Health and Safety,403-04,"Worker participation, consultation, and communication on occupational health and safety",,Safety Environment and Heritage (HSEH) Management System,,,APA Group,2023.0,"The APAÃ¢ÂÂs Health, Safety Environment and Heritage (HSEH) Management System outlines accountabilities to implement this Policy and requires that we: \n- Proactively identify hazards and aim to eliminate or implement effective controls to minimise the risk of injury, illness to people or unacceptable impacts on the environment and heritage as far as reasonably practicable;\n- Provide systems of work that focus on guiding workers to manage and control critical risk;\n- Provide a work environment and fit-for-purpose equipment that minimises the risk to workers so far as is reasonably practicable.",,,Sustainability Report Data Book FY23,1,,,"HSEH Management System, Accountable Policy, Critical Risk","3, 8",S,,"Health, Safety, Environment and Heritage Policy",,,,,,,,,,,,,
