Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
99,,303.0,Water and Effluents,303-05,Water consumption,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
100,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
101,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
102,,304.0,Biodiversity,304-03,Habitats protected or restored,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
103,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
104,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,,Methane Guiding Principles,,,APA Group,2023.0,"APA has incorporated the Methane Guiding Principles, including:\nÃ¢ÂÂ¢ Set a methane target of at least a 30% reduction in our operational methane emissions by 2030 (FY21 base year)\nÃ¢ÂÂ¢ Deployed leading-edge aerial methane detection technology on three major pipelines\nÃ¢ÂÂ¢ Completed leak detection survey on Goldfields Gas Pipeline",,,Sustainability Report Data Book FY23,"4, 25",,,"Methane Emissions Target, Technology Detection, Detection Survey",12,E,,Climate Report 2023,,,,,,,,,,,,,
105,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,,Electrification Feasibility Studies,,,APA Group,2023.0,"APAÃ¢ÂÂs Climate Transition Plan identified compressor electrification as a material opportunity that supports our 2030 gas infrastructure emissions reduction target. In FY23, we engaged a consultant to assess 25 APA gas compressor stations across Australia and provide insights into potential electrification options.",,,Sustainability Report Data Book FY23,"23, 33",,,"Electrification, Emissions Reduction Target, Consultant",13,E,,Climate Report 2023,,,,,,,,,,,,,
106,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,,Zero Direct Emissions Vehicle Fleet Goal by 2030 Strategy,,,APA Group,2023.0,"Zero direct emissions vehicles are one of the opportunities in energy sources. This opportunity is part of the 2030 strategy, which the group-wide asset class will implement in the middle timeframe.\t",,,Sustainability Report Data Book FY23,25,,,"Vehicles Emissions, Energy Sources, 2030 Strategy",13,E,,Climate Report 2023,,,,,,,,,,,,,
107,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,,Pathfinder Program,,,APA Group,2023.0,We established APAÃ¢ÂÂs Pathfinder Program in FY21 to understand what is required to support clean molecules in existing and new infrastructure. Pathfinder continues investigating other hydrogen and carbon capture and storage project opportunities where APA can apply market-leading energy infrastructure expertise and experience to large-scale projects.,"In FY23, we completed a technical feasibility study under the Program for converting the Parmelia Pipeline (PGP) to 100% hydrogen.",,Sustainability Report Data Book FY23,42,,,"Clean Molecules, Clean Infrastructure, Project Opportunities",7,E,,Climate Report 2023,,,,,,,,,,,,,
108,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,,Parmelia Gas Pipeline (PGP) conversion project,,,APA Group,2023.0,"In May 2023, our landmark Parmelia Gas Pipeline (PGP) conversion project in Western Australia confirmed, via pressurised hydrogen laboratory testing, the technical feasibility of converting a 43-kilometre section of the PGP to carry 100% hydrogen.","The testing results indicate it is technically feasible, safe and efficient to run the 43-kilometre section of the pipeline at current operating pressure using hydrogen.",,Sustainability Report Data Book FY23,42,,,"Parmelia Gas Pipeline, Western Australia, Hydrogen Laboratory Testing",7,E,,Climate Report 2023,,,,,,,,,,,,,
