Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
0,,,,,,,,,,,,,,,GRI Index,SR,AR,CGS,,,,,,,,,,,,,,,,,,
1,,102.0,General Disclosures,102-01,Name of the organization,APA Group,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,1,,,,,,,,,,,,,,,,,,,
2,,102.0,General Disclosures,102-02,"Activities, brands, products, and services","APA Group is a leading Australian energy infrastructure business, owning, operating and managing a diverse $22 billion portfolio. We are proud of our role in delivering energy solutions to millions of customers in every State and Territory.",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,9,,,,,,,,,,,,,,,,,,,
3,,102.0,General Disclosures,102-03,Location of headquaters,"Level 25, 580 George Street, Sydney, NSW 2000",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,,,,,Global Reporting Initiative (GRI) Index,,,,,,,,,,,,,
4,,102.0,General Disclosures,102-04,Location of operations,Australia,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,,,,,Global Reporting Initiative (GRI) Index,,,,,,,,,,,,,
5,,102.0,General Disclosures,102-05,Ownership and legal form,"APA Group (APA) comprises two registered investment schemes, \n- APA Infrastructure Trust, and\n- APA Investment Trust \nand their controlled entities",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,,,,,Global Reporting Initiative (GRI) Index,,,,,,,,,,,,,
6,,102.0,General Disclosures,102-06,Markets served,The RRG,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,31,,,,,,,,,,,,,,,,,,,
7,,102.0,General Disclosures,102-07,Scale of the organization,"APA Group is a leading Australian energy infrastructure business, owning, operating and managing a diverse $22 billion portfolio. We are proud of our role in delivering energy solutions to millions of customers in every State and Territory.",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,9,,,,,,,,,,,,,,,,,,,
8,,102.0,General Disclosures,102-08,Information on employees and other workers,"APA is committed to being a responsible energy company where people are proud to work. We strive to create a healthy, safe, inclusive and diverse workplace.",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,38,,"Responsible, Workplace",8,S,,,,,,,,,,,,,,,
9,,102.0,General Disclosures,102-09,Supply chain,APA manages the energy supply chain. APA realizes that this supply chain must be monitored for various risks so that it continues to impact stakeholders and the broader energy transition positively.,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,"19, 30",,"Supply Chain, Risk, Energy Transition",7,E,,,,,,,,,,,,,,,
10,,102.0,General Disclosures,102-10,Significant changes to the organization and its supply chain,"Our performance enabled the Board to declare a final distribution of 29.0 cents, taking the FY23 distribution to 55.0 cents per security, in line with guidance. It represents an increase of 3.8% in FY22 and has been delivered in parallel with our ongoing significant investment to build capability and capitalise on emerging growth opportunities.\t",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,2,,"Performance, Investment, Growth Opportunities",8,G,,,,,,,,,,,,,,,
