Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
163,,,Total,491395.18,1558.38,0,484006,0,5568,262.8,0,0,0,,,,,,,,,
164,,,Ground water,2915.4,0,0,0,0,2784,131.4,0,0,0,,,,,,,,,
165,,,Sea water,228170,0,0,228170,0,0,0,0,0,0,,,,,,,,,
166,,,Surface water,14612.19,779.19,0,13833,0,0,0,0,0,0,,,,,,,,,
167,,,Third-party water,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
168,,,Total category 3 discharge,245697.59,779.19,0,242003,0,2784,131.4,0,0,0,,,,,,,,,
170,,,Total,256332.10499999998,1160.76,0,243031,9165.945,2843,131.4,0,0,0.416,,,,,,,,,
172,,,"(1) MCA WAF categories include: Category 1 Ã¢ÂÂ water that is close to the drinking water standards, as it only requires minimum treatment (disinfection) to be safe for human consumption. Category 1 water may be used for all purposes. Category 2 Ã¢ÂÂ water that is suitable for a range of purposes, subject to appropriate treatment to remove total dissolved solids and/or to adjust other parameters to be safe for human consumption and more sensitive agricultural and recreational purposes. Category 3 Ã¢ÂÂ low quality water which requires significant treatment to raise quality to appropriate drinking water standards.",,,,,,,,,,,,,,,,,,,
176,,,GRI 303-5 Water consumption (ML) FY23,,,,,,,,,,,,,,,,,,,
177,,,Change in total on-site water storage (ML) FY23,Company,Brucejack (1),Cadia,Lihir,Red Chris,Telfer,Havieron,Exploration,Namosi,Wafi-Golpu,,,,,,,,,
178,,,Change in total on-site water storage,11795.35,42.35,6310,0,5422.2,0,20.8,0,0,0,,,,,,,,,
180,,,"(1) At Brucejack, the change in storage considers the contact water pond only, waste rock tailings storage facility is not considered storage at this time.",,,,,,,,,,,,,,,,,,,
182,,,Total water consumption from all areas (ML) FY23,Company,Brucejack,Cadia,Lihir (1),Red Chris,Telfer,Havieron,Exploration,Namosi,Wafi-Golpu,,,,,,,,,
183,,,Total water consumption from all areas,67014.7,252.52,11437,28951,13830.9,12420,123.28,0,0,0,,,,,,,,,
185,,,(1) Excludes seawater. Seawater abstraction at Lihir is not introduced into the processing circuit for the purpose of ore processing.,,,,,,,,,,,,,,,,,,,
187,,,Water recycled and reused (ML) FY23,Company,Brucejack,Cadia,Lihir,Red Chris,Telfer,Havieron,Exploration,Namosi,Wafi-Golpu,,,,,,,,,
188,,,Change in total on-site water storage,,,,,,,,,,,,,,,,,,,
194,,,GRI 304-4 IUCN Red List species and national conservation list species with habitats in areas affected by operational sites (#) FY23,,,,,,,,,,,,,,,,,,,
195,,,IUCN Red List species,Company (1),Brucejack,Cadia,Lihir,Red Chris,Telfer,Havieron,Exploration (2),Namosi,Wafi-Golpu,,,,,,,,,
196,,,Critically endangered (3)(8),8,0,2,2,0,1,1,0,3,3,,,,,,,,,
197,,,Endangered (4)(8),14,1,1,3,1,0,0,3,6,1,,,,,,,,,
198,,,Vulnerable (5)(8),36,1,9,3,2,2,4,6,13,3,,,,,,,,,
199,,,Near threatened (6)(8),36,4,5,5,1,3,3,12,7,7,,,,,,,,,
200,,,Least Concern,1026,106,244,52,9,232,102,349,6,,,,,,,,,,
202,,,National Conservation List (7)(8),,,,,,,,,,,,,,,,,,,
