Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
272,,,Total employees (#),7,,,,,,,,,,7,,,,,,,,,,,
273,,,Male (%),57.14,,,,,,,,,,57.14,,,,,,,,,,,
274,,,Female (%),42.86,,,,,,,,,,42.86,,,,,,,,,,,
275,,,<30 years of age (%),0,,,,,,,,,,0,,,,,,,,,,,
276,,,30-50 years of age (%),57.14,,,,,,,,,,57.14,,,,,,,,,,,
277,,,50+ years of age (%),42.86,,,,,,,,,,42.86,,,,,,,,,,,
279,,,General Manager (Level 4),,,,,,,,,,,,,,,,,,,,,,
280,,,Total employees (#),59,4,4,5,4,1,2,0,0,1,39,,,,,,,,,,,
281,,,Male (%),78,100,100,80,100,100,50,0,0,100,71.79,,,,,,,,,,,
282,,,Female (%),22,0,0,20,0,0,50,0,0,0,28.21,,,,,,,,,,,
283,,,<30 years of age (%),0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
284,,,30-50 years of age (%),49.2,100,75,40,25,100,0,0,0,0,46.15,,,,,,,,,,,
285,,,50+ years of age (%),50.9,0,25,60,75,0,100,0,0,100,53.85,,,,,,,,,,,
287,,,Manager (Level 3),,,,,,,,,,,,,,,,,,,,,,
288,,,Total employees (#),283,23,27,31,26,11,25,3,2,2,135,,,,,,,,,,,
289,,,Male (%),74.9,69.56521739130434,85.19,83.87,84.62,90.91,84,100,50,100,66.67,,,,,,,,,,,
290,,,Female (%),25.1,30.434782608695656,14.81,16.13,15.38,9.09,16,0,50,0,33.33,,,,,,,,,,,
291,,,<30 years of age (%),0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
292,,,30-50 years of age (%),66.8,73.91304347826086,77.78,58.06,61.54,72.73,64,33.33,50,0,67.41,,,,,,,,,,,
293,,,50+ years of age (%),33.2,26.08695652173913,22.22,41.94,38.46,27.27,36,66.67,50,100,32.59,,,,,,,,,,,
295,,,"Supervisor, Superintendent, Coordinator (Level 2)",,,,,,,,,,,,,,,,,,,,,,
296,,,Total employees (#),1655,174,266,705,218,123,21,20,4,14,124,,,,,,,,,,,
297,,,Male (%),83,79.8850574712644,87.97,87.66,80.28,82.93,71.43,90,75,92.9,55.65,,,,,,,,,,,
298,,,Female (%),17,20.1149425287356,12.03,12.34,19.72,17.07,28.57,10,25,7.1,44.35,,,,,,,,,,,
299,,,<30 years of age (%),4.2,6.896551724137931,2.63,3.12,9.17,4.88,4.76,0,0,0,1.61,,,,,,,,,,,
300,,,30-50 years of age (%),69.4,64.9425287356322,77.44,68.51,65.14,64.23,71.43,60,25,85.7,78.23,,,,,,,,,,,
301,,,50+ years of age (%),26.5,28.735632183908045,19.92,28.37,25.69,30.89,23.81,40,75,14.3,20.16,,,,,,,,,,,
303,,,"Operator, Technical Advisor (Level 1)",,,,,,,,,,,,,,,,,,,,,,
304,,,Total employees (#),4576,752,1046,1732,553,349,11,13,2,41,118,,,,,,,,,,,
305,,,Male (%),83.1,78.5904255319149,89.48,84.82,79.2,86.82,18.18,46.15,0,85.4,47.46,,,,,,,,,,,
306,,,Female (%),16.9,21.4095744680851,10.52,15.18,20.8,13.18,81.82,53.85,100,14.6,52.54,,,,,,,,,,,
307,,,<30 years of age (%),18.99,24.867021276595743,19.69,12.99,19.53,16.33,18.18,61.54,0,2.4,64.41,,,,,,,,,,,
308,,,30-50 years of age (%),60.16,54.12234042553191,59.08,70.27,51.36,52.72,63.64,30.77,100,73.2,25.42,,,,,,,,,,,
309,,,50+ years of age (%),20.84,21.01063829787234,21.22,16.74,29.11,30.95,18.18,7.69,0,24.4,10.17,,,,,,,,,,,
311,,,(1) Per Newcrest's system of record as at 30 June 2023 (headcount). \n(2) Newcrest currently captures two diversity indicators (age and gender). Newcrest will look to capture other additional diversity indicators in future reporting processes.,,,,,,,,,,,,,,,,,,,,,,
313,,,"GRI 405-1 Diversity of employees by level, gender and age group FY19-23",,,,,,,,,,,,,,,,,,,,,,
314,,,Chief Executive Officer (Level 6),FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,
315,,,Total employees (#),1,1,1,1,1,,,,,,,,,,,,,,,,,
316,,,Male (%),0,100,100,100,100,,,,,,,,,,,,,,,,,
317,,,Female (%),100,0,0,0,0,,,,,,,,,,,,,,,,,
318,,,<30 years of age (%),0,0,0,0,0,,,,,,,,,,,,,,,,,
319,,,30-50 years of age (%),100,0,0,0,0,,,,,,,,,,,,,,,,,
320,,,50+ years of age (%),0,100,100,100,100,,,,,,,,,,,,,,,,,
322,,,Executive (Level 5),,,,,,,,,,,,,,,,,,,,,,
323,,,Total employees (#),7,6,7,7,8,,,,,,,,,,,,,,,,,
324,,,Male (%),57.14,66.67,71.4,71.4,87.5,,,,,,,,,,,,,,,,,
325,,,Female (%),42.86,33,28.6,28.6,12.5,,,,,,,,,,,,,,,,,
326,,,<30 years of age (%),0,0,0,0,0,,,,,,,,,,,,,,,,,
327,,,30-50 years of age (%),57.14,50,42.9,42.9,25,,,,,,,,,,,,,,,,,
328,,,50+ years of age (%),42.86,50,57.1,57.1,75,,,,,,,,,,,,,,,,,
330,,,General Manager (Level 4),,,,,,,,,,,,,,,,,,,,,,
331,,,Total employees (#),59,54,40,43,46,,,,,,,,,,,,,,,,,
332,,,Male (%),78,81.5,85,83.7,84.8,,,,,,,,,,,,,,,,,
333,,,Female (%),22,18.5,15,16.3,15.2,,,,,,,,,,,,,,,,,
334,,,<30 years of age (%),0,0,0,0,0,,,,,,,,,,,,,,,,,
335,,,30-50 years of age (%),49.2,44.4,37.5,30.2,43.5,,,,,,,,,,,,,,,,,
336,,,50+ years of age (%),50.9,55.6,62.5,69.8,56.5,,,,,,,,,,,,,,,,,
338,,,Manager (Level 3),,,,,,,,,,,,,,,,,,,,,,
339,,,Total employees (#),283,219,202,191,197,,,,,,,,,,,,,,,,,
340,,,Male (%),74.9,71.7,73.3,74.9,76.6,,,,,,,,,,,,,,,,,
341,,,Female (%),25.1,28.3,26.7,25.1,23.4,,,,,,,,,,,,,,,,,
342,,,<30 years of age (%),0,0,0,0,0,,,,,,,,,,,,,,,,,
343,,,30-50 years of age (%),66.8,66.2,66.8,69.6,68.5,,,,,,,,,,,,,,,,,
344,,,50+ years of age (%),33.2,33.8,33.2,30.4,31.5,,,,,,,,,,,,,,,,,
346,,,"Supervisor, Superintendent, Coordinator (Level 2)",,,,,,,,,,,,,,,,,,,,,,
347,,,Total employees (#),1655,1355,1208,1426,1409,,,,,,,,,,,,,,,,,
348,,,Male (%),83,84.1,86.1,86.1,86.5,,,,,,,,,,,,,,,,,
349,,,Female (%),17,15.9,13.9,13.9,13.5,,,,,,,,,,,,,,,,,
350,,,<30 years of age (%),4.2,3.6,3,2.8,3.1,,,,,,,,,,,,,,,,,
