Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
230,,,"Disclosure 403-4 Worker participation, consultation, and communication on occupational health and safety",Health and Safety pp. 10-11\nGRI 400 - Social tab,,,,,,
231,,,Disclosure 403-5 Worker training on occupational health and safety,Health and Safety pp. 10-11\nGRI 400 - Social tab,,,,,,
232,,,Disclosure 403-6 Promotion of worker health,Health and Safety pp. 10-11\nGRI 400 - Social tab,,,,,,
233,,,Disclosure 403-8 Workers covered by an occupational health and safety management system,Health and Safety pp. 10-11\nGRI 400 - Social tab,,,,,,
234,,,Disclosure 403-9 Work-related injuries,Health and Safety pp. 10-11\nperformance data p. 50\nGRI 400 - Social tab,Injury rates are not reported by gender or types of work-related injury.,,,,,
235,,,Disclosure 403-10 Work-related ill health,Health and Safety pp. 10-11 \nGRI 400 Social tab,Lost day rate and absentee rate not reported.,,,,,
239,,,GRI 404\nTraining and Education,,,,,,,
241,,,Disclosure,Report Section,Omission,,,,,
243,,,Disclosure 404-1 Average hours of training per year per employee,GRI 400 Social tab,,,,,,
244,,,Disclosure 404-2 Programs for upgrading employee skills and transition assistance programs,Our people pp. 12-13 \nGRI 400 Social tab\n,,,,,,
245,,,Disclosure 404-3 Percentage of employees receiving regular performance and career development reviews,GRI 400 Social tab,,,,,,
249,,,GRI 405\nDiversity & Equal Opportunity,,,,,,,
251,,,Disclosure,Report Section,Omission,,,,,
253,,,Disclosure 405-1 Diversity of governance bodies and employees,Our people pg. 20-21\nPerformance data pp. 51-52\nGRI 400 Social tab,,,,,,
254,,,Disclosure 405-2 Ratio of basic salary and remuneration of women to men,performance data p. 53\nGRI 400 Social tab,,,,,,
258,,,GRI 406\nNon-discrimination,,,,,,,
260,,,Disclosure,Report Section,Omission,,,,,
262,,,Disclosure 406-1 Incidents of discrimination and corrective actions taken,Our people pg. 20-21\nPerformance data pp. 51-52\nGRI 400 Social tab,,,,,,
263,,,Disclosure 405-2 Ratio of basic salary and remuneration of women to men,performance data p. 53\nGRI 400 Social tab,,,,,,
267,,,GRI 407\nFreedom of Association and Collective Bargaining,,,,,,,
269,,,Disclosure,Report Section,Omission,,,,,
