Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
1,,,FY22 GRI content index,,,,,,,
3,,,Statement of use\nNewcrest Mining Ltd has reported in accordance with the GRI Standards for the period \n1 July 2022 to 30 June 2023 (FY23).\n\nGRI used \nGRI 1: Foundation 2021\t,,,,,,,
6,,,GRI 2\nGeneral Disclosures 2021,,,,,,,
8,,,Disclosure,Report Section,Omission,,,,,
10,,,Disclosure 2-1 \nOrganisational details,Newcrest Mining Limited\nAbout Newcrest p.2\nNewcrest Operations p. 6\n2023 Annual Report,,,,,,
11,,,Disclosure 2-2 \nEntities included in the organisationÃ¢ÂÂs sustainability reporting,About Newcrest p. 2\nReporting Boundary p. 9\nNewcrest Operations p. 6\n2023 Annual Report,,,,,,
12,,,"Disclosure 2-3 Reporting period, frequency and contact point",Reporting Boundary p. 9\nOur performance data tables reflect current operations and interests.,,,,,,
13,,,Disclosure 2-4 Restatements of information,"Reporting Boundary p. 9\nWhen applicable, restatements are included as footnotes in the Report",,,,,,
14,,,Disclosure 2-5 External assurance,Assurance statement pp. 57-58,,,,,,
15,,,"Disclosure 2-6 Activities, value chain and other business relationships",About Newcrest p. 2\nNewcrest Value Chain p. 8\nNewcrest Operations p. 6\nCommunity Partnerships pp. 16-20\nHuman rights p. 21\nNewcrest Value Chain GHG emissions p. 32\nTransparent and ethical business pp. 35-37\nPerformance data p. 38\n2023 Annual Report,,,,,,
16,,,Disclosure 2-7 Employees,Our People p. 12-13\nPerformance data p. 39\nGRI 200 Economic tab.,,,,,,
17,,,Disclosure 2-8 Other workers,Our People p 12-13\nPerformance data p. 40\nGRI 200 Economic tab.,,,,,,
18,,,Disclosure 2-9 Governance structure and composition,Governance and Risk Management p. 8\nClimate change - Governance - p. 28\n2023 Corporate Governance Statement\n2023 Annual Report,,,,,,
19,,,Disclosure 2-10 Nomination and selection of the highest governance body,2023 Corporate Governance Statement\nGovernance and Risk Management p. 8,,,,,,
20,,,Disclosure 2-11 Chair of the highest governance body,2023 Corporate Governance Statement\n2023 Annual Report,,,,,,
21,,,Disclosure 2-12 Role of the highest governance body in overseeing the management of impacts,Governance and Risk Management p. 8\nMateriality Assessment p.9\nClimate change - Governance - p. 28\nBoard Charter\n2023 Corporate Governance Statement,,,,,,
22,,,Disclosure 2-13 Delegation of responsibility for managing impacts,Governance and Risk Management p. 8\n2023 Corporate Governance Statement,,,,,,
23,,,Disclosure 2-14 Role of the highest governance body in sustainability reporting,Governance and Risk Management p. 8\nMateriality Assessment p. 9,,,,,,
24,,,Disclosure 2-15 Conflicts of interest,2023 Corporate Governance Statement\n2023 Annual Report\nCode of Conduct,,,,,,
25,,,Disclosure 2-16 Communication of critical concerns,Human Rights p. 21\nTransparent and Ethical Business pp. 35-37\n2023 Corporate Governance Statement\n2023 Annual Report\n2023 Modern Slavery Statement,,,,,,
26,,,Disclosure 2-17 Collective knowledge of highest governance body,2023 Corporate Governance Statement,,,,,,
27,,,Disclosure 2-18 Evaluating the highest governance bodyÃ¢ÂÂs performance,Governance and Risk Management p. 8\n2023 Corporate Governance Statement,,,,,,
28,,,Disclosure 2-19 Remuneration policies,2023 Annual Report - Remuneration Report,,,,,,
29,,,Disclosure 2-20 Process to determine remuneration,2023 Annual Report - Remuneration Report,,,,,,
