Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
243,,,Scope 1 + 2 emissions within the organisation (tCO2-e) FY19-23,FY23,FY22 (1),FY21,FY20,FY19,,,,,,,,,,,,,,
244,,,Company,2247315.2,2239302,2338459.703049827,2272026,2278761,,,,,,,,,,,,,,
245,,,Brucejack,29566.8,31241,,,,,,,,,,,,,,,,,
246,,,Cadia,924941.5,890573,1014014.2370929036,961149,949415,,,,,,,,,,,,,,
247,,,Lihir,745182.2,726921,709403.4700894349,735651,660689,,,,,,,,,,,,,,
248,,,Red Chris,88459.8,112680,107569.83306632919,-,-,,,,,,,,,,,,,,
249,,,Telfer,444692.2,498322,500243.78568666475,493473,544157,,,,,,,,,,,,,,
250,,,Havieron,12760,9006,,,,,,,,,,,,,,,,,
251,,,Exploration,283,763,5836.080851824424,,,,,,,,,,,,,,,,
252,,,Namosi,14,62,21.7051479223529,-,-,,,,,,,,,,,,,,
253,,,Wafi-Golpu,797.2,1187,1107.62785692,-,-,,,,,,,,,,,,,,
254,,,Corporate Offices,1413.2,975,1370.591114747591,1582,1646,,,,,,,,,,,,,,
255,,,Gosowong,,,,75569,122210,,,,,,,,,,,,,,
256,,,"(1) In FY22 1,971 tCO2-e of aviation gasoline was incorrectly reported (refer to footnote for 305-1 above). Scope 1 emissions have been restated.",,,,,,,,,,,,,,,,,,,
259,,,GRI 305-3 Scope 3 GHG emissions by source (kt CO2-e) FY20-23 (1),,,,,,,,,,,,,,,,,,,
260,,,Upstream,FY23,FY22,FY21,FY20,,,,,,,,,,,,,,,
261,,,Fuels,195.551,175,208,153,,,,,,,,,,,,,,,
262,,,Purchased goods & services (excl fuels) incl:,353,321,365,328,,,,,,,,,,,,,,,
263,,,Lime,186,166,178,181,,,,,,,,,,,,,,,
264,,,Capital items,50,46,107,59,,,,,,,,,,,,,,,
265,,,Grinding media,83,43,28,54,,,,,,,,,,,,,,,
266,,,Cloud Services,<1,1,0,0,,,,,,,,,,,,,,,
267,,,Other,34,65,52,34,,,,,,,,,,,,,,,
268,,,Business travel,96,37,25,25,,,,,,,,,,,,,,,
269,,,Total Upstream,645,534,598,505,,,,,,,,,,,,,,,
271,,,Downstream- Processing of sold goods,,,,,,,,,,,,,,,,,,,
272,,,Marine Shipping,102,119,0,0,,,,,,,,,,,,,,,
273,,,Copper smelting/ refining,122,88,105,102,,,,,,,,,,,,,,,
274,,,Gold Refining,0.4,0.4,0.4,0.3,,,,,,,,,,,,,,,
275,,,Total Downstream,224,207,105,102,,,,,,,,,,,,,,,
277,,,Total - Scope 3 greenhouse gas emissions,870,741,704,607,,,,,,,,,,,,,,,
278,,,"(1) The following GHGs were included in the emissions calculations: CO2, CH4 and N2O. We used emissions factors from Schedule 1 Part 3 of National Greenhouse and Energy Reporting (NGER) (Measurement) Determination 2008 (kg CO2-e/GJ) and the Global Warming Potential rates from NGER Regulations 2.02 (tonne CO2-e/tonne). Newcrest use Emission Factors from recognised sources such as NGER and specific EFs provided by our suppliers, customers and travel agencies. Newcrest followed a documented approach for the collection of upstream and downstream data based on the GHG Protocol Corporate Value Chain Standard.",,,,,,,,,,,,,,,,,,,
281,,,"Scope 1, 2 and 3 GHG emissions (kt CO2-e) and intensity by ore milled (kgCO2-e/t) FY19-23",FY23,FY22 (1),FY21,FY20,FY19,,,,,,,,,,,,,,
282,,,Total - Scope 1 greenhouse gas emissions,1386578.2,1396.009,1368.3913275594175,1377.155,1377.787,,,,,,,,,,,,,,
283,,,Total - Scope 2 greenhouse gas emissions,860737,843.293,970.068375490409,894.871,900.977,,,,,,,,,,,,,,
284,,,Total - Scope 3 greenhouse gas emissions (2),869.6,741.0925812950001,703.5351889608668,606.9106483441034,550,,,,,,,,,,,,,,
285,,,Intensity by ore milled (kg CO2-e/t ore milled),31.9,32.923712919116824,32.15958671401446,38,34,,,,,,,,,,,,,,
287,,,"(1) In FY22 1,971 tCO2-e of aviation gasoline was incorrectly reported (refer to footnote for 305-1 above). Scope 1 emissions have been restated.\n(2) FY19 and FY20 Scope 3 emissions were recalculated as a fuller upstream and downstream assessment in FY21 resulted in more detailed information becoming available.",,,,,,,,,,,,,,,,,,,
291,,,GRI 305-4 GHG emissions intensity,,,,,,,,,,,,,,,,,,,
