Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
316,,,Lihir,62.2,1057.4242303020606,962,948,708,,,,,,,,,,,,,,
317,,,Red Chris,467.7,522.2607728368249,460,,,,,,,,,,,,,,,,
318,,,Telfer,1025.56745063491,1041.8868965978659,1035,1022,1017,,,,,,,,,,,,,,
320,,,"(1) In FY22 1,971 tCO2-e of aviation gasoline was incorrectly reported (refer to footnote for 305-1 above). The FY22 intensities for gold produced have been restated.",,,,,,,,,,,,,,,,,,,
324,,,"GRI 305-7 Nitrogen oxides (NOX), sulphur oxides (SOX), and other significant air emissions (kg) FY23",,,,,,,,,,,,,,,,,,,
325,,,,Company,Brucejack,Cadia(1),Lihir (2),Red Chris,Telfer,Havieron,Port Hedland (3)(4),Cadia Dewatering (4),,,,,,,,,,
326,,,SO2,7267747.777046422,225.214191858896,491.541243725012,7261592.36414218,723.06399194811,1971.54943078991,72.9869141875631,2669.43713173109,1.62,,,,,,,,,,
327,,,NOX,8538379.252773752,154103.251912224,522185.401772035,5210066.33759715,744122.0462775,1716873.16133897,185178.466144874,4599.587731,1251,,,,,,,,,,
328,,,CO,3422050.442120954,235571.58016379,221247.396755113,1175983.05472535,902823.94253,839477.226533819,45972.685613882,496.555799,478,,,,,,,,,,
329,,,PM <10 ÃÂµm (combustion),778347.8802350045,9220.929979205,39630.1805725295,583276.100532065,52377.6496905,80106.2683816251,13291.5647644799,339.1863146,106,,,,,,,,,,
330,,,PM <10 ÃÂµm (dust) (4),14013408.190564787,-,4918981.62082513,-,-,8151273.47678296,942980.810956697,172.282,-,,,,,,,,,,
331,,,PM <10 ÃÂµm (combustion and dust),14791756.070799798,9220.929979205,4958611.80139766,583276.100532065,52377.6496905,8231379.74516459,956272.375721178,511.4683146,106,,,,,,,,,,
332,,,PM <2.5 ÃÂµm,654246.4953317003,8481.63439496,36831.742898394,472945.230501025,48051.012546,74730.3701178891,12820.5585704322,288.546303,97.4,,,,,,,,,,
333,,,Total Volatile Organic Compounds (VOCs),523647.51088037627,17472.274117825,40605.6114628981,301533.808048,72969.10943625,76585.7339036583,14166.2437190449,184.7301927,130,,,,,,,,,,
