Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
62,,,"(1) Ratios of standard entry level wage compared to local minimum wage are not captured by gender. Newcrest defines the entry level wages by job classification not by gender. Irrespective of the gender, the employee in a position is paid the same. \n(2) Our Supplier Performance Commitments set out our expectations of our suppliers with respect to paying above the minimum wage. Where we work with third-party labour providers, including recruitment agencies, it is the responsibility of the labour supplier to ensure their employment arrangements comply with local laws applicable in the workerÃ¢ÂÂs jurisdiction and that wage arrangements meet or exceed the minimum standards set in the respective jurisdiction. We ensure through the tendering process that labour suppliers have compliance mechanisms in place to satisfy the labour requirements in their respective jurisdictions. For further information please refer to our Modern Slavery Statement.",,,,,,,,,,,,,,,
66,,,GRI 202-2 Proportion of senior management hired from the local community (% and #) FY23 (1)(2)(3),,,,,,,,,,,,,,,
67,,,,Company,,Brucejack,,Cadia,,Lihir,,Red Chris,,Telfer,,Corporate Offices,,
68,,,,%,#,%,#,%,#,%,#,%,#,%,#,%,#,
69,,,Level 1 (living near mine / in the local government area),48.9,156,11,3,70.97,22,11.11,4,,,,,69.78,127,
70,,,Level 2 (living in the state/province operations),17.87,57,71,20,3.32,1,,,60,18,100,12,3.3,6,
71,,,Level 3 (living in the country of operations),23.51,75,18,5,25.81,8,11.11,4,33.33,10,0,0,26.37,48,
72,,,Non-Local (living overseas),9.5,31,0,0,0,0,77.8,28,7,2,0,0,0.55,1,
74,,,Local senior managers (living in country),91,288,100,28,100,31,22,36,93,28,100,12,99,181,
76,,,"(1) Newcrest has refined the definition of local for FY22, for the purposes of GRI 202-2, Newcrest defines 'Significant Location' as an operational mine site and Corporate offices (using Melbourne as the head office). \n(2) Ã¢ÂÂSenior managementÃ¢ÂÂ is defined as employees at level 3 and above (includes Corporate functional leads; managers of large technical teams or principal technical roles; or operational site department managers), excluding the Board.\n(3) Definition of Ã¢ÂÂlocal communityÃ¢ÂÂ: Level 1 Ã¢ÂÂ includes those living near mine or in the Local Government Area for Corporate (Melbourne) this includes those living in: metropolitan Melbourne as defined by the Victorian Government. For Cadia this includes: Orange City Council, Bathurst Regional Council and Blayney Shire Council. For Telfer this includes: Shire of East Pilbara & Town of Port Hedland; for Lihir: Lihir Island; for Red Chris: Regional District of Kitimat-Stikine and Regional District of Bulkley-Nechako; for Brucejack: North West BC. Level 2 includes others living in the state/Province for Corporate (Melbourne): rest of Victoria; for Cadia: rest of New South Wales; for Telfer: rest of Western Australia; for Lihir: rest of New Ireland Province; for Red Chris & Brucejack: rest of British Columbia. Level 3 represents employees living in the country of the operations.",,,,,,,,,,,,,,,
