Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
0,,,,,,,,,,,,,,,GRI Index,SR,AR,CGS,,,,,,,,,,,,,,,,,,,
1,,2.0,General Disclosures,2-1,Organizational details,"GPT is one of Australia's leading property groups, with assets under management of $32.6 billion across a portfolio of high-quality retail, office, and logistics assets.",,,,GPT,2023.0,,,,,,3,,,,,,,,,,,,,,,,,,,,
2,,2.0,General Disclosures,2-2,Entities included in the organization's sustainability reporting,The GPT Group (GPT) is a stapled entity comprised of the General Property Trust (the Trust) and its controlled entities and GPT Management Holdings Limited (the Company) and its controlled entities.,,,,GPT,2023.0,,,,,,3,,,,,,,,,,,,,,,,,,,,
3,,2.0,General Disclosures,2-3,"Reporting period, frequency, and contact point","The Board approved the 2023 Annual Report on 19 February 2024. The statutory reporting elements of the Directors' Report for the year ended 31 December 2023, including the Operating and Financial Review, have been prepared by the Corporations Act 2001.",,,,GPT,2023.0,,,,,,4,,,,,,,,,,,,,,,,,,,,
4,,2.0,General Disclosures,2-4,Restatements of information,The 31 December 2022 balances of derivative assets and liabilities have been restated to reflect a correction of an immaterial error in determining the current and non-current portions of the balances. The total derivative valuation remains unchanged.,,,,GPT,2023.0,,,,,,134,,,,,,,,,,,,,,,,,,,,
5,,2.0,General Disclosures,2-5,External assurance,"During the year, PricewaterhouseCoopers, GPT's auditor, performed other services besides their statutory duties. Details of the amounts paid to the auditor, including those paid for non-audit and other assurance services.",,,,GPT,2023.0,,,,,,76,,,,,,,,,,,,,,,,,,,,
6,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships","GPT owns and manages a diversified portfolio of high-quality properties across Australia, ranging from 30 offices, 16 shopping centres, and 72 logistics assets.",,,,GPT,2023.0,,,,,,8,,,,,,,,,,,,,,,,,,,,
7,,2.0,General Disclosures,2-7,Employees,"GPT invests in talent and their development, enhancing organisational capability, growth, and innovation. GPT's newly launched purpose and values enhance people's alignment on how their role connects to our strategy and goals.",,,,GPT,2023.0,,,,,,31,,,,,,,,,,,,,,,,,,,,
8,,2.0,General Disclosures,2-8,Workers who are not employees,,,,NO DISCLOSURE,GPT,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,2.0,General Disclosures,2-9,Governance structure and composition,"The Board has established the Audit Committee, Human Resources and Remuneration Committee, Nomination Committee and Sustainability and Risk Committee to assist in carrying out its responsibilities. The Board also establishes special purpose committees as may be required to focus on specific matters.",,,,GPT,2023.0,,,,,,,15,,,,,,,,,,,,,,,,,,,
