Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
180,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Digital literacy referral program,,,Bendigo and Adelaide Bank,2023.0,"The Digital Literacy Referral Program at The Bank is an initiative to improve digital skills and knowledge among employees and the community. The Program may involve referring individuals to resources, workshops, or training sessions focused on enhancing digital literacy, including using digital tools, understanding cybersecurity, and leveraging digital platforms effectively.",,,5,29,,,"Digital literacy referral program, 12-month, Good Things Foundation",2023-04-11 00:00:00,S,,,,,,,,,,,,,,,,
181,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,iAccelerate program,,,Bendigo and Adelaide Bank,2023.0,"The iAccelerate Program is a business accelerator and incubator initiative the University of Wollongong runs. It serves as a platform to support and nurture startups and emerging businesses, providing them with resources, mentorship, and guidance for growth and development.",,,5,37,,,"iAccelerate program, incubator program, business accelerator",11,S,,,,,,,,,,,,,,,,
182,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Regional Australia Institute (RAI) partnership,,,Bendigo and Adelaide Bank,2023.0,The Regional Australia Institute (RAI) partnership at The Bank signifies a collaborative effort between the Bank and the RAI. The RAI is a research and policy institution focused on addressing regional development challenges in Australia.,,,5,38,,,"Regional Australia Institute partnership, RAI, empowered communities",11,S,,,,,,,,,,,,,,,,
183,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Greater Bendigo Climate Collaboration,,,Bendigo and Adelaide Bank,2023.0,"The Greater Bendigo Climate Collaboration at The Bank denotes a collaborative initiative addressing climate change between the Bank and Greater Bendigo. This partnership may involve financial support, shared resources, or joint projects for sustainability, climate action, and environmental conservation within the Greater Bendigo region.",,,5,15,,,"Greater Bendigo Climate Collaboration, La Trobe University, local government",11,S,,,,,,,,,,,,,,,,
184,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Collie Community Broadcasting Association,,,Bendigo and Adelaide Bank,2023.0,"The Collie Community Broadcasting Association at The Bank represents a partnership or collaboration between The Bank and the Collie Community Broadcasting Association. This collaboration could involve financial support, sponsorship, or other assistance to help the association fulfil its mission of serving the local community.",,,5,39,,,"Collie Community Broadcasting Association, Collie Radio, Greg Pye",11,S,,,,,,,,,,,,,,,,
185,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Dja Dja Wurrung cultural immersion,,,Bendigo and Adelaide Bank,2023.0,"The Dja Dja Wurrung cultural immersion at The Bank signifies an initiative fostering cultural understanding and collaboration between The Bank and the Dja Dja Wurrung community, an Indigenous Australian group.",,,5,64,,,"Dja Dja Wurrung cultural immersion, cultural traditions, respect for the land",11,S,,,,,,,,,,,,,,,,
186,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,Social Purpose Framework,,,Bendigo and Adelaide Bank,2023.0,"The Social Purpose Framework at The Bank outlines the organisation's commitment to societal well-being and responsible business practices. It provides a structured approach to integrating social responsibility into the Bank's operations and decision-making. This framework typically includes philanthropy, community engagement, sustainability, ethical governance, and employee well-being initiatives.",,,5,13,,,"Social Purpose Framework, social change, refined direction",11,S,,,,,,,,,,,,,,,,
187,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Social Impact Procurement Strategy,,,Bendigo and Adelaide Bank,2023.0,"The Social Impact Procurement Strategy at The Bank signifies a deliberate approach to sourcing goods and services that generate a positive social outcome. This strategy involves selecting suppliers and vendors who align with the Bank's values, such as sustainability, diversity, fair labour practices, and community engagement.",,,5,32,,,"Social Impact Procurement Strategy, positive social outcomes, procurement processes","16, 17",S,,,,,,,,,,,,,,,,
188,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Coupa,,,Bendigo and Adelaide Bank,2023.0,"Coupa allows us to bolster our contract management capabilities, ensuring a more robust approach. Moreover, the tool enables us to shine a light on social suppliers for our internal stakeholders, encouraging them to make more conscious procurement decisions.",,,5,68,,,"Coupa, Source to Pay tool, supplier onboarding",17,S,,,,,,,,,,,,,,,,
189,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Supplier Payment Policy,,,Bendigo and Adelaide Bank,2023.0,"The Supplier Payment Policy at The Bank outlines supplier payment guidelines and procedures. It includes details regarding payment terms, processing timelines, and payment methods. The policy emphasises fairness, transparency, and efficiency in supplier payments, ensuring adherence to agreed-upon terms and compliance with legal and financial regulations.","This year, 92.3% of our small business suppliers were paid within 30 days. Whilst this result is on par with the previous reporting period (93.2%), we are continuously striving to maintain and improve our timely payment performance",,5,69,,,"Supplier Payment Policy, over 30 days, PTRS",17,S,,,,,,,,,,,,,,,,
