Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
216,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,R U OK? Day,,,Incitec Pivot,2023.0,"R U OK? Day at Incitec Pivot is a unique initiative dedicated to promoting mental health and wellbeing among employees. This day allows colleagues to connect, have meaningful conversations, and check in on each other's mental health.",,,13,28,,,"R U OK? Day, wellbeing, mental health",2010-03-05 00:00:00,S,,,,,,,,,,,,,,,,
217,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,Anti-Discrimination and Harassment Policy,,,Incitec Pivot,2023.0,The Anti-Discrimination and Harassment Policy by Incitec Pivot establishes a framework to ensure a workplace free from discrimination and harassment. This policy outlines the company's commitment to creating an inclusive and respectful environment where all employees are treated fairly and with dignity.,,,13,9,,,"Anti-Discrimination and Harassment Policy, treated fairly, with respect",2010-03-05 00:00:00,"S, G",,,,,,,,,,,,,,,,
218,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,,,NO DISCLOSURE,Incitec Pivot,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,,,,NO DISCLOSURE,Incitec Pivot,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,,,,NO DISCLOSURE,Incitec Pivot,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,,,,NO DISCLOSURE,Incitec Pivot,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,No violations involving Indigenous peoples' rights were identified in our operations or supply chains.,,,,Incitec Pivot,2023.0,,,,10,,,,,,,,,,,,,,,,,,,,,,
223,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,Human Rights Working Group,,,Incitec Pivot,2023.0,"The Human Rights Working Group at Incitec Pivot is a collaborative initiative dedicated to upholding and promoting human rights within the organisation. This group focuses on integrating human rights principles into business practices, policies, and decision-making processes. The Human Rights Working Group seeks to ensure that Incitec Pivot operates aligned with international human rights standards by fostering awareness, education, and dialogue.",,,10,8,,,"Human Rights Working Group, desktop-based ESG, human rights commitments",16,"S, G",,,,,,,,,,,,,,,,
224,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,,Modern Slavery Training Module,,,Incitec Pivot,2023.0,"Modern Slavery Training Module by Incitec Pivot is a targeted educational initiative designed to raise awareness and understanding among employees about modern slavery and human trafficking issues. This training provides valuable insights into recognising the signs of modern slavery, understanding its implications, and taking appropriate actions to address and prevent it within the business and supply chain.",,,10,,,,"Modern Slavery Training Module, human trafficking, supply-chain",16,S,,IPL GRI,,,,,,,,,,,,,,
225,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,,In-house Modern Slavery training,,,Incitec Pivot,2023.0,"The In-house Modern Slavery Training by Incitec Pivot is a customised and focused educational program developed internally to equip employees with the knowledge and skills to understand, identify, and combat modern slavery. This training is tailored to the specific context and operations of Incitec Pivot, emphasising the company's commitment to ethical business practices and responsible sourcing.",,,10,80,,,"In-house Modern Slavery training, native languages, wider training program",16,S,,IPL GRI,,,,,,,,,,,,,,
