Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
189,,403.0,Occupational Health and Safety,403-10,Work-related ill health,,Exposure Management Process,,,Incitec Pivot,2023.0,"Exposure Management Process at Incitec Pivot is a strategic framework designed to identify, assess, and control potential risks associated with various workplace exposures. This process involves a comprehensive evaluation of chemical, physical, and ergonomic hazards to determine the level of risk to employees. By implementing robust exposure management protocols, Incitec Pivot aims to proactively mitigate risks and ensure the health and safety of its workforce.",,,11,21,,,"Exposure Management Process, regularly reviewed, regulatory requirement",3,"E, S",,,,,,,,,,,,,,,,
190,,404.0,Training and Education,404-01,Average hours of training per year per employee,The average hours of training per full-time employee in FY23 was 334.,,,,Incitec Pivot,2023.0,,,,2024-12-16 00:00:00,,,,,,,,IPL GRI,,,,,,,,,,,,,,
191,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Role-specific training,,,Incitec Pivot,2023.0,Role-specific training at Incitec Pivot is a tailored and targeted approach to equipping employees with the specialised skills and knowledge required to excel in their specific job roles. This training initiative addresses the unique responsibilities and challenges of each position within the organisation.,,,12,,,,"Role-specific training, discrimination and harassment, employee",4,S,,IPL GRI,,,,,,,,,,,,,,
192,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Business and Encompasses training,,,Incitec Pivot,2023.0,"Business and Encompasses training at Incitec Pivot represents a comprehensive approach to educating employees about the broader business context and the encompassing factors that influence its operations. This training initiative aims to provide a holistic understanding of the business environment, including industry dynamics, market trends, and organisational strategies.",,,12,22,,,"Business and Encompasses training, risk assessments, new online ergonomic module",4,S,,,,,,,,,,,,,,,,
193,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Leadership Development,,,Incitec Pivot,2023.0,"Leadership Development at Incitec Pivot is a targeted program designed to nurture and enhance the skills of emerging and existing leaders within the organisation. This initiative focuses on cultivating practical leadership qualities, strategic thinking, and the ability to guide teams toward success. Incitec Pivot's Leadership Development program aims to empower leaders with the tools and insights to navigate complex challenges and drive positive outcomes through workshops, mentoring, and experiential learning.",,,12,25,,,"Leadership Development, People First Strategy, high-performance culture",4,S,,,,,,,,,,,,,,,,
194,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Leadership Foundations,,,Incitec Pivot,2023.0,"Leadership Foundations at Incitec Pivot represent a fundamental program to establish the core principles and skills essential for effective organisational leadership. This foundational training covers critical leadership concepts, communication strategies, and the development of necessary managerial skills. Focusing on the basics, Leadership Foundations ensures emerging leaders understand leadership principles that can guide their professional growth.",,,12,26,,,"Leadership Foundations, fundamentals of leadership, senior leaders",4,S,,,,,,,,,,,,,,,,
195,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Frontline Management Training,,,Incitec Pivot,2023.0,"Frontline Management Training at Incitec Pivot is a specialised program designed to empower individuals in vital operational roles with the skills and knowledge needed for effective frontline management. This training initiative focuses on developing leadership capabilities, communication skills, and problem-solving abilities tailored to the demands of frontline roles.",,,12,26,,,"Frontline Management Training, Talented People, core operational",4,S,,,,,,,,,,,,,,,,
196,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,The Quarry Academy,,,Incitec Pivot,2023.0,"The Quarry Academy, a collaborative initiative between Incitec Pivot and Sandvik Mining and Rock Solutions, is a specialised three-day seminar conducted in the USA. This program goes beyond traditional training by delving into advanced quarry management and operations topics. With a focus on efficiency optimisation, systems integration, economic sustainability, cost reduction, and safety protocols, the Quarry Academy equips participants with in-depth insights and strategies to enhance their quarry operations.",,,12,31,,,"The Quarry Academy, Rock Solutions, Sandvik Mining",4,S,,,,,,,,,,,,,,,,
197,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,LEAD Program,,,Incitec Pivot,2023.0,"LEAD Program at Incitec Pivot is a dynamic initiative designed to cultivate leadership excellence within the organisation. LEAD stands for Leadership, Excellence, Achievements, and Development, capturing the essence of this comprehensive leadership development program. The program encompasses a range of activities, including workshops, mentorship opportunities, and experiential learning, to hone leadership skills, strategic thinking, and decision-making capabilities.",,,12,5,,,"LEAD Program, leadership expectations, learning process",4,S,,,,,,,,,,,,,,,,
198,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Agronomy in Practice workshops,,,Incitec Pivot,2023.0,"The Agronomy in Practice workshops align with Incitec Pivot's commitment to supporting and advancing agricultural practices. By offering a platform for professionals to engage in experiential learning and knowledge-sharing, these workshops contribute to the overall improvement of agronomic practices and the success of the agricultural community. This initiative reflects Incitec Pivot's dedication to promoting best practices and fostering innovation in agronomy.",,,12,58,,,"Agronomy in Practice workshops, community, face-to-face",4,S,,,,,,,,,,,,,,,,
199,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Risk Workshops,,,Incitec Pivot,2023.0,"Risk Workshops by Incitec Pivot are targeted sessions designed to comprehensively assess, manage, and mitigate potential risks across various aspects of the organisation. These workshops bring together key stakeholders to identify, analyse, and develop strategies to address risks related to operations, safety, compliance, and other critical areas.",,,12,53,,,"Risk Workshops, environmental risks, assessment screen sites",4,S,,,,,,,,,,,,,,,,
200,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Exit Outplacement,,,Incitec Pivot,2023.0,"Exit Outplacement by Incitec Pivot is a supportive program to assist employees during organisational change or transition. This initiative provides departing employees with resources, guidance, and support to navigate the job market and transition to new career opportunities. Exit Outplacement may include services such as resume writing assistance, job search coaching, interview preparation, and access to networking opportunities.",,,12,,,,"Exit Outplacement, external career transition, EAP",4,S,,IPL GRI,,,,,,,,,,,,,,
201,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Technical Workshops,,,Incitec Pivot,2023.0,"Technical Workshops by Incitec Pivot are specialised training sessions focused on enhancing the technical expertise of employees in various fields. These workshops cover a range of technical subjects, providing participants with hands-on experience, practical knowledge, and the latest industry insights.",,,12,45,,,"Technical Workshops, R&D, collaborative research",4,S,,,,,,,,,,,,,,,,
202,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,"1,800 job-based curricula",,,Incitec Pivot,2023.0,"Incitec Pivot's offering of 1,800 job-based curricula signifies a comprehensive and diverse approach to employee training and development. These tailored curricula cover various job roles and functions within the organisation, providing targeted learning paths that align with specific job responsibilities. Whether it's technical skills, leadership development, or industry-specific knowledge, these curricula equip employees with the expertise needed to excel in their roles.",,,12,,,,"Job-based curricula, unique requirements, specific job-based",4,S,,IPL GRI,,,,,,,,,,,,,,
203,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Environmental Awareness Training,,,Incitec Pivot,2023.0,"Environmental Awareness Training by Incitec Pivot is a targeted program designed to educate employees about environmental sustainability, conservation, and the company's commitment to responsible environmental practices. This training initiative covers critical topics such as environmental regulations, waste management, and ecological footprint minimising.",,,12,22,,,"Environmental Awareness Training, Environmental training, Environmental risk training",4,S,,,,,,,,,,,,,,,,
204,,404.0,Training and Education,404-03,Percentage of employees receiving regular performance and career development reviews,The percentage of Employees Receiving Performance Reviews in FY23 was 70.1%.,,,,Incitec Pivot,2023.0,,,,12,,,,,,,,IPL GRI,,,,,,,,,,,,,,
205,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,DEI Strategy,,,Incitec Pivot,2023.0,"Diversity, Equity, and Inclusion (DEI) Strategy is a comprehensive and intentional approach to fostering a workplace culture that values diversity, promotes equity, and ensures inclusion for all employees. This strategy encompasses initiatives, policies, and practices that prioritise creating a diverse and inclusive workforce where everyone feels valued and has equal opportunities for growth and success.",,,13,,,,"DEI Strategy, Time-bound action plan, gender pay gap",2024-05-10 00:00:00,S,,IPL GRI,,,,,,,,,,,,,,
206,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,ERG for women,,,Incitec Pivot,2023.0,"The Employee Resource Group (ERG) for Women at Incitec Pivot is a dedicated initiative to support and empower women. This ERG serves as a platform for networking, mentorship, and exchanging ideas, providing a supportive community for women professionals at Incitec Pivot.",,,13,,,,"ERG for women, Employee resource groups, DEI",2024-05-10 00:00:00,S,,IPL GRI,,,,,,,,,,,,,,
207,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Australian Indigenous Employment Program,,,Incitec Pivot,2023.0,"The Australian Indigenous Employment Program by Incitec Pivot is a purposeful initiative to promote diversity and inclusion by creating employment opportunities for Indigenous Australians. This program focuses on fostering meaningful connections with Indigenous communities, providing training and employment pathways, and promoting cultural awareness within the organisation.",,,13,28,,,"Australian Indigenous Employment Program, RAP, Reconciliation Week\t",2024-05-10 00:00:00,S,,,,,,,,,,,,,,,,
208,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Career Resource Network,,,Incitec Pivot,2023.0,"Career Resource Network by Incitec Pivot is a valuable initiative designed to provide employees with comprehensive resources and support for career development. This network may include career counselling services, skill-building workshops, mentorship opportunities, and access to relevant educational resources.",,,13,28,,,"Career Resource Network, 24/7 access, career development",2024-05-10 00:00:00,S,,,,,,,,,,,,,,,,
209,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Equity and Inclusion Workplace Reviews,,,Incitec Pivot,2023.0,"Equity and Inclusion Workplace Reviews at Incitec Pivot are a strategic and systematic evaluation of the organisation's policies, practices, and culture to ensure alignment with principles of equity and inclusion. This initiative thoroughly assesses various aspects, including hiring practices, employee development, workplace culture, and diversity initiatives.",,,13,19,,,"Equity and Inclusion Workplace Reviews, inclusiveness, Inclusive Workplace",2024-05-10 00:00:00,S,,,,,,,,,,,,,,,,
210,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,My Potential Program,,,Incitec Pivot,2023.0,"The My Potential Program by Incitec Pivot is a personalised initiative focused on unlocking the full professional potential of employees within the organisation. This program offers tailored resources, mentorship opportunities, and skill development to empower individuals to pursue and achieve their career aspirations.",,,13,26,,,"My Potential Program, Engaging Leaders, Asia Pacific regions",2024-05-10 00:00:00,S,,,,,,,,,,,,,,,,
211,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Finish with Pride Program\t,,,Incitec Pivot,2023.0,Finish with Pride Program by Incitec Pivot is a comprehensive initiative designed to support employees as they approach the conclusion of their careers within the organisation. This program ensures a positive and fulfilling transition for employees entering retirement or concluding their time with Incitec Pivot.,,,13,22,,,"Finish with Pride Program, excellent Zero Harm, engagement tactics",2024-05-10 00:00:00,S,,,,,,,,,,,,,,,,
212,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,The primary salary ratio of men to women in FY23 was 1:0.99.,,,,Incitec Pivot,2023.0,,,,13,,,,,,,,,,,,,,,,,,,,,,
213,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,Respect in the Workplace Training,,,Incitec Pivot,2023.0,"Respect in the Workplace Training by Incitec Pivot is a targeted program to promote a positive and inclusive workplace culture. This training initiative focuses on educating employees about mutual respect and diversity and fostering a harmonious work environment. It may cover communication skills, cultural awareness, and recognising and preventing workplace harassment.",,,13,,,,"Respect in the Workplace Training, Unconscious bias training, American employees",2010-03-05 00:00:00,S,,IPL GRI,,,,,,,,,,,,,,
214,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,Upstander program,,,Incitec Pivot,2023.0,The Upstander Program by Incitec Pivot is a proactive initiative to encourage employees to be positive agents of change. This program emphasises the importance of standing up against inappropriate behaviour and fostering a culture where employees actively support and advocate for a respectful and inclusive environment.,,,13,26,,,"Upstander program, employees in Australia, discriminatory behaviour",2010-03-05 00:00:00,S,,,,,,,,,,,,,,,,
215,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,Annual anti-sexual harassment training,,,Incitec Pivot,2023.0,"Annual Anti-Sexual Harassment Training by Incitec Pivot is a structured and recurring initiative to educate employees about preventing and addressing sexual harassment in the workplace. This mandatory training program covers essential topics related to identifying, preventing, and reporting instances of sexual harassment.",,,13,,,,"Annual anti-sexual harassment training, workplace behaviour, harassment",2010-03-05 00:00:00,S,,IPL GRI,,,,,,,,,,,,,,
