Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
37,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Climate change assessment,,,Seven Group Holdings,2023.0,"As part of SGH's annual strategic planning process, each business reviews and renews its assessment of the potential impacts of climate change on its business. At the Group level, an exercise includes considering potential technological and regulatory changes in SGH's portfolio of businesses and investments and potential future opportunities.",,,,,42,,"Climate change assessment, strategic planning process, future opportunity","8, 13","E, S",,,,,,,,,,,,,,,,
38,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,201.0,Economic Performance,201-04,Financial assistance received from government,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,,,NO DISCLOSURE,Seven Group Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,207.0,Tax,207-01,Approach to tax,,Tax strategy,,,Seven Group Holdings,2023.0,"SGH's tax strategy is based on its commitment to building sustained shareholder value through high-quality tax management, ensuring the Group's compliance with revenue laws and preserving and enhancing the Company's integrity and reputation. SGH seeks to meet all tax compliance obligations and apply sound tax risk management principles within the Board-approved tax risk management framework consistent with the Group's overall risk framework.",,,,,,,"Tax strategy, tax management, shareholder value","8, 16","S, G",,Tax Transparency Statement page 2,,,,,,,,,,,,,,
51,,207.0,Tax,207-02,"Tax governance, control, and risk management",SGH continues to be mindful of its corporate governance responsibilities and takes a proactive approach to ensuring that it stays at the forefront of corporate governance practices. Tax governance and risk management are key priorities of the SGH Board and SGH Management.,,,,Seven Group Holdings,2023.0,,,,,,,,,,,,Tax Transparency Statement page 2,,,,,,,,,,,,,,
