Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
66,,,,,,,2023 ESG Supplement (pages 8-9),,,
67,,,,,,,2023 Annual Report (pages 16-23 and 46-83),,,
68,,,,,,,2023 Climate-related Financial Disclosures (pages 8-11),,,
69,,,,,,,Governance and Risk Management,,,
70,,,,,,,Reporting and Performance,,,
71,,5.2,"Describe the initiatives and measures your bank has implemented or is planning to implement to foster a culture of responsible banking among its employees. This should include a high-level overview of capacity building, inclusion in remuneration structures and performance management and leadership communication, amongst others.",,"We are developing the culture, capabilities and behaviours we need to live our purpose, values and deliver on our strategy.\n\nThis is underpinned by our employee Code of Conduct which sets expected standards of behaviours and guides employees in applying the BankÃ¢ÂÂs values. Our Code explicitly requires all employees and contractors to be ethical and professional, act with integrity, protect competition and the competitive process, treat everyone with dignity and respect, manage conflicts of interest, protect privacy and confidentiality, and also call out unacceptable behaviour and stand up for what is right. Our Code requires all employees and contractors to comply with the law as well as all of our policies and procedures.\n\nThe Code of Conduct is supported by a suite of policies that are reviewed regularly to ensure they reflect any legislative changes and remain fit for purpose. Code of Conduct training is mandatory for all ANZ employees and contractors.\n\nPages 10-11 of our Annual Report outlines ANZÃ¢ÂÂs strategy and the work we are undertaking to build a better bank. Key to this work is a clear linkage between purpose and strategy. We have a suite of people, customer and reputation metrics in our Group Performance Framework, with internal and external targets. Refer to our Remuneration Report within our Annual Report.",,Our culture and conduct,,,
72,,,,,,,Employee wellbeing and engagement,,,
73,,,,,,,2023 ESG Supplement (pages 7 and 46),,,
74,,,,,,,2023 Annual Report (pages 10-11),,,
75,,5.3,"Please describe what due diligence processes your bank has installed to identify and manage environmental and social risks associated with your portfolio. This can include aspects such as identification of significant/salient risks, environmental and social risks mitigation and definition of action plans, monitoring and reporting on risks and any existing grievance mechanism, as well as the governance structures you have in place to oversee these risks.",,"We seek to assess and manage the impacts of our lending decisions through the application of our Social and Environmental Risk Policy (the Policy) and accompanying Requirements including for Ã¢ÂÂsensitive sectorsÃ¢ÂÂ:\nÃ¢ÂÂ¢ Energy\nÃ¢ÂÂ¢ Extractive industries\nÃ¢ÂÂ¢ Forestry and forests\nÃ¢ÂÂ¢ Hydroelectric power\nÃ¢ÂÂ¢ Military equipment\nÃ¢ÂÂ¢ Water\n\nThe Policy outlines the social and environmental factors to be taken into account by our bankers when considering large business transactions. It incorporates our approach to human rights, including our Ã¢ÂÂzero toleranceÃ¢ÂÂ for land acquisition and involuntary resettlement that we consider improper, as well as labour rights issues such as modern slavery.\n\nWe review the Policy at least every three years, with oversight from our ERBC to ensure it remains fit-for-purpose. The review takes into account changes to customer practices, international standards, emerging social and environmental issues, and stakeholder feedback.\n\nOUr Human Rights Grievance Mechanism is designed to promote responsible business conduct, under a framework through which:\nÃ¢ÂÂ¢ efforts can be made to resolve grievances; and\nÃ¢ÂÂ¢ recommendations aimed at strengthening our due diligence processes can be provided.",,2023 ESG Supplement (pages 49-50),,,
76,,,,,,,2023 Climate-related Financial Disclosures (pages 37-42),,,
77,,,,,,,Respecting human rights,,,
79,,"Self-assessment summary \n\nDoes the CEO or other C-suite officers have regular oversight over the implementation of the Principles through the bankÃ¢ÂÂs governance system? Yes\n\nDoes the governance system entail structures to oversee PRB implementation (e.g. incl. impact analysis and target setting, actions to achieve these targets and processes of remedial action in the event targets/milestones are not achieved or unexpected neg. impacts are detected)? Yes\n\nDoes your bank have measures in place to promote a culture of sustainability among employees (as described in 5.2)? Yes",,,,,,,,
80,,"Please provide your bankÃ¢ÂÂs conclusion/statement if it has fulfilled the requirements regarding Governance Structure for Implementation of the Principles.\nWe have fulfilled the requirements under this principle through our existing governance structures, specifically our executive ERBC and Board EESG Committee. Both of these Committees are updated on the implementation of our ESG targets and alignment to the Principles.",,,,,,,,
81,,Principle 6: Transparency and accountability\nWe will periodically review our individual and collective implementation of these Principles and be transparent about and accountable for our positive and negative impacts and our contribution to societyÃ¢ÂÂs goals.,,,,,,,,
82,,6.1,Has this publicly disclosed information on your PRB commitments been assured by an independent assurer?,,Yes,,2023 ESG Supplement (pages 70-71),,,
