Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
50,,,,,,,2023 Annual Report (pages 12-13),,,
51,,,,,,,"2023 ESG Supplement (pages 15-20, 21-22, 23-25)",,,
52,,,,,,,2023 Climate-related Financial Disclosures (pages 81-82),,,
53,,,,,,,ANZ Code of Conduct,,,
54,,3.2,"Describe what strategic business opportunities in relation to the increase of positive and the reduction of negative impacts your bank has identified and/or how you have worked on these in the reporting period. Provide information on existing products and services , information on sustainable products developed in terms of value (USD or local currency) and/or as a % of your portfolio, and which SDGs or impact areas you are striving to make a positive impact on (e.g. green mortgages Ã¢ÂÂ climate, social bonds Ã¢ÂÂ financial inclusion, etc.).",,"Climate stability (Environmental sustainability)\nIn 2023 ANZ concluded its $50 billion by 2025 sustainable solutions target having funded and facilitated close to $47 billion and were forecast to meet our $50 billion target well in advance of 2025. The scope of the new $100b social and environmental sustainability target was expanded and could now support any of the 17 SDGs. \n\nSocial Economic Convergence (Financial wellbeing)\nWith the success of the Saver Plus program in Australia, we have set a target to pilot this program in Fiji and Vanuatu by end 2025. This will have a positive impact on SDGs #1 No Poverty, #10 Reduced Inequalities and #17 Partnerships for the Goals. \n\nAvailability, accessibility, affordability, quality of resources & services (Housing)\nIn New Zealand, our product offering has evolved; the ANZ Good Energy Home Loan is available for eligible customers to buy various upgrades including: energy efficiency upgrades, clean transportation upgrades, renewable energy upgrades and sustainable water upgrades. This target supports the achievement of SDGs #9 Industry, Innovation and Infrastructure and #11 Sustainable Cities and Communities.",,Environmental Sustainability,,,
55,,,,,,,Climate Change Commitment,,,
56,,,,,,,2023 Annual Report (pages 12-13),,,
57,,,,,,,"2023 ESG Supplement (pages 15-20, 21-22, 23-25)",,,
58,,,,,,,2023 Climate-related Financial Disclosures (pages 81-82),,,
59,,"Principle 4: Stakeholders\nWe will proactively and responsibly consult, engage and partner with relevant stakeholders to achieve societyÃ¢ÂÂs goals.",,,,,,,,
60,,4.1,"Please describe which stakeholders (or groups/types of stakeholders) you have identified, consulted, engaged, collaborated or partnered with for the purpose of implementing the Principles and improving your bankÃ¢ÂÂs impacts. This should include a high-level overview of how your bank has identified relevant stakeholders, what issues were addressed/results achieved and how they fed into the action planning process.\n\nDoes your bank have a process to identify and regularly consult, engage, collaborate and partner with stakeholders (or stakeholder groups ) you have identified as relevant in relation to the impact analysis and target setting process? \nYes",,"Stakeholder engagement is embedded in our policies, processes and operations.\n\nWe engage with internal and external stakeholders through our annual materiality assessment. External views were sought through interviews with institutional investors, consumer and environmental NGOs, and our community partners in Australia, New Zealand and Pacific, on a broad range of ESG issues. The results help inform our strategy, business practices Ã¢ÂÂ including Group Performance Framework Ã¢ÂÂ ESG targets and external reporting.\n\nThe top six material issues identified by stakeholders through this year's materiality assessment (not ranked) were:\n\n1. Customer experience\n2. Environmental sustainability\n3. Ethics, conduct and culture\n4. Financial wellbeing\n5. Housing\n6. Information security\n\nThese issues complement our purpose which focuses on three key areas of:\n\nÃ¢ÂÂ¢ Financial wellbeing Ã¢ÂÂ improving the financial wellbeing of our people, customers and the community by helping them make the most of their money throughout their lives\nÃ¢ÂÂ¢ Environmental sustainability Ã¢ÂÂ supporting household, business and financial practices that improve environmental sustainability\nÃ¢ÂÂ¢ Housing Ã¢ÂÂ improving the availability of suitable and affordable housing options for all Australians and New Zealanders\n\nIn addition, we take a collaborative and proactive approach to engaging with a broad range of other stakeholders throughout the year to create long-term value and deliver on our business strategy. These stakeholders include government, regulators, customers, shareholders, NGOs and industry associations. Refer to pages 13-14 of the 2023 ESG Supplement for further details.\n",,2023 ESG Supplement (pages 10-14),,,
61,,,,,,,Our Materiality Assessment,,,
62,,,,,,,Stakeholder engagement,,,
63,,,,,,,Our approach to Human Rights,,,
64,,Principle 5: Governance and culture\nWe will implement our commitment to these Principles through effective governance and a culture of responsible banking.,,,,,,,,
65,,5.1,"Please describe the relevant governance structures, policies and procedures your bank has in place/is planning to put in place to manage significant positive and negative (potential) impacts and support the effective implementation of the Principles. This includes information about: \nÃ¢ÂÂ¢ which committee has responsibility over the sustainability strategy as well as targets approval and monitoring (including information about the highest level of governance the PRB is subjected to),\nÃ¢ÂÂ¢ details about the chair of the committee and the process and frequency for the board having oversight of PRB implementation (including remedial action in the event of targets or milestones not being achieved or unexpected negative impacts being detected), as well as \nÃ¢ÂÂ¢ remuneration practices linked to sustainability targets.\n\nDoes your bank have a governance system in place that incorporates the PRB? \nYes",,"Our governance framework provides the structure for effective and responsible decision-making within the organisation, seeking to meet our ESG objectives.\n\nOur Board Ethics, Environment, Social and Governance Committee (EESG), led by ANZÃ¢ÂÂs Chairman, endorsed ANZ becoming a signatory to the Principles for Responsible Banking. The PRB is implemented through our existing operational structures and processes, e.g. target setting, implementation and monitoring, with ultimate oversight, review and/or approval of our ESG approach and focus areas overseen by the Board. The Committee meets at least four times a year, meeting five times in 2023.\n\nOur governance for oversight of climate-related risks and opportunities, including sectoral decarbonisation pathways, is outlined in our TCFD disclosure. \n\nIn addition, our risk management framework and policies, internal audit function and other established systems and procedures help us seek to mitigate ESG risks. \n\nANZÃ¢ÂÂs Remuneration Report within our Annual Report, available at anz.com/annualreport, details how remuneration outcomes are determined for our most senior employees. In general, remuneration outcomes for the CEO and Disclosed Executives take into consideration performance against ANZÃ¢ÂÂs Group Performance Framework Ã¢ÂÂ which include ESG objectives and measures. For example, the 2023 Group Performance Framework includes:\n\nÃ¢ÂÂ¢ Maintaining industry leading employee engagement.\nÃ¢ÂÂ¢ Making meaningful progress on environmental sustainability strategies (e.g. fund and facilitate at least $100 billion by end 2030).\n\nIndividual/Divisional performance scorecards also include ESG measures as relevant to the particular business. It is important to note that Group/Division performance objectives are not designed to capture all of our ESG targets Ã¢ÂÂ however our senior leaders are accountable for ensuring we focus on and achieve these, with regular review and oversight by the executive Ethics and Responsible Business Committee (ERBC).",,2023 Corporate Governance Statement,,,
