Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
72,,302.0,Energy,302-04,Reduction of energy consumption,,,Rooftop solar,,Origin,2023.0,"Rooftop Solar by Origin represents a sustainable energy solution that empowers homeowners and businesses to harness the sun's power. Origin offers a range of rooftop solar systems, including solar panels and associated equipment, designed to convert sunlight into electricity.",,,4,15,,,"Rooftop solar, 630 kW, three aged care",2023-07-13 00:00:00,E,,,,,,,,,,,,,,,,
73,,302.0,Energy,302-04,Reduction of energy consumption,,,Origin Spike,,Origin,2023.0,"Origin Spike is an innovative energy-saving reward program offered by Origin. It encourages customers to reduce their energy usage during peak demand, creating a more sustainable and efficient energy grid.",,,4,12,,,"Origin Spike, energy savings rewards program, PayPal cash",2023-07-13 00:00:00,E,,,,,,,,,,,,,,,,
74,,302.0,Energy,302-04,Reduction of energy consumption,,,GreenPower,,Origin,2023.0,GreenPower by Origin is a program that allows customers to contribute meaningfully to renewable energy generation. Origin offers GreenPower as an option for those who wish to support cleaner and more sustainable energy sources.,,,4,6,,,"GreenPower, 533 GWh, large business customers",2023-07-13 00:00:00,E,,,,,,,,,,,,,,,,
75,,302.0,Energy,302-04,Reduction of energy consumption,,,Virtual Power Plant,,Origin,2023.0,"Origin's Virtual Power Plant (VPP) is a cutting-edge energy solution that leverages advanced technology to optimise energy management and efficiency. It connects a network of residential solar systems, battery storage, and other energy resources to function as a cohesive and intelligent power system.",,,4,6,,,"Virtual Power Plant, 815 MW, 276,000 connected, VVP",2023-07-13 00:00:00,E,,,,,,,,,,,,,,,,
76,,302.0,Energy,302-04,Reduction of energy consumption,,,Gippsland offshore wind,,Origin,2023.0,"Gippsland Offshore Wind by Origin represents a significant renewable energy project in the Gippsland Basin of Victoria, Australia. Origin, a key player in the Australian energy landscape, has plans to harness the region's solid and consistent offshore winds to generate sustainable electricity.",,,4,24,,,"Gippsland offshore wind, New England REZ acreage, JV",2023-07-13 00:00:00,E,,,,,,,,,,,,,,,,
77,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,,NO DISCLOSURE,Origin,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,"Origin mainly uses water for cooling while generating electricity, primarily at Eraring. The group also extract water while developing natural gas at Australia Pacific LNG operations.",,,,Origin,2023.0,,,,4,35,,,,,,,,,,,,,,,,,,,,,
79,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Groundwater impact assessments,,,Origin,2023.0,Groundwater impact assessments by Origin are a crucial part of the company's responsible and sustainable approach to resource management. These assessments involve comprehensive investigations and evaluations to understand the potential impact of its operations on groundwater resources.,,,4,35,,,"Groundwater impact assessments, EPO, decommissioning of the pond",2023-06-14 00:00:00,E,,,,,,,,,,,,,,,,
80,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Groundwater monitoring,,,Origin,2023.0,"Groundwater monitoring by Origin is a proactive and ongoing effort to systematically observe and analyse groundwater levels, quality, and movement in and around operational sites. This process involves deploying various monitoring tools, equipment, and techniques to comprehensively understand groundwater behaviour and potential impacts from the company's activities.",,,4,35,,,"Groundwater, regional monitoring, management program",2023-06-14 00:00:00,E,,,,,,,,,,,,,,,,
81,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Cooling water system,,,Origin,2023.0,"The Cooling Water System by Origin is an essential component of energy production infrastructure. It's a sophisticated system designed to efficiently manage and regulate the temperature of equipment and processes within power plants, ensuring optimal performance and safety.",,,4,35,,,"Cooling water system, salt water, Lake Macquarie",2023-06-14 00:00:00,E,,,,,,,,,,,,,,,,
82,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Produced water,,,Origin,2023.0,"Produced water is extracted from the ground during oil and gas production activities. This water is typically found in the same reservoirs as oil and gas, and it often surfaces along with hydrocarbons during extraction.",,,4,35,,,"Produced water, small volumes, dams and bores",2023-06-14 00:00:00,E,,,,,,,,,,,,,,,,
83,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Wastewater treatment plant,,,Origin,2023.0,"The wastewater treatment plant is a crucial facility designed to manage and treat wastewater from various industrial and operational processes. The plant employs advanced technologies and techniques to purify wastewater, ensuring compliance with regulatory standards and minimising environmental impact.",,,4,35,,,"Wastewater treatment plant, Malabar, ARENA",2023-06-14 00:00:00,E,,,,,,,,,,,,,,,,
84,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Hot water system,,,Origin,2023.0,"The hot water system encompasses a range of solutions designed to efficiently and reliably provide hot water to homes, businesses, and industries. Origin offers diverse options, including electric and gas hot water systems, catering to various needs and preferences.",,,4,35,,,"Hot water system, VPP, Origin Loop",2023-06-14 00:00:00,E,,,,,,,,,,,,,,,,
85,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Aquifer injection,,,Origin,2023.0,Origin's aquifer injection practices adhere to strict regulatory guidelines and industry best practices. The treated water is carefully filtered and purified to meet specified quality standards before being injected into selected aquifers. This process helps to replenish groundwater reservoirs and maintain a balance in local water systems.,,,4,35,,,"Aquifer injection, groundwater pressure, bores and springs",2023-06-14 00:00:00,E,,,,,,,,,,,,,,,,
86,,303.0,Water and Effluents,303-03,Water withdrawal,"Total water withdrawn FY23 was 2,627,419 ML.",,,,Origin,2023.0,,,,4,35,,,,,,,,,,,,,,,,,,,,,
87,,303.0,Water and Effluents,303-04,Water discharge,"Origin draws around 7,000 megalitres (ML) of saltwater daily.",,,,Origin,2023.0,,,,4,35,,,,,,,,,,,,,,,,,,,,,
88,,303.0,Water and Effluents,303-05,Water consumption,"The total water consumed in FY23 was 23,284 ML.",,,,Origin,2023.0,,,,4,35,,,,,,,,,,,,,,,,,,,,,
89,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,NO DISCLOSURE,Origin,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Livestock drinking water,,,Origin,2023.0,"Livestock drinking water involves the responsible provision and management of water for agricultural purposes, particularly livestock. Origin prioritises ensuring adequate and clean drinking water for livestock to promote their health, growth, and well-being.",,,4,22,,,"Livestock drinking water, water for animal stock, crop irrigation","14, 15",E,,,,,,,,,,,,,,,,
91,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Biodiversity assessments,,,Origin,2023.0,"Origin takes a proactive approach to assessing and monitoring biodiversity, partnering with experts and utilising scientific methodologies to study flora, fauna, ecosystems, and habitats. The aim is to minimise environmental impact, protect endangered species, restore habitats, and contribute to conservation efforts.",,,4,37,,,"Biodiversity assessments, construction plans, erosion risk","14, 15",E,,,,,,,,,,,,,,,,
92,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Seedling growth,,,Origin,2023.0,"Seedling growth involves cultivating and nurturing young plants, from seeds to healthy seedlings. This process is essential to the company's sustainability and environmental conservation efforts.",,,4,22,,,"Seedling growth, grass seeding, chance of dusting",15,E,,,,,,,,,,,,,,,,
93,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Fish restocking,,,Origin,2023.0,Fish restocking efforts exemplify the company's commitment to environmental stewardship and sustainable practices. Origin actively engages in restocking initiatives to enhance aquatic ecosystems and support fish populations in water bodies affected by its operations.,,,4,37,,,"Fish restocking, biodiversity experts, disturbance footprint",14,E,,,,,,,,,,,,,,,,
94,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Biodiversity offset initiatives,,,Origin,2023.0,"These initiatives involve investing in conservation activities, habitat restoration, reforestation, or protection of endangered species. Origin works collaboratively with environmental experts and conservation organisations to identify suitable offset projects that align with regional and global biodiversity goals.",,,4,37,,,"Biodiversity offset initiatives, Duke's Plain, central Queensland","14, 15",E,,,,,,,,,,,,,,,,
95,,304.0,Biodiversity,304-03,Habitats protected or restored,,Re-establish habitat,,,Origin,2023.0,"Origin collaborates with environmental experts and community stakeholders to identify suitable locations and ecosystems for restoration. The project involves habitat reconstruction, native plant regeneration, erosion control, and wildlife preservation. These efforts aim to improve biodiversity, restore natural habitats, and support the broader goal of environmental conservation.",,,4,22,,,"Re-establish habitat, prolonged wet weather, environmental flows","14, 15",E,,,,,,,,,,,,,,,,
96,,304.0,Biodiversity,304-03,Habitats protected or restored,,Tiny Forest project,,,Origin,2023.0,"The Tiny Forest project is a sustainable and innovative initiative that creates small, dense urban forests within limited spaces. Origin collaborates with local communities and environmental organisations to establish these tiny forests, utilising native tree species and biodiversity-friendly planting techniques.",,,4,22,,,"Tiny Forest project, ReLeaf Lake Mac, urban heat",15,E,,,,,,,,,,,,,,,,
97,,304.0,Biodiversity,304-03,Habitats protected or restored,,Offset initiatives,,,Origin,2023.0,Offset initiatives are strategic actions taken to counterbalance the environmental impact of the company's activities. These initiatives aim to compensate for carbon emissions or other ecological footprints by investing in projects that reduce or absorb an equivalent amount of carbon dioxide from the atmosphere.,,,4,37,,,"Offset initiatives, unavoidable disturbance, threatened fauna habitat",13,E,,,,,,,,,,,,,,,,
98,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,Origin,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
