Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
48,,207.0,Tax,207-02,"Tax governance, control, and risk management","Risk management is embedded in all our critical business activities, functions, processes and systems through risk assessment, control, and materiality.",,,,Aristocrat Leisure,2023.0,,,,,,,,,,,,Global tax policy; 2,,,,,,,,,,,,,,
49,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,"Aristocrat Leisure acts with integrity when engaging with tax authorities to support positive and sustainable relationships. To obtain certainty of our tax positions, we engage with tax authorities in real time regarding the application of the tax law and identify and resolve any disagreements on a timely basis.",,,,Aristocrat Leisure,2023.0,,,,,,83,,,,,,,,,,,,,,,,,,,,
50,,207.0,Tax,207-04,Country-by-country reporting,"Under Australian taxation law, the Company and its wholly-owned Australian-controlled entities are part of a tax-consolidated group. Aristocrat Leisure Limited is the head entity in the tax-consolidated Group. Entities within the tax-consolidated Group have entered into a tax funding arrangement and a tax-sharing agreement with the head entity. Under the terms of the tax funding arrangement, Aristocrat Leisure Limited and each of the entities in the tax-consolidated Group have agreed to pay (or receive) a tax equivalent payment to (or from) the head entity based on the current tax liability or current tax asset of the entity.",,,,Aristocrat Leisure,2023.0,,,,,,83,,,,,,,,,,,,,,,,,,,,
51,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Aristocrat Leisure,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,Aristocrat Leisure,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,Aristocrat Leisure,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,302.0,Energy,302-01,Energy consumption within the organization,,,,NO DISCLOSURE,Aristocrat Leisure,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,Aristocrat Leisure,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,302.0,Energy,302-03,Energy intensity,,,,NO DISCLOSURE,Aristocrat Leisure,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,302.0,Energy,302-04,Reduction of energy consumption,,,,NO DISCLOSURE,Aristocrat Leisure,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
