Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,Task Force on Climate-Related Financial Disclosures,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,TCFD - Overview,,,,Links to key Qantas documents,
,,,,,,FY22 Sustainability Report,Link
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,TCFD recommendation,,"Qantas' reference
Links provided below table",,,
,,,,,,,
,,Governance ,Board’s oversight of climate-related risks and opportunities.  ,"FY22 Sustainability Report (pages 11, 16, 26)",,,
,,,Management’s role in assessing and managing climate-related risks and opportunities.  ,FY22 Sustainability Report (page 26),,,
,,Strategy ,"Climate-related risks (opportunities and threats) identified over short, medium and long term. ",FY22 Sustainability Report (pages 18 to 19),,,
,,,"Impacts of climate-related risks (opportunities and threats) on organisation’s businesses, strategy and financial planning.  ",FY22 Sustainability Report (pages 18 to 19),,,
,,,"Resilience of organisation's strategy taking into account different climate scenarios, including 2 degree scenario.  ","FY22 Sustainability Report (pages 18 to 19)
FY22 Annual Report (page 72)",,,
,,Risk Management ,Processes for identifying and assessing climate-related risks.  ,"FY22 Sustainability Report (pages 18, 26)",,,
,,,Processes for managing climate-related risks.  ,"FY22 Sustainability Report (pages 18, 26)",,,
,,,"How processes for identifying, assessing, and managing climate-related risks are integrated into the organization’s overall risk management.  ",FY22 Sustainability Report (page 26),,,
,,Metrics and Targets ,Metrics used by the organization to assess climate-related risks and opportunities in line with its strategy and risk management process.  ,FY22 Sustainability Report (page 26),,,
,,,"Scope 1, Scope 2, and, if appropriate, Scope 3 greenhouse gas (GHG) emissions, and the related risks.  ","FY22 Sustainability Report (page 26, 59)",,,
,,,Targets used by the organization to manage climate-related risks and opportunities and performance against targets.  ,FY22 Sustainability Report (page 16),,,
