Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
175,,Manufacturing,0.02796470284663984,3.6976140494555896,5.90954887162013,0.14169852489057552,3.636306932552997,0.4068508452721431,,,,,,,
176,,Mining,0.00802792262793469,1.2733245359718333,7.408857109777088,0.048795846738182505,2.7907038659235357,1.2807842118886548,,,,,,,
177,,Property (excluding secured Commercial Real Estate and Residential Mortgages),0.025259757167283906,0.0589970666718823,0,0.0022608626017924975,4.418198589727981,0.002765995847314119,,,,,,,
178,,Property services & business services,0.026286953773653535,0.25317967779613554,0,0.009702252965331956,4.269589762971305,0.011406144186238205,,,,,,,
179,,Services,0.02954749303782315,0.9709833198138798,0,0.03720964445470938,4.153941326492469,0.03891718386628645,,,,,,,
180,,Trade,0.03344967408160987,1.5329951822124543,0,0.05874684406714816,4.001165966672268,0.054274917910089523,,,,,,,
181,,Transport & storage,0.019356313255277344,1.2267393469492847,0,0.04701062727558995,4.190033049436469,0.075055051816772,,,,,,,
182,,Utilities,0.020447995466807867,5.440831689223816,0,0.2085014320665574,3.484551004141029,0.3151119164121856,,,,,,,
183,,Other1,0.0014484280841939856,0.07306255493279719,0,0.002799874762548104,4.959679308229471,0.059737658237223074,,,,,,,
184,,Residential Mortgages,0.5885706613782331,3.201038865053267,0,0.12266896415601627,4.086821218668635,0.006440841516465081,,,,,,,
185,,Secured Commercial Real Estate,0.06580620843121812,0.7987376563187968,0,0.030608913250855043,4.863487274992412,0.014374328536627618,,,,,,,
186,,Total,1.0000000000000002,26.094936784352658,13.318405981397218,0.9999999999999999,4.18491132515981,0.04667599085707301,,,,,,,
187,,1. Other includes customers and exposures for which the industry classification (ANZSIC) code could not be reliably identified.,,,,,,,,,,,,,
188,,"2. % of lending to customers across our portfolios for estimating financed emissions. For our mortgages, we use outstanding loan balance. For business, commercial and institutional lending, we use Total Committed Exposure (TCE). Data is at 31 August 2023. A part of the New Zealand Commercial Real Estate portfolio data is at 30 June 2023.",,,,,,,,,,,,,
189,,"3. Scope 3 analysis limited to customers allocated to the following ANZSIC codes within the Mining sector (1101, 1102, 1200, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1319, 1411, 1419 and 1420) and Manufacturing sector (2510, 2520, 2531, 2532 and 2721).",,,,,,,,,,,,,
190,,"4. For Scope 1 and 2 only. Weighted average data quality scores ranging from 1 to 5 are calculated based on the approach taken to estimate each customerÃ¢ÂÂs financed emissions, weighted by lending. These Data Quality Scores reflect the level of uncertainty in the data inputs using a scale of 1 to 5, with the lowest scores assigned to relatively more accurate and specific company/property-level inputs and the highest scores assigned to less specific inputs more reliant on assumptions and proxy data such as industry averages.",,,,,,,,,,,,,
191,,"5. Emissions intensity figures are expressed in kgCOÃ¢ÂÂ-e/$ outstanding balance for Residential Mortgages and kgCOÃ¢ÂÂ-e/$ total committed exposure (TCE) for Business, commercial and institutional lending (except Project Finance exposures in this portfolio, for which intensity is also expressed in kgCOÃ¢ÂÂ-e/$ outstanding balance) and Commercial Real Estate lending. Australian dollars. Includes scope 3 emissions for certain sectors where these have been estimated.",,,,,,,,,,,,,
193,,FY22 ESTIMATED FINANCED EMISSIONS BY SECTOR1,% of exposure5,Scope 1 and 2 (MtCO2-e),Scope 3 6 (MtCO2-e),"% of Total Absolute Emissions (Scope 1, 2 and 3)",Average Data quality score7,Emissions intensity (kgCO2-e/$),,,,,,,
194,,Agriculture,0.0296,4.054888,,0.0994,4.88,0.176,,,,,,,
195,,Manufacturing,0.0264,4.340499,4.764513,0.2231,3.98,0.444,,,,,,,
196,,Mining,0.008,1.77146,11.310534,0.3206,2.91,2.103,,,,,,,
197,,Property (excluding secured Commercial Real Estate and Residential Mortgages),0.0215,0.297056,,0.0073,4.38,0.018,,,,,,,
198,,Transport and Storage,0.0207,1.214069,,0.0297,4.1,0.075,,,,,,,
199,,Utilities,0.0155,3.772897,,0.0925,3.53,0.31332147935508886,,,,,,,
200,,Other (non-emissions intensive sectors) 2,0.1729,4.728619,,0.1159,4.59,0.036,,,,,,,
201,,Residential Mortgages 3,0.6338,3.295298,,0.0807,4.27,0.007,,,,,,,
202,,Secured Commercial Real Estate 4,0.0717,1.260051,,0.0309,4.95,0.023,,,,,,,
203,,Total,1,24.734841,16.075048,1.0000000012695216,4.319428249936178,0.052,,,,,,,
204,,"1. In estimating our financed emissions, we seek to use the best available data, although in some cases the use of estimates and assumptions is unavoidable. The quality of the data we have used varies across our lending portfolio, reflecting sector or asset-specific data limitations. As data availability and calculation methodologies evolve, we will review our approach to seek to continue to improve the data scoring and reliability of our financed emissions reporting.",,,,,,,,,,,,,
205,,"2. Other (non-emissions intensive sectors) includes accommodation, cafes and restaurants; construction; finance and insurance; property services and business services; services; trade; and undefined ANZSIC.",,,,,,,,,,,,,
206,,"3. For Australian residential mortgages, we used aggregated loan data by state and property type or property size (square meters), where available. We followed a similar approach for our New Zealand residential mortgages, except aggregation was done at the level of North and South Island. We attributed emissions to Westpac by dividing outstanding loan balance by the property value at origination.",,,,,,,,,,,,,
207,,"4. Secured commercial real estate loan amounts were aggregated at financial year-end for all outstanding loans. To determine the emissions attribution factor, we divided outstanding loan balance by the latest property value at most recent valuation.",,,,,,,,,,,,,
208,,5. The Group exposures are on-balance sheet total committed exposure (TCE) for institutional and business lending and drawn balance for residential mortgages used in the finance emissions estimate as at 31 August.,,,,,,,,,,,,,
209,,"6. Scope 3 analysis limited to customers allocated to the following ANZSIC codes within the Mining sector (1101, 1102, 1200, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1319, 1411, 1419 and 1420) and Manufacturing sector (2510, 2520, 2531, 2532 and 2721).",,,,,,,,,,,,,
210,,"7. For Scope 1 and 2 only. Weighted average data quality scores ranging from 1 to 5 are calculated based on the approach taken to estimate each customerÃ¢ÂÂs financed emissions, weighted by lending. These Data Quality Scores reflect the level of uncertainty in the data inputs using a scale of 1 to 5, with the lowest scores assigned to relatively more accurate and specific company/property-level inputs and the highest scores assigned to less specific inputs more reliant on assumptions and proxy data such as industry averages.",,,,,,,,,,,,,
213,,CLIMATE SCENARIO ANALYSIS ON KEY PORTFOLIOS,,,,,,,,,,,,,
215,,CLIMATE SCENARIO ANALYSIS,2023,2022,2021,,,,,,,,,,
216,,2030,,,,,,,,,,,,,
217,,Share (%) of current Australian Business and Institutional portfolio exposed to sectors which by 2030 may face relatively higher growth constraints under a 1.5-degrees scenario.1,0.0092,0.0092,0.011,,,,,,,,,,
218,,Share (%) of current Australian Business and Institutional portfolio exposed to sectors which by 2030 may face relatively higher growth constraints under a 2-degrees scenario.1,0.0062,0.006,0.007,,,,,,,,,,
219,,2050,,,,,,,,,,,,,
220,,Share (%) of current Australian Business and Institutional portfolio exposed to sectors which by 2050 may face relatively higher growth constraints under a 1.5-degrees scenario.1,0.0205,0.0218,0.024,,,,,,,,,,
221,,Share (%) of current Australian Business and Institutional portfolio exposed to sectors which by 2050 may face relatively higher growth constraints under a 2-degrees scenario.1,0.016,0.0172,0.019,,,,,,,,,,
222,,Share (%) of current Australian mortgage portfolio in locations which by 2050 are likely to be exposed to higher physical risks under an IPCC RCP 2.6 scenario.2,0.035,0.036,0.033,,,,,,,,,,
223,,Share (%) of current Australian mortgage portfolio in locations which by 2050 are likely to be exposed to higher physical risks under an IPCC RCP 8.5 scenario.2,0.039,0.041,0.038,,,,,,,,,,
224,,"1. Excludes retail, sovereign, and bank exposures. Sectors whose medium (2030) and long-term (2050) performance under a scenario deviated by more than one standard deviation below average GDP growth, were classified as 'may face relatively higher growth constraints'.",,,,,,,,,,,,,
225,,"2. As the analysis has been updated to include any potential refinements in methodology & changes in portfolio composition, direct comparisons of figures in this annual report with prior periods cannot be made. 'Higher risk' were locations where insurance may become more expensive or unavailable.",,,,,,,,,,,,,
228,,SECTORS THAT MAY FACE RELATIVELY HIGHER GROWTH CONSTRAINTS FROM TRANSITION RISK1,,,,,,,,,,,,,
230,,SECTOR1,% of Australian Business and Institutional Portfolio2,Credit Quality (by % Total Committed Exposure)3,,,,,,,,,,,
231,,,,Strong,Good / Satisfactory,Weak4,Tenor (<5 years by % exposure),,,,,,,,
