Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,LENDING,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,GROUP EXPOSURE BY SECTOR - INCLUDES BREAKDOWN OF SECTORS THAT MAY BE EXPOSED TO HIGHER CLIMATE CHANGE RISKS,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,INDUSTRY,TOTAL 2023 EXPOSURE ($M),,,,TOTAL 2022 EXPOSURE ($M),,,,,,,,
,,ON-BALANCE SHEET LENDING,% TOTAL,TOTAL COMMITTED EXPOSURE (TCE)4,% TOTAL,ON-BALANCE SHEET LENDING,TOTAL COMMITTED EXPOSURE (TCE)4,,,,,,,
,"Accommodation, cafes and restaurants",9171.139969114638,0.011792842067714438,10738.211750124014,0.008819275074585395,8409.183611340259,10185.352642992624,,,,,,,
,"Agriculture, forestry and fishing",20685.93663296389,0.02659930876170476,23997.25911779596,0.01970890816094224,19847.28033347087,23167.209558428833,,,,,,,
,Dairy,6597.976343367189,0.00848410265745369,6925.784962734874,0.005688135428422764,6224.750229412556,6548.331979905256,,,,,,,
,Beef and Sheep,7675.149890618789,0.009869201736198225,8991.772485131756,0.007384927472076478,7250.4226003108,8571.190881661794,,,,,,,
,Construction,7455.548130503516,0.009586823658494377,12746.086767962775,0.010468339416933049,7064.950993326064,11481.797830301884,,,,,,,
,Finance and insurance,34800.681001153695,0.04474846692969499,188210.5666126841,0.15457701873700427,29112.14196226491,187891.0894037687,,,,,,,
,"Government, administration and defence",824.7641887051622,0.0010605348793346965,77175.19206496405,0.063383854182892,791.2403070265422,75024.91643838037,,,,,,,
,Manufacturing,11969.710152818303,0.015391423738365568,24608.916899553715,0.02021126165837351,11730.838396370877,24425.75918712834,,,,,,,
,Aluminium,265.80910280137255,0.0003417944530400695,639.0321915655261,0.0005248360537187616,299.23408987112225,626.78692369502,,,,,,,
,Cement and Concrete and Iron and Steel,1340.2276806480004,0.0017233510148015852,2352.663230253364,0.0019322383156792778,1191.41045856656,2143.9386282480577,,,,,,,
,Oil and Gas Refining,236.37008796553442,0.000303939872938,470.90766063123993,0.00038675566197402,215.22538336585887,338.4793481836417,,,,,,,
