Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,Unnamed: 19,SDGs,ESG,UNGC,Notes,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
66,,302.0,Energy,302-01,Energy consumption within the organization,"Westpac consumed 457,731 GJ of energy in 2023.",,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
67,,302.0,Energy,302-02,Energy consumption outside of the organization,Westpac has yet to disclose this information.,,,NO DISCLOSURE,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
68,,302.0,Energy,302-03,Energy intensity,Westpac's energy intensity in 2023 was 12.1 GJ per employee.,,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
69,,302.0,Energy,302-04,Reduction of energy consumption,,Carbon trading desk,,,Westpac,2023.0,"Carbon markets play an integral role in creating an economic incentive to reduce emissions and decarbonise the economy, including establishing a market price for carbon. Through its carbon trading desk, Westpac is a key participant in the Renewable Energy Certificates market in Australia and carbon markets in Australia and New Zealand.",,,Data sheet,,34,,"Carbon trading desk, emission, Renewable Energy Certificate",,"8, 13","E, S",,Climate Report page 34,,,,,,,,,,,,,,
70,,302.0,Energy,302-05,Reductions in energy requirements of products and services,This disclosure is not relevant to Westpac.,,,NO DISCLOSURE,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
71,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,303.0,Water and Effluents,303-03,Water withdrawal,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,303.0,Water and Effluents,303-04,Water discharge,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,303.0,Water and Effluents,303-05,Water consumption,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,304.0,Biodiversity,304-03,Habitats protected or restored,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,"Westpac's scope 1 emissions in 2023 were 6,559 tCO2e.",,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
81,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,"Westpac's scope 2 emissions in 2023 were 14,489 tCO2e.",,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
82,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,"Westpac's scope 3 emissions in 2023 were 61,044 tCO2e.",,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
83,,305.0,Emissions,305-04,GHG emissions intensity,Westpac's emissions intensity in 2023 was 0.6 tCO2e per employee.,,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
84,,305.0,Emissions,305-05,Reduction of GHG emissions,,Climate-related scenario analysis,,,Westpac,2023.0,"Scenario analysis informs how Westpac assesses and manages climate-related risks over the short, medium, and long term. Westpac uses climate-related scenario analysis and stress testing to understand its lending portfolios and exposure to high-emitting sectors. Westpac also uses science-based reference scenarios to help understand the sectoral decarbonisation pathways and targets to transition to net zero by 2050.",,,Data sheet,,162,,"Climate-related scenario analysis, stress testing, decarbonisation pathway",,13,E,,,,,,,,,,,,,,,,
85,,305.0,Emissions,305-05,Reduction of GHG emissions,,Rangebank Battery Energy Storage System,,,Westpac,2023.0,"Westpac provided financing support for the new Rangebank Battery Energy Storage System in Cranbourne, Victoria. Eku Energy and Shell Energy Operations are developing this greenfield project and, once fully operational, will have the storage capacity to power 80,000 homes for an hour during peak periods.",,,Data sheet,,,,"Rangebank Battery Energy Storage System, financing support, storage capacity",,"7, 13",E,,Climate Report page 34,,,,,,,,,,,,,,
86,,305.0,Emissions,305-05,Reduction of GHG emissions,,Building retrofitting,,,Westpac,2023.0,"Westpac and BankSA have been proud to be the transition partner of choice for South Australia-based Kambitsis Group, which chose to retrofit and transform two office buildings at 150 Grenfell Street, Adelaide, into a premium Property Council Australia A-Grade commercial space. The project, due for completion in 2024, is expected to be all-electric and carbon-neutral certified in construction and operation. It includes a high-performance faÃÂ§ade and energy-efficient air conditioning to reduce emissions and operating costs.",,,Data sheet,,,,"BankSA, office building, carbon neutral",,13,E,,Climate Report page 34,,,,,,,,,,,,,,
87,,305.0,Emissions,305-06,Emissions of ozone-depleting substances (ODS),This disclosure is not relevant to Westpac.,,,NO DISCLOSURE,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
88,,305.0,Emissions,305-07,"Nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",This disclosure is not relevant to Westpac.,,,NO DISCLOSURE,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
