Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
34,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Operational and site tours,,,Northern Star Resources,2023.0,"Operational and site tours at Northern Star allow stakeholders to visit our facilities and operations, providing a firsthand understanding of our processes, safety measures, and environmental practices. These tours promote transparency and engagement, allowing visitors to witness our commitment to responsible and sustainable operations.",,,2,,,,"Operational and site tours, engagement participation, action plan",2023-11-17 00:00:00,S,,https://www.nsrltd.com/getattachment/sustainability/stakeholder-engagement-summary.pdf?lang=en-AU,,,,,,,,,,,,,,
35,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Forums and workshops,,,Northern Star Resources,2023.0,"Forums and workshops at Northern Star are interactive platforms designed to facilitate discussions, knowledge sharing, and collaboration among stakeholders, employees, and partners. These events offer a space for exchanging ideas, addressing challenges, and exploring opportunities related to our industry and operations.",,,2,,,,"Forums and workshops, conferences, partnerships and funding",2023-11-17 00:00:00,S,,https://www.nsrltd.com/getattachment/sustainability/stakeholder-engagement-summary.pdf?lang=en-AU,,,,,,,,,,,,,,
36,,2.0,General Disclosures,2-30,Collective bargaining agreements,"In Australian Operations, 781 employees (26%) of the workforce are covered by Enterprise Bargain Agreements, with the remaining 2,182 (74%) covered by standard law contracts.",,,,Northern Star Resources,2023.0,,,,3,29,,,,,,,,,,,,,,,,,,,,,
37,,3.0,Material Topics,3-1,Process to determine material topics,,Materiality Assessment,,,Northern Star Resources,2023.0,"Materiality Assessment at Northern Star is a structured process that identifies and prioritises the most significant environmental, social, and governance (ESG) issues for our organisation and its stakeholders. This assessment helps us focus our efforts on areas that have the most significant impact on our sustainability and business performance.",,,3,,,,"Materiality Assessment, socioeconomic influences, consideration of impacts",17,"E, S, G",,https://www.nsrltd.com/sustainability,,,,,,,,,,,,,,
38,,3.0,Material Topics,3-1,Process to determine material topics,,Social impact assessments,,,Northern Star Resources,2023.0,"Social impact assessments at Northern Star are systematic evaluations that gauge the effects of our operations on local communities, employees, and other stakeholders. These assessments help us understand the social implications of our activities, including employment opportunities, community development, and cultural considerations.",,,3,,,,"Social impact assessments, materiality, changing regulatory",17,S,,https://www.nsrltd.com/sustainability,,,,,,,,,,,,,,
39,,3.0,Material Topics,3-1,Process to determine material topics,,Community feedback,,,Northern Star Resources,2023.0,"Community feedback at Northern Star is a valuable channel for gathering input and insights from the local communities where we operate. We actively seek and welcome feedback from community members to better understand their concerns, needs, and perspectives. This two-way communication helps us build positive relationships, address community issues, and ensure our operations are aligned with local expectations.",,,3,,,,"Community feedback, changing regulatory, socioeconomic influences",17,S,,https://www.nsrltd.com/sustainability,,,,,,,,,,,,,,
40,,3.0,Material Topics,3-1,Process to determine material topics,,Anonymous investor,,,Northern Star Resources,2023.0,"An anonymous investor at Northern Star refers to an individual or entity that provides feedback or raises concerns regarding material issues related to the company's environmental, social, and governance (ESG) practices while choosing to keep their identity undisclosed. This feedback is valuable as it allows investors to express their perspectives and influence the company's decision-making without revealing their identity.",,,3,,,,"Anonymous investor, independent third party, materiality",17,S,,https://www.nsrltd.com/sustainability,,,,,,,,,,,,,,
41,,3.0,Material Topics,3-2,List of material topics,,Materiality Matrix,,,Northern Star Resources,2023.0,"The Materiality Matrix at Northern Star is a visual representation that identifies and prioritises the most significant environmental, social, and governance (ESG) issues for our organisation and its stakeholders. This matrix helps us map out and assess the relevance and impact of various ESG concerns.",,,3,,,,"Materiality Matrix, increasing materiality, human rights management",17,"E, S, G",,https://www.nsrltd.com/sustainability,,,,,,,,,,,,,,
42,,3.0,Material Topics,3-3,Management of material topics,Management of material topics is stated in every chapter of the content topics explanation.,,,,Northern Star Resources,2023.0,,,,3,,,,,,,,,,,,,,,,,,,,,,
43,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,"In FY23, the group generated AUSD 4.3 Billion in revenue.",,,,Northern Star Resources,2023.0,,,,3,7,,,,,,,,,,,,,,,,,,,,,
