Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83
82,Scope 2,,,,,,Natural Gas,588.2280999999999,,,588.2280999999999,,AU - Women on the board,20,,,,,,,,,,,,,,,,,,,,,FY22,Q1,259311.46999999997,,,,,FY22,2895.6806444999993,797.1912166000001,,,,,,,,,,,,,,Australia,3780.5098,3507.9999,1277,1640.9700000000003,6477.400100000001,,,,,,,,,,,,,,,,,,,,,
83,Electricity,-0.10766621171929766,9728.544199999998,10902.36,,,Waste,,,582.7585000000004,582.7585000000004,,,,,,,,,,,,,,,,,,,,,,,,,Q2,370562.93000000005,,,,,,2894.071235300001,849.7683339,,,,,,,,,,,,,,New Zealand,1463.4501999999998,1974.0001000000002,1112.0001,1118.9996999999998,2812.5,,,,,,,,,,,,,,,,,,,,,
84,Scope 3,,,,,,Refrigerants,207.6326847,,,207.6326847,,,,,,,,,,,,,,,,,,,,,,,,,Q3,371911.67999999993,,,,,,2959.277840099999,1019.0382976999998,,,,,,,,,,,,,,Group Total,5243.959999999999,5482,2389.0001,2759.9697,9289.9001,,,,,,,,,,,,,,,,,,,,,
85,Electricity (T&D Losses),-0.2109633740080849,843.1961000000002,1068.64,,,Scope total,5409.511100000001,9728.544199999998,10761.4389,,,Country,Australia,,Country,New Zealand,,,,,,,,,,,,,,,,,,,Q4,401605.96,,,,,,2957.2701424,994.2367907999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Nat Gas / Stationary LPG (T&D Losses),8.740318257956448,174.44909999999996,17.91,,,,0.20720538935917573,0.3726412149998084,0.41220511357107287,,,Financial Year,FY23,,Financial Year,FY23,,,,,,,,,,,,,,,,,,FY23,Q1,410849.38000000006,,,,,FY23,2937.940389799999,952.0798497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Working from Home,-0.2707191567116319,2863.2689,3926.1540000000005,Y,,,,,,,,Quarter,Q4,,Quarter,Q4,,,,,,,,,,,,,,,,,,,Q2,378722.02,,,,,,2863.2237900000005,1069.2824365000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Air Travel,2.669184407665505,4212.2237,1148,Y - all business travel,,,,,,,,Month,Jun,,Month,Jun,,,,,,,,,,,,,,,,,,,Q3,386597.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Company Vehicles fuel (T&D Losses),4.261569298245613,1199.6377999999997,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4,361419.63000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,- Tool of Trade,4.262248226950353,741.9769999999999,141,,,,,,,,,Row Labels,Sum of Actual Data,,Row Labels,Sum of Actual Data,,,,,,,,,,,,,,,,,Grand Total,,,9557201.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,- Salary Package vehicles,4.276485106382979,247.9948,47,,,,,,,,,Employees [persons],8468,,Employees [persons],3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Office Paper,2.5784126984126985,4.5088,1.26,,,,,,,,,AU - Staff Age <30 years,1121,,NZ - Staff Age >50 years,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Print Paper,-0.6184852753473796,792.634,2077.5974,,,,,,,,,AU - Staff Age >50 years,2010,,NZ - Staff Age 30-50 years,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Taxi Travel,0.9139661654135336,50.9115,26.6,,,,,,,,,AU - Staff Age 30-50 years,5337,,NZ Staff Age <30 years,662,,,,,,,,,,,,,,,,,Country,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,General waste,0.6142894736842115,582.7585000000004,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item Number,(All),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Personal vehicles,,26.280499999999996,0,,,,,,,,,AU - Staff Age <30 years,0.13238072744449694,,NZ - Staff Age >50 years,0.2584553255931348,,,,,,,,,,,,,,,,,Data Type,Electricity [kWh],,,,,,,,,,,,,,,,,,,,,,,Sum of Total Data,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,
97,Car hire,-0.10999999999999997,11.57,13,,,,,,,,,AU - Staff Age >50 years,0.23736419461502126,,NZ - Staff Age 30-50 years,0.574457344775366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row Labels,Australia,New Zealand,Grand Total,,,,,,,,,,,,,,,,,,,,,,,
98,Total Scope 1,0.1536312143667342,5617.143784700001,4869.0983,,,,,,,,,AU - Staff Age 30-50 years,0.6302550779404819,,NZ Staff Age <30 years,0.16708732963149925,,,,,,,,,,,,,,,,,Sum of Total Data,,,,,,,,,,,,,,,,,,,,,,,,FY19,9359802.2101,2393156.3993,11752958.6094,,,,,,,,,,,,,,,,,,,,,,,
99,Total Scope 2,-0.10766621171929766,9728.544199999998,10902.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Units,Financial Year,Quarter,Total,,,mWh,,,,,,,,,,,,,,,,,,FY20,19697493,1427920.3996,21125413.3996,,,,,,,,,,,,,,,,,,,,,,,
100,Total Scope 1 + 2,-0.02699625533676883,15345.687984699998,15771.4583,425.77031530000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kWh,FY19,Q1,1703360.9714999995,,FY19,1703.3609714999996,,,,,,,,,,,,,,,,,,FY21,13000031,1094336.4411,14094367.4411,,,,,,,,,,,,,,,,,,,,,,,
101,Total Scope 3,0.2134915474136497,10761.4389,8868.1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2,1422756.0331999995,,,1422.7560331999996,,,,,,,,,,,,,,Option 1,,,,FY22,14554724.720099999,1608939.6301000002,16163664.3502,,,,,,,,,,,,,,,,,,,,,,,
