Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
0,,,,,,,,,,,,,,,GRI Index,SR,AR,CGS,,,,,,,,,,,,,,,,,,,
1,,2.0,General Disclosures,2-1,Organizational details,"NEXTDC is an ASX 100-listed technology company that enables businesses through customer-focused data centres, mission-critical services, and network solutions. With a national footprint of 12 highly resilient, certified data centres, NEXTDC provides secure, reliable, high-performance infrastructure solutions in Australia's most cloud-connected data centre network.",,,,NEXTDC,2023.0,,,,,,12,,,,,,,,,,,,,,,,,,,,
2,,2.0,General Disclosures,2-2,Entities included in the organization's sustainability reporting,"NEXTDC Holdings Trust No. 1, NEXTDC Holdings No. 1 Pty Ltd, NEXTDC Holdings Trust No. 3, NEXTDC Holdings No. 3 Pty Ltd, NEXTDC Ventures Pty Ltd, NEXTDC Ventures Holdings No. 1 Pty Ltd, NEXTDC NewZealand Limited, NEXTDC NewZealand Holdings Limited, NEXTDC Holdings Trust No. 4, NSCSubTrust, NEXTDC SDN. BHD",,,,NEXTDC,2023.0,,,,,,104,,,,,,,,,,,,,,,,,,,,
3,,2.0,General Disclosures,2-3,"Reporting period, frequency, and contact point","NEXTDC's FY23 Environmental, Social, and Governance (ESG) Report covers all its operations for the financial year ending 30 June 2023 unless otherwise stated.",,,,NEXTDC,2023.0,,,,,5,,,,,,,,,,,,,,,,,,,,,
4,,2.0,General Disclosures,2-4,Restatements of information,,,,NO DISCLOSURE,NEXTDC,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,2.0,General Disclosures,2-5,External assurance,PricewaterhouseCoopers (PwC) has been NEXTDC's external auditor since 2010 and is responsible for reviewing and auditing the half-year and full-year financial statements and reports to provide an independent opinion that these statements and reports are true and fair and comply with applicable accounting standards and regulations.,,,,NEXTDC,2023.0,,,,,,,20,,,,,,,,,,,,,,,,,,,
6,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships","The Company has twelve operational data centres across Australia, including Brisbane, Canberra, Melbourne, Perth and Sydney, with its headquarters in Brisbane. It also has two data centres under construction in Adelaide and Darwin. NEXTDC owns the international sub-sea cable landing station on the Sunshine Coast (SC1).",,,,NEXTDC,2023.0,,,,,10,,,,,,,,,,,,,,,,,,,,,
7,,2.0,General Disclosures,2-7,Employees,Total headcount 310 employees,,,,NEXTDC,2023.0,,,,,64,,,,,,,,,,,,,,,,,,,,,
8,,2.0,General Disclosures,2-8,Workers who are not employees,,,,NO DISCLOSURE,NEXTDC,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,2.0,General Disclosures,2-9,Governance structure and composition,"NEXTDC's Board has three sub-committees: The Audit and Risk Management Committee (ARMC), the Remuneration and Nomination Committee (REMCO) and the Investment Committee (IC)",,,,NEXTDC,2023.0,,,,,21,,,,,,,,,,,,,,,,,,,,,
