Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
1,,Supply chain,,,,,,,
4,,Supplier profile,2023.0,2022.0,2021.0,2020.0,2019,,
5,,Annual spend ($ billion),4.9,5.0,4.7,5.06,5,,
6,,Number of suppliers,5544.0,5819.0,6365.0,7254.0,8883,,
7,,Number of material arrangements1,33.0,30.0,33.0,32.0,31,,
8,,"1. A Material Arrangement is one that, pursuant to APRA Prudential Standard CPS231, has the potential, if disrupted, to have a significant impact on the ANZ Group to manage risk effectively.",,,,,,,
11,,Supplier diversity (Australia),2023.0,2022.0,2021.0,2020.0,2019,,
12,,Annual spend with Indigenous suppliers ($ million),11.7,12.7,5.5,3.2,1.1,,
13,,Annual spend with Social Enterprises ($ million)2,7.1,7.9,6.0,3.5,5,,
14,,2. Includes sponsorship spend,,,,,,,
17,,Supplier Code of Practice (SCOP) and \ndue diligence,2023.0,2022.0,2021.0,2020.0,2019,,
18,,Suppliers providing attestation of adherence to SCOP %3,79.0,81.0,81.0,45.0,19,,
19,,Suppliers providing written commitment to SCOP %4,85.0,86.0,83.0,73.0,70,,
20,,Supplier screening (number of checks),5292.0,5691.0,4729.0,3989.0,3966,,
21,,Top 100 suppliers screened %,100.0,100.0,100.0,100.0,65,,
22,,3. Proportion of suppliers managed under our Operational Contract Management Framework (OCMF). 4. Proportion of suppliers committed to adherence via the inclusion of a SCOP clause in new and renewing contracts.,,,,,,,
25,,Average time to payment5,2023.0,2022.0,2021.0,2020.0,2019,,
26,,Australia (days)6,14.0,19.0,16.8,19.0,16,,
27,,New Zealand (days)7,8.0,9.0,6.0,6.0,-,,
28,,"5. From receipt of a correct invoice.ÃÂ 6. In 2022, new calculation methodology implemented in accordance with Australian Government's Payment Times Reporting Scheme for small businesses. 7. Commenced reporting in 2020.",,,,,,,
