Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
123,,2-23: Policy commitments\nThe organisation shall:,,,,,,,,,,
124,,"2-23-a\n\nDescribe its policy commitments for responsible business conduct, including:",(i) the authoritative intergovernmental instruments that the commitments reference,,"2023 ESG Supplement, Code of Conduct (p.46)\n2022 Human Rights Statement",,,,,,,
125,,,(ii) whether the commitments stipulate conducting due diligence,,"2023 ESG Supplement, Code of Conduct (p.46)\n2023 ESG Supplement, Social and environmental risk management (p.49-50)\n2023 Climate-related Financial Disclosures, Risk management, Due diligence (p.37)",,,,,,,
126,,,(iii) whether the commitments stipulate applying the precautionary principle,,"ANZ applies the precautionary principle in our approach to sustainability risks. Our Social and Environmental Risk Policy and Climate Change Commitment are consistent with the precautionary principle. \n\nWe are also a signatory to the United Nations Global Compact, in which principle 7 refers to the precautionary principle.",,,,,,,
127,,,(iv) whether the commitments stipulate respecting human rights,,"2022 Human Rights Statement\n2023 ESG Supplement, Code of Conduct (p.46)\n2023 ESG Supplement, Our approach to human rights (p.54-55)",,,,,,,
128,,"2-23-b\n\nDescribe its specific policy commitment to respect human rights, including:",(i) the internationally recognized human rights that the commitment covers,,"2022 Human Rights Statement\n2022 Modern Slavery Statement\n2023 ESG Supplement, Our approach to human rights (p.54-55)",,,,,,,
129,,,"(ii) the categories of stakeholders, including at-risk or vulnerable groups, that the organisation gives particular attention to in the commitment",,,,,,,,,
130,,2-23-c,"Provide links to the policy commitments if publicly available, or, if the policy commitments are not publicly available, explain the reason for this",,https://www.anz.com.au/content/dam/anzcomau/documents/pdf/aboutus/ANZ-human-rights-statement-may-2022.pdf,,,,,,,
131,,2-23-d,"Report the level at which each of the policy commitments was approved within the organisation, including whether this is the most senior level",,"2022 Human Rights Statement\n2022 Modern Slavery Statement\n2023 ESG Supplement, Our approach to human rights (p.54-55)",,,,,,,
132,,2-23-e,Report the extent to which the policy commitments apply to the organisationÃ¢ÂÂs activities and to its business relationships,,,,,,,,,
133,,2-23-f,"Describe how the policy commitments are communicated to workers, business partners, and other relevant parties",,,,,,,,,
134,,2-24: Embedding policy commitments\nThe organisation shall:,,,,,,,,,,
135,,"2-24-a\n\nDescribe how it embeds each of its policy commitments for responsible business conducts through its activities and business relationships, including:",(i) how it allocates responsibility to implement the commitments across different levels within the organisation,,"2022 Human Rights Statement\n2022 Modern Slavery Statement\n2023 ESG Supplement, Managing ESG risks and opportunities in our supply chain (p.52-53)\n2023 ESG Supplement, Our approach to human rights (p.54-55)\n2023 ESG Supplement, Encouraging whistleblowers to speak up (p.46-47)\n2023 ESG Supplement, Social and environmental risk management (p.49-50)",,,,,,,
136,,,"(ii) how it integrates the commitments into organisational strategies, operational policies, and operational procedures",,,,,,,,,
137,,,(iii) how it implements its commitments with and through its business relationships,,,,,,,,,
138,,,(iv) training it provides on implementing the commitments,,,,,,,,,
139,,2-25: Processes to remediate negative impacts\nThe organisation shall:,,,,,,,,,,
140,,2-25-a,Describe its commitments to provide for or cooperate in the remediation of negative impacts it identifies it has caused or contributed to,,"2022 Modern Slavery Statement\n2022 Human Rights Statement\n2023 ESG Supplement, Our approach to human rights, ANZ Human Rights Grievance Mechanism (p.55)\nHuman Rights Grievance Mechanism Framework",,,,,,,
141,,2-25-b,"Describe its approach to identify and address grievances, including the grievance mechanisms it has established or participates in",,,,,,,,,
142,,2-25-c,Describe other processes by which it provides for or cooperates in the remediation of negative impacts that it identifies it has caused or contributed to,,,,,,,,,
143,,2-25-d,"Describe how the stakeholders who are the intended users of the grievance mechanisms are involved in the design, review, operation, and improvement of these mechanisms",,"Our Human Rights Grievance Mechanism (Mechanism) provides a process for people whose human rights have allegedly been impacted by an ANZ Institutional or Corporate business lending customer, to be raised with ANZ. This is available to people and communities who believe their human rights have been impacted by ANZÃ¢ÂÂs Institutional or Corporate lending customers.\n\nFor a grievance to be accepted into the Mechanism, the customer must consent to both ANZ disclosing the existence of a current or former lending relationship to the Affected People and to participating in the Mechanism. \n\nThe Mechanism is designed to promote responsible business conduct, under a framework through which:\n\nÃ¢ÂÂ¢ efforts can be made to resolve grievances; and \nÃ¢ÂÂ¢ recommendations aimed at strengthening our due diligence processes can be provided.\n\n2023 ESG Supplement, Our approach to human rights, ANZ Human Rights Grievance Mechanism (p.55)\nhttps://www.anz.com.au/about-us/esg/fair-responsible-banking/human-rights/",,,,,,,
144,,2-25-e,"Describe how the organization tracks the effectiveness of the grievance mechanisms and other remediation processes, and report examples of their effectiveness, including stakeholder feedback",,,,,,,,,
145,,2-26: Mechanisms for seeking advice and raising concerns\nThe organisation shall:,,,,,,,,,,
146,,2-26-a\n\nDescribe the mechanisms for individuals to:,(i) Seek advice on implementing the organisation's policies and practices for responsible business conduct,,"ANZ Code of Conduct\n2023 ESG Supplement, Our approach to human rights, ANZ Human Rights Grievance Mechanism (p.55)\n2023 ESG Supplement, Resolving customer complaints fairly (p.41)",,,,,,,
