Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
34,,"Self-assessment summary:\n\nWhich of the following components of target setting in line with the PRB requirements has your bank completed or is currently in a process of assessing for yourÃ¢ÂÂ¦\n\nFirst area of most significant impact: Climate stability (Environmental sustainability)\n\nAlignment: Yes / In progress / No\nBaseline: Yes / In progress / No\nSMART targets: Yes / In progress / No\nAction plan: Yes / In progress / No\n\nSecond area of most significant impact: Housing \n\nAlignment: Yes / In progress / No\nBaseline: Yes / In progress / No\nSMART targets: Yes / In progress / No\nAction plan: Yes / In progress / No\t\n\nIf you are setting targets in more impact areas, your third (and subsequent) area(s) of impact: Social Economic Convergence (Financial wellbeing)\n\nAlignment: Yes / In progress / No\nBaseline: Yes / In progress / No\nSMART targets: Yes / In progress / No\nAction plan: Yes / In progress / No",,,,,,,,
35,,2.3,"Plans for Target Implementation and Monitoring\n\nFor each target separately:\n\nShow that your bank has implemented the actions it had previously defined to meet the set target. \n\nReport on your bankÃ¢ÂÂs progress since the last report towards achieving each of the set targets and the impact your progress resulted in, using the indicators and KPIs to monitor progress you have defined under 2.2.\n\nOr, in case of changes to implementation plans (relevant for 2nd and subsequent reports only): describe the potential changes (changes to priority impact areas, changes to indicators, acceleration/review of targets, introduction of new milestones or revisions of action plans) and explain why those changes have become necessary.",,"We disclose performance against our ESG targets twice yearly and NZBA targets annually. Details of our performance is available in the 2023 ESG Supplement and the 2023 Climate-related Financial Disclosures.\n\nClimate stability (Environmental sustainability)\n\nWe were the first Australian bank to join the NZBA in 2021. That same year, we set 2030 targets for carbon intensive sectors for large-scale commercial real estate in Australia and global power generation. In 2022, we set additional 2030 targets for carbon intensive sectors for oil and gas and building materials: cement, aluminium and steel. This year, we added new targets for thermal coal and three transport sub-sectors Ã¢ÂÂ auto-manufacturing, airlines, and shipping. We aim to progressively expand our coverage of key sectors up to the end 2024, in line with our NZBA commitment and the evolution of globally recognised standards and methodologies.\n\nOur sectoral decarbonisation targets sit alongside additional targets. \nIn 2023 ANZ concluded its $50 billion by 2025 sustainable solutions target having funded and facilitated close to $47 billion and were forecast to meet our $50 billion target well in advance of 2025. Therefore we set a new target to fund and facilitate at least $100 billion by end 2030, including A$15 billion by end 2024, in social and environmental outcomes through customers activities and direct investment by ANZ. This includes initiatives that help lower carbon emissions, protect nature and biodiversity, increase access to affordable housing and promote financial wellbeing. Since April 2023 we have participated in 54 transactions and funding/facilitating ~$8.8 billion towards the target. \n\nAnother ESG target is to enhance our management of climate risks and opportunities by intensifying our engagement with our largest emitting business customers. We will expect and encourage them to strengthen their low carbon transition plans, by: \nÃ¢ÂÂ¢ focusing our engagement and raised expectations on our 100 largest emitting customers with the aim that by end 2025, compared to their starting point more customers achieve a Ã¢ÂÂwell developedÃ¢ÂÂ or Ã¢ÂÂadvancedÃ¢ÂÂ rating for their low carbon transition plans; and\nÃ¢ÂÂ¢ extending the use of our Climate Change Risk Assessment methodology so that by end 2024 it has been used to support our engagement with the revised list of our 100 largest emitting customers.\n\nWe also have targets to reduce our operational footprint focused on carbon emissions, renewable electricity, water and paper consumption, and waste, all of which are on track.\n\nDetailed information about how we operationalise these targets can be found in the 2023 Climate-related Financial Disclosures. Information regarding how we calculate and monitor the NZBA targets is available in the Financed Emissions Methodology available at anz.com/esgreport.\n\nAvailability, accessibility, affordability, quality of resources & services (Housing) \n\nThis year marked the halfway point for performance against our target to fund and facilitate A$10 billion of investment by 2030 to deliver more affordable, accessible and sustainable homes to buy and rent in Australia and New Zealand. Since OCtober 2018 we have funded and facilitated over A$5 billion towards this target, with over A$600 million of investment in FY23. \n\nIn FY23, ANZ continued to support New Zealanders looking to combat rising energy and fuel costs and improve the environmental sustainability of their homes, encouraging better housing standards for both owner occupiers and renters through our Healthy Home Loan package and Good Energy Home Loan. \n\nSince October 2020 we have supported 9,482 households into healthier homes and drawn down $379.09m",,2023 ESG Supplement (pages 15-20),,,
36,,,,,,,2023 Annual Report,,,
37,,,,,,,2023 Climate-related Financial Disclosures (pages 34-76),,,
38,,,,,,,ESG Reporting,,,
39,,,,,,,ANZ bluenotes,,,
40,,,,,,,ANZ News,,,
41,,,,,,,ESG Presentations,,,
42,,,,,,,Financial Wellbeing,,,
43,,,,,,,Fair and responsible banking,,,
