Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
183,,304-3,Habitats protected or restored,,,,304-3,"No material impact. As appropriate, we may consider enhacing our disclosure for this topic in coming years",,,,
184,,304-4,IUCN Red List species and national conservation list species with habitats in areas affected by operations,,,,304-4,"No material impact. As appropriate, we may consider enhacing our disclosure for this topic in coming years",,,,
185,,Financial wellbeing,,,,,,,,,,
186,,3-3: List of material topics\nThe organisation shall:,,,,,,,,,,
187,,,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\nb. report whether the organization is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\nc. describe its policies or commitments regarding the material topic; describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts; \nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\nd. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organizationÃ¢ÂÂs operational policies and procedures;\ne. describe how engagement with stakeholders has informed the actions taken and how it has informed whether the actions have been effective.",,"2023 ESG Supplement, What matters most (p.10-12)\n2023 ESG Supplement, Our ESG targets (p.15-20)\n2023 ESG Supplement, Financial wellbeing (p.26-34)\n2023 ESG Supplement, ANZ Plus (p.35)\n2023 ESG Supplement, Banking in the Pacific (p.36)\n2023 ESG Data and Frameworks Pack, Community investment tab",,,,,,,
188,,Housing,,,,,,,,,,
189,,3-3: List of material topics\nThe organisation shall:,,,,,,,,,,
190,,,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\nb. report whether the organization is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\nc. describe its policies or commitments regarding the material topic; describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts; \nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\nd. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organizationÃ¢ÂÂs operational policies and procedures;\ne. describe how engagement with stakeholders has informed the actions taken and how it has informed whether the actions have been effective.",,"2023 ESG Supplement, What matters most (p.10-12)\n2023 ESG Supplement, Our ESG targets (p.15-20)\n2023 ESG Supplement, Housing (p.23-25)\n2023 ESG Data and Frameworks Pack, Financing sustainability tab",,,,,,,
191,,Information security,,,,,,,,,,
192,,3-3: List of material topics\nThe organisation shall:,,,,,,,,,,
193,,,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\nb. report whether the organization is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\nc. describe its policies or commitments regarding the material topic; describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts; \nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\nd. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organizationÃ¢ÂÂs operational policies and procedures;\ne. describe how engagement with stakeholders has informed the actions taken and how it has informed whether the actions have been effective.",,"2023 ESG Supplement, What matters most (p.10-12)\n2023 ESG Supplement, Information security (p.42-45)\n2023 ESG Data and Frameworks Pack, Customer experience tab",,,,,,,
194,,GRI 418: Customer Privacy 2016\nThe organisation shall describe:,,,,,,,,,,
195,,418-1,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,"2023 ESG Supplement, Data protection and privacy (p.45)\n2023 ESG Supplement Data Pack - Customer experience tab",,,,,,,
196,,Customer experience,,,,,,,,,,
197,,3-3: List of material topics\nThe organisation shall:,,,,,,,,,,
198,,,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\nb. report whether the organization is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\nc. describe its policies or commitments regarding the material topic; describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts; \nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\nd. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organizationÃ¢ÂÂs operational policies and procedures;\ne. describe how engagement with stakeholders has informed the actions taken and how it has informed whether the actions have been effective.",,"2023 ESG Supplement, What matters most (p.10-12)\n2023 ESG Supplement, Customer experience (p.35-41)\n2023 ESG Supplement, Our approach to accessibility and inclusion (p.58-59)\n2023 ESG Data and Frameworks Pack, Customer experience tab",,,,,,,
199,,GRI 417: Marketing and Labeling 2016\nThe organisation shall describe:,,,,,,,,,,
200,,417-1,Requirements for product and service information and labeling,,"2023 ESG Supplement, Our approach to accessibility and inclusion (p58-59)\n2023 ESG Supplement, ANZ Plus (p.35)",,,,,,,
201,,417-2,Incidents of non-compliance concerning product and service information and labeling,,,,417-2,Not applicable - no incidents recorded,,,,
202,,417-3,Incidents of non-compliance concerning marketing communications,,,,417-3,Not applicable - no incidents recorded,,,,
203,,"Ethics, conduct and culture",,,,,,,,,,
204,,3-3: List of material topics\nThe organisation shall:,,,,,,,,,,
205,,,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\nb. report whether the organization is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\nc. describe its policies or commitments regarding the material topic; describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts; \nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\nd. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organizationÃ¢ÂÂs operational policies and procedures;\ne. describe how engagement with stakeholders has informed the actions taken and how it has informed whether the actions have been effective.",,"2023 ESG Supplement, What matters most (p.10-12)\n2023 ESG Supplement, Ethics, conduct and culture (p.46-60)\n2023 ESG Data and Frameworks Pack, Employees tab",,,,,,,
206,,GRI 205: Anti-corruption 2016\nThe organisation shall describe:,,,,,,,,,,
207,,205-1,Operations assessed for risks related to corruption,,"2023 ESG Supplement, Anti-bribery and anti-corruption (p. 47)",,,,,,,
208,,205-2,Communication and training about anti-corruption policies and procedures,,"2023 ESG Supplement, Anti-bribery and anti-corruption (p. 47)",,,,,,,
209,,205-3,Confirmed incidents of corruption and actions taken,,,,205-3,Not applicable - no incidents recorded,,,,
210,,GRI 206: Anti-competitive Behavior 2016\nThe organisation shall describe:,,,,,,,,,,
211,,206-1,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,,,206-1,Not applicable - no incidents recorded,,,,
212,,GRI 207: Tax 2019\nThe organisation shall describe:,,,,,,,,,,
213,,207-1,Approach to tax,,2023 Voluntary Tax Transparency Report\nTax Governance Policy Summary\nTax Transfer Pricing Governance Policy Summary,,,,,,,
214,,207-2,"Tax governance, control, and risk management",,2023 Voluntary Tax Transparency Report,,,,,,,
215,,207-3,Stakeholder engagement and management of concerns related to tax,,,,,,,,,
216,,207-4,Country-by-country reporting,,,,,,,,,
217,,GRI 406: Non-discrimination 2016\nThe organisation shall describe:,,,,,,,,,,
218,,406-1,Incidents of discrimination and corrective actions taken,,,,406-1,Not applicable - no incidents recorded,,,,
219,,GRI 415: Public Policy 2016\nThe organisation shall describe:,,,,,,,,,,
220,,415-1,Contributions to political parties or related institutions,,"2023 ESG Supplement, Contribution to public policy (p.60)\n2023 Annual Report, Director's Report (p. 84-86)",,,,,,,
221,,7. Topics in the applicable GRI Sector Standards determined as not material,,,,,,,,,,
222,,Title of GRI Sector Standard,,,Explanation,,,,,,,
223,,GRI 202: Market Presence 2016,,,"Although this topic was not determined to be material through our annual stakeholder engagement process, ANZ still discloses information on this topic. Refer to pages 61-68 of the 2023 ESG Supplement for relevant disclosures.",,,,,,,
224,,GRI 203: Indirect Economic Impacts 2016,,,Considered not material due to the nature of ANZ's business and operations.\n,,,,,,,
225,,GRI 204: Procurement Practices 2016,,,"Although this topic was not determined to be material through our annual stakeholder engagement process, ANZ still discloses information on this topic. Refer to pages 52-53 of the 2023 ESG Supplement and the Supply chain tab of the 2023 ESG Data and Frameworks Pack for relevant disclosures.",,,,,,,
226,,GRI 301: Materials 2016,,,Considered not material due to the nature of ANZ's business and operations.\n,,,,,,,
227,,GRI 302: Energy 2016,,,"Although this topic was not determined to be material through our annual stakeholder engagement process, ANZ still discloses information on this topic. Refer to pages 31-32 and 86 of the 2023 Climate-related Financial Disclosures and the Operational footprint tab of the 2023 ESG Data and Frameworks Pack for relevant disclosures.",,,,,,,
228,,GRI 303: Water and Effluents 2018,,,"Although this topic was not determined to be material through our annual stakeholder engagement process, ANZ still discloses information on this topic. Refer to pages 31-32 and 86 of the 2023 Climate-related Financial Disclosures and the Operational footprint tab of the 2023 ESG Data and Frameworks Pack for relevant disclosures.",,,,,,,
229,,GRI 305: Emissions 2016,,,"Although this topic was not determined to be material through our annual stakeholder engagement process, ANZ still discloses information on this topic. Refer to pages 31-32 and 86 of the 2023 Climate-related Financial Disclosures and the Operational footprint tab of the 2023 ESG Data and Frameworks Pack for relevant disclosures.",,,,,,,
230,,GRI 306: Waste 2020,,,"Although this topic was not determined to be material through our annual stakeholder engagement process, ANZ still discloses information on this topic. Refer to pages 31-32 and 86 of the 2023 Climate-related Financial Disclosures and the Operational footprint tab of the 2023 ESG Data and Frameworks Pack for relevant disclosures.",,,,,,,
231,,GRI 308: Supplier Environmental Assessment 2016,,,"Although this topic was not determined to be material through our annual stakeholder engagement process, ANZ still discloses information on this topic. Refer to pages 52-53 of the 2023 ESG Supplement and the Supply chain tab of the 2023 ESG Data and Frameworks Pack for relevant disclosures.",,,,,,,
232,,GRI 401: Employment 2016,,,"Although this topic was not determined to be material through our annual stakeholder engagement process, ANZ still discloses information on this topic. Refer to pages 61-68 of the 2023 ESG Supplement and the Employees tab of the 2023 ESG Data and Frameworks Pack for relevant disclosures.",,,,,,,
233,,GRI 402: Labor/Management Relations 2016,,,"Although this topic was not determined to be material through our annual stakeholder engagement process, ANZ does consult with employees and the Finance Sector Union in Australia on major operational changes.",,,,,,,
