Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
0,,,,,,,,,,,,,,,GRI Index,SR,AR,CGS,,,,,,,,,,,,,,,,,,,
1,,2.0,General Disclosures,2-1,Organizational details,"Woodside is a global energy company founded in Australia. We provide reliable and affordable energy to help people lead better lives. Driven by a spirit of innovation and determination, we established Australia's liquefied natural gas (LNG) industry 35 years ago and supply a growing customer base.",,,,Woodside,2023.0,,,,,,4,,,,,,,,,,,,,,,,,,,,
2,,2.0,General Disclosures,2-2,Entities included in the organization's sustainability reporting,"Woodside's list of entities includes Woodside Energy Group, Woodside Burrup Pty, and Woodside Energy Global Holdings.",,,,Woodside,2023.0,,,,,,162,,,,,,,,,,,,,,,,,,,,
3,,2.0,General Disclosures,2-3,"Reporting period, frequency, and contact point",The Annual Report 2023 summarizes WoodsideÃ¢ÂÂs operations and activities for the 12 months ended 31 December 2023 and its financial position as of 31 December 2023. Shareholders can communicate directly with Woodside by submitting questions or comments on the Contact Us section of our website.,,,,Woodside,2023.0,,,,,,2,,,,,,,,,,,,,,,,,,,,
4,,2.0,General Disclosures,2-4,Restatements of information,"In 2023, the Board adopted a Mandatory Clawback Policy consistent with the requirements of Section 303.A14 of the New York Stock Exchange Listed Company Manual. Where the Company is required to prepare an accounting restatement due to material non-compliance with any financial reporting requirements under the securities laws, the Company will recoup the erroneously awarded incentive-based compensation by such Mandatory Clawback Policy.",,,,Woodside,2023.0,,,,,,87,,,,,,,,,,,,,,,,,,,,
5,,2.0,General Disclosures,2-5,External assurance,Pricewaterhouse Cooper (PWC) provides external assurance for the FY23 report.,,,,Woodside,2023.0,,,,,,166,,,,,,,,,,,,,,,,,,,,
6,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships","Woodside's strategy is to thrive through the energy transition by building a low-cost, lower-carbon, profitable, resilient, and diversified portfolio. Our pipeline of longer-term opportunities across different commodities supports this. Our significant growth projects, including Sangomar, Scarborough, and Trion, are well-placed to support our customers' demand needs.",,,,Woodside,2023.0,,,,,,8,,,,,,,,,,,,,,,,,,,,
7,,2.0,General Disclosures,2-7,Employees,"Woodside's total employees as of 2023 was 4,610.",,,,Woodside,2023.0,,,,,,,,,,,,https://www.woodside.com/sustainability/sustainability-data-tables/people-data-table,,,,,,,,,,,,,,
8,,2.0,General Disclosures,2-8,Workers who are not employees,"Woodside's non-fixed employees consist of part-time workers and the traineeship program, which totals 296 workers.",,,,Woodside,2023.0,,,,,,,,,,,,https://www.woodside.com/sustainability/sustainability-data-tables/people-data-table,,,,,,,,,,,,,,
9,,2.0,General Disclosures,2-9,Governance structure and composition,"The Board committees of Woodside consist of the Audit & Risk Committee, Human Resource & Compensation Committee, Nomination & Governance Committee, and Sustainability Committee.",,,,Woodside,2023.0,,,,,,,,,,,,Board Charter; 7,,,,,,,,,,,,,,
10,,2.0,General Disclosures,2-10,Nomination and selection of the highest governance body,"The Board manages its succession planning with the assistance of the Nominations & Governance Committee, which annually reviews the Board's size, composition, and diversity. The review considers the Board skills matrix and each director's tenure.",,,,Woodside,2023.0,,,,,,61,,,,,,,,,,,,,,,,,,,,
11,,2.0,General Disclosures,2-11,Chair of the highest governance body,Richard Goyder will be the chairman for the reporting period.,,,,Woodside,2023.0,,,,,,8,,,,,,,,,,,,,,,,,,,,
12,,2.0,General Disclosures,2-12,Role of the highest governance body in overseeing the management of impacts,"The central roles of the Board are to set the strategic direction for the Company, to select and appoint the Managing Director and Chief Executive Officer (CEO), and to oversee the Company's management and business activities.",,,,Woodside,2023.0,,,,,,,,,,,,Board Charter; 1,,,,,,,,,,,,,,
13,,2.0,General Disclosures,2-13,Delegation of responsibility for managing impacts,"The Board delegates the reserve power to the CEO and senior management by appointing and removing the CEO, any other executive Directors and the Company Secretary and determining their remuneration and conditions of service, including any financial incentives.",,,,Woodside,2023.0,,,,,,,,,,,,Board Charter; 1,,,,,,,,,,,,,,
