Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
35,,3.0,Material Topics,3-2,List of material topics,"Xero's material topics are People and Culture; Customers, Partners and Ecosystem; Platform, Technology and Data; Social and Environmental; and Governance.",,,,Xero,2023.0,,,,,,18,,,,,,,,,,,,,,,,,,,,
36,,3.0,Material Topics,3-3,Management of material topics,,,,NO DISCLOSURE,Xero,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,"Xero's FY23 operating revenue increased by 28% to $1.4 billion, contributing to a 45% increase in adjusted EBITDA compared to FY22 to $301.7 million.",,,,Xero,2023.0,,,,,,10,,,,,,,,,,,,,,,,,,,,
38,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Net zero @ Xero,,,Xero,2023.0,"Net zero at Xero represents the company's commitment to achieving carbon neutrality by reducing its carbon footprint and offsetting remaining emissions. Through sustainable practices, innovation, and partnerships, Xero aims to mitigate its environmental impact and contribute to a more sustainable future.",,,,,52,,"Net zero @ Xero, 100% of our carbon emissions, Australian GovernmentÃ¢ÂÂs Climate Active program",2024-07-13 00:00:00,E,,,,,,,,,,,,,,,,
39,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,Xero does not provide any scheme for retirement benefits for non-executive directors other than statutory superannuation.,,,,Xero,2023.0,,,,,,151,,,,,,,,,,,,,,,,,,,,
40,,201.0,Economic Performance,201-04,Financial assistance received from government,"In FY23, Xero achieved $2,130 in government grants to fund product design and development.",,,,Xero,2023.0,,,,,,77,,,,,,,,,,,,,,,,,,,,
41,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,,Gender-pay gap,,,Xero,2023.0,Xero actively addresses the gender pay gap through transparent compensation practices and ongoing analysis to ensure equity across all organisational roles and levels. Xero fosters an inclusive workplace culture that values diversity and equal representation by prioritising fair wages and opportunities for all employees.,,,,,133,,"Gender-pay gap, Gender pay equity, equal pay for equal work",2010-01-02 00:00:00,S,,,,,,,,,,,,,,,,
42,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,,,,NO DISCLOSURE,Xero,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Xero Payroll,,,Xero,2023.0,"In FY23, Xero introduced updates to Xero Payroll in Australia, enhancing its capabilities to seamlessly assist customers in managing compliance. These updates ensure that all three stages of the Single Touch Payroll (STP) Phase 2 transition are available, enabling businesses to navigate regulatory requirements effectively while streamlining their payroll processes. With these advancements, Xero continues to demonstrate its commitment to supporting Australian businesses by providing them with the tools and resources needed to thrive in a constantly evolving regulatory landscape.",,,,,45,,"Xero Payroll, Australia and New Zealand, Single Touch Payroll",9,S,,,,,,,,,,,,,,,,
44,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Rand (ZAR) billing,,,Xero,2023.0,"In response to the needs of its global customer base, Xero expanded its billing options to include Rand (ZAR) billing. This enhancement empowers customers and partners in South Africa to plan for their subscription costs more effectively by providing pricing consistency in their local currency. By offering this flexibility, Xero demonstrates its dedication to supporting businesses worldwide, ensuring accessibility and ease of use for users across diverse geographic regions.",,,,,45,,"Rand (ZAR) billing, South Africa, subscription costs",9,S,,,,,,,,,,,,,,,,
45,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,"In FY23, Xero's community contributions totalled more than $3.5 million, up 57.6% on our FY22 contributions.",,,,Xero,2023.0,,,,,,56,,,,,,,,,,,,,,,,,,,,
46,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,,Social Procurement,,,Xero,2023.0,"Social Procurement at Xero involves sourcing goods and services from suppliers that prioritise social and environmental responsibility, aligning with the company's values of sustainability and ethical business practices. Through this initiative, Xero drives positive social and ecological impact and fosters collaboration with like-minded partners to create a more sustainable and equitable future.",,,,,,,"Social Procurement, XeroÃ¢ÂÂs procurement spend, visibility of businesses",17,S,,https://www.xero.com/au/sustainability/,,,,,,,,,,,,,,
47,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,,eInvoices,,,Xero,2023.0,"eInvoices at Xero streamline procurement practices by digitising the invoicing process, enabling efficient communication and transaction management between suppliers and buyers. This initiative enhances transparency, reduces paperwork, and expedites payment processes, ultimately optimising efficiency and accuracy in procurement operations.",,,,,45,,"eInvoices, autocode, eInvoicing.",17,S,,,,,,,,,,,,,,,,
48,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,"Xero's employees undertake training to ensure they understand our Code of Conduct, including our expected standards around ethics, anti-bribery, and corruption.",,,,Xero,2023.0,,,,,,26,,,,,,,,,,,,,,,,,,,,
49,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,Code of Conduct Training,,,Xero,2023.0,"Code of Conduct Training at Xero ensures employees understand and adhere to the company's ethical standards and values. Through comprehensive education and reinforcement of expected behaviours, Xero cultivates a culture of integrity, accountability, and respect across its workforce.",,,,,26,,"Code of Conduct Training, bribery, corruption, The Code",16,S,,,,,,,,,,,,,,,,
50,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,,,NO DISCLOSURE,Xero,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,,,NO DISCLOSURE,Xero,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
