Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
40,,,,"The accrual methodology used in our emissions measurement is based on the daily average value of the historical period from the start of first available data in the system, multiplied by the number of accrued days in the month. This accrual approach is appropriate for 2023 to normalise the activities volume before and during the COVID pandemic periods during 2020-2021.",Accrual,,,,,,,,,,,
41,,,,26,Greenhouse gas (GHG) emissions,,"Greenhouse gas (GHG) emissions data is calculated based on QBE's business activities and includes emissions from CO2, N2O and CH4. Emissions from HFCs, PFCs, SF6 and biogenic activities are not applicable to QBEÃ¢ÂÂs operations and therefore have not been reported.",1,,,,,,,,
42,,,,27,Carbon neutrality,,"We have maintained carbon neutrality for a defined inventory of emissions related to our global operations. This is achieved by offsetting our residual emissions with certified carbon credits generated from renewable energy and land fire abatement projects. Our defined 2023 inventory does not include all Scope 3 Category 1 emissions due to the inherent challenges of accessing data and quantifying these emissions. In line with our 2023 commitment to commence formal engagement on net-zero progress with large suppliers, setting in place data collection processes and improving access to supply chain data is a focus in 2023. \n\nRefer to the Operational Excellence - Greenhouse Gas Emissions (GHG) by activity table for the defined inventory of emissions related to our operations in each year of reporting from 2018 - 2023.",1,,,,,,,,
43,,,,28,Energy use (GJ),,"Description: Energy use includes electricity usage (both renewable and non-renewable), gas usage and company vehicles fuel consumption across our global operations. \n\nScope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.\n\nUnit: GJ\nMWh electricity usage converted to GJ\nGas usage reported in GJ",1,,,,,,,,
44,,,,29,Renewable electricity use (MWh),,"Description: Renewable electricity includes contractual arrangements for renewable electricity, purchased through Green Power Contractual Agreements, certified renewable electricity through a supplier tariff or the separate purchase of Renewable Energy Certificates. \n\n2023 percentage of renewable electricity is based on RE100 Materiality Threshold guidance and\nexcludes electricity use from countries with small electricity loads (<100 MWh/year), up to a total\nof 500 MWh/year and where it is not feasible to source renewable electricity. \n\nScope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.\n\nUnit: MWh",1,,,,,,,,
45,,,,30,Net-zero emissions on material Scope 3,,"Description: Net-zero emissions on material Scope 3 includes emissions related to business travel, fuel-and energy-related activities and capital goods.\n\nEmissions related to employee commuting is not included in the net-zero emissions on material Scope 3 baseline due to the mode of transport used by employee travelling to work can be influenced by external factors such as govenment provision of public transport, support of electric vehicles and traffic condition and facilities. Any initaititive in reducing emissions related to employee commuting would require alignment between private and government commitments for an orderly transition to net-zero economy.",1,,,,,,,,
46,,,,31,Scope 1 and 2 GHG emissions per Gross Earned Premium,,Description: The sum of Scope 1 and Scope 2 emissions divided by QBE Group's consolidated Gross Earned Premium (USD). \n\nScope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.\n\nUnit: Intensity metric ratio,1,,,,,,,,
47,,,,32,Scope 1 and 2 emissions per FTE,,"Description: The sum of Scope 1 and Scope 2 emissions divided by total QBE Group's total FTE. FTE includes casuals, temporary workers and contractors. The FTE used in 2018-2020 excludes casuals, temporary workers and contractors.\n\nScope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.\n\nUnit: Intensity metric ratio",1,,,,,,,,
48,,,,33,GHG Emissions per GEP,,"Description: Total Scope 1, Scope 2 and Total Selected Scope 3 emissions divided by QBE Group's consolidated Gross Earned Premium (USD).\n\nScope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.\n\nUnit: Intensity metric ratio",1,,,,,,,,
49,,,,34,GHG Emissions per FTE,,"Description: Total Scope 1, Scope 2 and Total Selected Scope 3 emissions divided by QBE Group's total FTE (Full Time Equivalent). FTE includes casuals, temporary workers and contractors. The FTE used in 2018-2020 excludes casuals, temporary workers and contractors.\n\nScope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.\n\nUnit: Intensity metric ratio",1,,,,,,,,
