Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
57,,,,Category 11 Ã¢ÂÂ Use of sold products (not applicable),,,These are emissions related to the end use of goods and services sold by the reporting company. QBE is an insurance company and Scope 3 Ã¢ÂÂ Category 11 Use of Sold Products does not apply to QBE operations.,,,,,,,,,,,,,,,,,,,,,,
58,,,,Category 12 Ã¢ÂÂ End-of-life treatment of sold products \n(not applicable),,,These are emissions related to waste disposal and treatment of products sold by the reporting company at the end of their life. QBE is an insurance company and Scope 3 Ã¢ÂÂ Category 12 End-of-life treatment of Sold Products does not apply to QBE operations.,,,,,,,,,,,,,,,,,,,,,,
59,,,,Category 13 Ã¢ÂÂ Downstream leased assets,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,32,Energy usage from buildings that QBE sublet,,"Description: Emissions from energy usage of buildings that QBE owned/leased and sublet. \n\nEmissions from electricity purchased are measured as:\n(i) Australia Ã¢ÂÂ kWh energy used, multiplied by the NGER purchased electricity emission factor\n(ii) United States - kWh energy used, multiplied by the eGRID energy emission factor.\n(iii) Other countries/regions Ã¢ÂÂ kWh energy used, multiplied by the International Energy Agency (IEA) country emission factors\nThe kWh energy used would be offset by any GreenPower renewable electricity contracts purchased.\n\nScope: Only North America has buildings that QBE owned and sublet. All other offices are leased offices.\n\nUnit:\nEmissions unit: tCO2e.\nUnderlying activity unit Ã¢ÂÂ kWh electricity purchased",,,,,,,,,,,,,,,,,,,,,,
61,,,,Category 14 Ã¢ÂÂ Franchisees (not applicable),,,These are emissions related to operation of franchises not included in Scope 1 and Scope 2 and reported by franchisor. QBE is not a franchise company and therefore Scope 3 Ã¢ÂÂ Category 14 Franchisees does not apply to QBE operations.,,,,,,,,,,,,,,,,,,,,,,
62,,,,Category 15 - Investments,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,33,Investment emissions \n(reported separately - not included in operational scope 3 inventory),,"Description: Attributed emissions related to QBE's investments portfolio. QBE joined the UN-convened Net-Zero Asset Owner Alliance (NZAOA) in 2021. QBE adopted the investment emissions methodology approved by the NZAOA, which is guided by the Partnership for Carbon Accounting Financials (PCAF) financed emissions methodology.\n\nInvestment emissions are not included in the operational Scope 3 inventory presented in the data book.",,,,,,,,,,,,,,,,,,,,,,
64,,,Focus area 2: Enable a sustainable and resilient workforce,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,34,Total number of employees (by gender),,The distribution of employees by gender as at 31 December 2023 as self-recorded in the HR system of record. Includes workers employed on either a full-time or part-time basis as permanent or fixed-term employees; excludes contractors and temporary employees.\n,,,,,,,,,,,,,,,,,,,,,,
66,,,,35,Geographic footprint by division (headcount),,The distribution of employees by division as at 31 December 2023. Includes workers employed on either a full-time or part-time basis as permanent or fixed-term employees; excludes contractors and temporary employees.\n,,,,,,,,,,,,,,,,,,,,,,
67,,,,36,Workforce (%) by employment level and gender,,"The percentage of employees by job level (GEC to level 6) and gender as at 31 December 2023. Includes workers employed on either a full-time or part-time basis as permanent or fixed-term employees; excludes contractors and temporary employees, and excludes persons whose gender is unspecified in the system of record. When breaking down by gender, unspecified is not shown as a separate category as it represents individuals where the field has not been populated.\n\nAt QBE, employee level is determined by role, responsibilities and level of experience required and is maintained in our HR system Workday. Employment Level is a classification scale of all job roles, using a 0 through 6 scale, whereby Level 0 encompasses the most senior leadership roles (i.e., GEC), and Level 6 encompasses the most junior entry-level roles.",,,,,,,,,,,,,,,,,,,,,,
