Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
105,,,Net GHG emissions (carbon neutral) 1,,,0,0,0,0,0,,,,,,,,
106,,,1 Maintain carbon neutrality for a defined inventory of emissions related to our global operations. Refer to the above table for defined inventory in each year of reporting.,,,,,,,,,,,,,,,
107,,,2 Business travel has increased in 2023 due to the opening of international borders and employees have returned to the patterns of travel seen in the years before the COVID pandemic across our major global offices.,,,,,,,,,,,,,,,
108,,,3 In 2023 we changed the assumptions used in the calculation of emissions related to employee commuting. These assumptions are now based on internal employee surveys whereas in the 2022-2019 data they were based on international,,,,,,,,,,,,,,,
109,,,surveys and publications. See Metrics Criteria for more details.,,,,,,,,,,,,,,,
110,,,DNR - Did Not Report,,,,,,,,,,,,,,,
112,,,Key performance indicators - GHG emissions intensity,,,,,,,,,,,,,,,
113,,,tCO2-e GHG EMISSIONS,,% CHANGE FROM PRIOR YEAR,2023,2022,2021,2020,2019,,,,,,,,
114,,,Scope 1 and 2 GHG emissions per Insurance Revenue (US$M),,-0.0864386881333814,0.3704388289190304,0.40548874400355,0.40387335531575114,0.49277657972483263,1.059535158522316,,,,,,,,
115,,,Scope 1 and 2 GHG emissions per FTE,,-0.06859306527538622,0.5540249321249551,0.5948258612533972,0.5802251693049859,0.6085523273505691,1.2415176891016166,,,,,,,,
116,,,GHG emissions per Insurance Revenue (US$M),,0.01589561574948406,1.4559240873302233,1.4331433906780917,0.8822877265499844,1.0972157187528948,2.254730318651384,,,,,,,,
117,,,GHG emissions per FTE,,0.035740249914993694,2.177466779106255,2.1023290147167364,1.2675397838833629,1.355001854239002,2.641995928349799,,,,,,,,
119,,,Insurance Revenue (US$M)1,,,20826.10292866,19067.228520908026,17034.8051176123,14007.618802203911,13256.789465117321,,,,,,,,
120,,,FTE,,,13925,12998,11857.3,11342.7,11313.6,,,,,,,,
121,,,"1 QBE adopted the new AASB 17 Insurance Contracts accounting standard from 1 January 2023, replacing the former AASB 1023 General Insurance Contracts standard. As a result, Insurance Revenue under AASB 17 is used as a denominator for the emissions intensity indicators for 2023, whereas the former AASB 1023 Gross Earned Premium is applied to 2019-2022 indicators. For comparative purposes, the 2022 Scope 1 and 2 GHG emissions per Insurance Revenue is 0.41 and GHG emissions per Insurance Revenue is 1.45.",,,,,,,,,,,,,,,
124,,,Other environmental indicators,,,,,,,,,,,,,,,
125,,,,UNITS,% CHANGE FROM PRIOR YEAR,2023,2022,2021,2020,2019,,,,,,,,
126,,,Stationary energy use,,,,,,,,,,,,,,,
