Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
0,,,,,,,,,,,,,,,GRI Index,SR,AR,CGS,,,,,,,,,,,,,,,,,,,,
1,,2.0,General Disclosures,2-1,Organizational details,"QUBE Holdings is Australia's largest integrated import and export logistics provider, with a market capitalisation of around $5 billion as of 30 June 2023.",,,,QUBE Holdings,2023.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,
2,,2.0,General Disclosures,2-2,Entities included in the organization's sustainability reporting,"In this report, unless otherwise stated, references to ""QUBE Holdings"", the ""QUBE Holdings Group"", ""our"", ""us"", or ""we"" are references to QUBE Holdings Holdings Limited and its controlled entities and exclude QUBE Holdings's interest in Patrick and other joint ventures.",,,,QUBE Holdings,2023.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3,,2.0,General Disclosures,2-3,"Reporting period, frequency, and contact point",This report should be read in conjunction with our FY23 Annual Report prepared for the 12 months from 1 July 2022 to 30 June 2023 to give a complete overview of QUBE Holdings's business.,,,,QUBE Holdings,2023.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,
4,,2.0,General Disclosures,2-4,Restatements of information,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,2.0,General Disclosures,2-5,External assurance,PwC provided the external assurance.,,,,QUBE Holdings,2023.0,,,,,,6,,,,,,,,,,,,,,,,,,,,,
6,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships","Our business comprises two core divisions: the Operating Division and QUBE Holdings's 50 per cent interest in Patrick Terminals, Australia's leading container terminal operator. The Operating Division shall consist of two business units: QUBE Holdings Logistics and Infrastructure and QUBE Holdings Ports and Bulk.",,,,QUBE Holdings,2023.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,
7,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships","In our Plan to Thrive, we describe the three values we believe are our business's heartbeat Ã¢ÂÂ Integrity, Reliability and Inclusion. These shared values lay the foundation of our culture and are what we care about most. They provide a common purpose for us all to work together for a successful future.",,,,QUBE Holdings,2023.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,
8,,2.0,General Disclosures,2-7,Employees,">9,000 Total Workforce (As Of 30 June 2023)",,,,QUBE Holdings,2023.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,
9,,2.0,General Disclosures,2-8,Workers who are not employees,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
