Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
80,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Biodiversity Management,,,Telstra,2023.0,"Modern biodiversity management and restoration relies on data, increasingly collected by sensors and robots and processed by computers. By connecting Australia, Telstra also enables researchers, park rangers, conservation organizations and citizen scientists to carry out their essential work.",,,,71,,,,,"Biodiversity Management, Data Collection, Sensors, Robots","12, 13, 14, 15",E,,,,,,,,,,,,,,,,
81,,304.0,Biodiversity,304-03,Habitats protected or restored,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,Telstra's scope 1 emissions in 2023 were 30.738 tCO2e.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
84,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,Telstra's scope 2 emissions in 2023 were 879.869 tCO2e.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
85,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,Telstra's scope 3 emissions in 2023 were 1.865.812 tCO2e.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
86,,305.0,Emissions,305-04,GHG emissions intensity,Telstra emissions intensity was 42 tCO2e/PB in FY2023. Total Australia emissions (scope 1 & 2) included in emissions intensity is 887.190 tCO2e.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
87,,305.0,Emissions,305-05,Reduction of GHG emissions,,Executive Variable Remuneration Plan,,,Telstra,2023.0,"In FY23, Telstra incorporated Telstra's scope 1+2 absolute emissions reduction target into the performance measures for Telstra's Executive Variable Remuneration Plan (EVP), making it a component of senior executive short-term incentives under Telstra's remuneration structure. It recognizes the critical nature of this target to Telstra's success and each team member's role to achieve it.",,,,57,,,,,"Emissions reduction target, Executive Variable Remuneration Plan, remuneration structure","12, 13, 14, 15",E,,,,,,,,,,,,,,,,
88,,305.0,Emissions,305-06,Emissions of ozone-depleting substances (ODS),,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,305.0,Emissions,305-07,"Nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,306.0,Waste,306-01,Waste generation and significant waste-related impacts,,E-Waste approach,,,Telstra,2023.0,"E-waste is growing three times faster than general waste streams. As a leader in the telecommunications and technology sector, Telstra stepped up its environmental ambition to improve our use of resources, reduce waste going to landfills and create innovative solutions.",,,,72,,,,,"e-waste, telecommunications, technology sector","12, 13, 14, 15",E,,,,,,,,,,,,,,,,
91,,306.0,Waste,306-02,Management of significant waste-related impacts,,Telstra eCycle program,,,Telstra,2023.0,"Telstra is implementing circular economy principles to design product solutions to extend material circulation. It includes initiatives to prolong mobile device lifespans and responsibly recycle devices through the Telstra eCycle program, which collected 632,919 devices this year.",,,,72,,,,,"Circular Economy, Telstra eCycle, Recycling","12, 13, 14, 15",E,,,,,,,,,,,,,,,,
92,,306.0,Waste,306-02,Management of significant waste-related impacts,,PonyUp,,,Telstra,2023.0,"Telstra partners with social enterprise PonyUp for Good to recover Telstra and Telstra client technology and uniforms for reuse or recycling. PonyUp then donates 50 per cent of its profits to SecondBite, Australia's largest fresh food charity.",,,,74,,,,,"PonyUp, reuse, technology","12, 13",E,,,,,,,,,,,,,,,,
93,,306.0,Waste,306-02,Management of significant waste-related impacts,,Smart Modem 3,,,Telstra,2023.0,"Telstra is excited to integrate recycled plastics into its Smart Modem 3, furthering its sustainability initiatives. The company reduced ancillary items, eliminated unnecessary plastics, shifted to black enclosures, and pioneered a proof of concept using plastics from end-of-life modems, demonstrating innovation and environmental commitment.",,,,73,,,,,"Sustainability, recycled plastics, Smart Modem 3","9, 12, 13",E,,,,,,,,,,,,,,,,
94,,306.0,Waste,306-03,Waste generated,Telstra's total Waste generated was 8.473 tonnes.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
95,,306.0,Waste,306-04,Waste diverted from disposal,Telstra's Waste diverted from disposal was 64.26 tonnes.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
96,,306.0,Waste,306-05,Waste directed to disposal,Telstra's Waste directed to disposal was 64.26 tonnes.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
97,,307.0,Environmental Compliance,307-01,Non-compliance with environmental laws and regulations,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,308.0,Supplier Environmental Assessment,308-01,New suppliers that were screened using environmental criteria,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,308.0,Supplier Environmental Assessment,308-02,Negative environmental impacts in the supply chain and actions taken,,Science Based Targets initiative (SBTi),,,Telstra,2023.0,"Telstra is committed to decarbonizing its business and assisting customers and suppliers in the same endeavour, aligning with initiatives such as the United Nations Global Compact's Business Ambition for 1.5ÃÂ°C and the Paris Agreement. This commitment includes setting validated emissions reduction targets by the Science Based Targets initiative (SBTi).",,,,59,,,,,"Decarbonization, United Nations Global Compact, Science Based Targets initiative","8, 9, 12, 13",E,,,,,,,,,,,,,,,,
100,,401.0,Employment,401-01,New employee hires and employee turnover,"Telstra hired 2.703 new employees in 2023, with a 12.7% employee turnover rate.\t",,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
101,,401.0,Employment,401-02,Benefits provided to full-time employees that are not provided to temporary or part-time employees,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,401.0,Employment,401-03,Parental leave,,Enterprise Agreements (EAs),,,Telstra,2023.0,"Telstra's EAs offer industry-leading terms and conditions, including superannuation payment during unpaid parental leave, gender affirmation leave, and 20 days of paid leave for permanent employees affected by family and domestic violence. Furthermore, starting February 2023, Telstra extended these paid arrangements to its casual workforce and introduced discretionary paid leave for employees supporting family members experiencing such violence.",,,,31,,,,,"EAs, Enterprise Agreements, Parental Leave,",9,S,,,,,,,,,,,,,,,,
103,,401.0,Employment,401-03,Parental leave,"The total parental leave at Telstra is 1,579 employees.",,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
104,,402.0,Labor/Management Relations,402-01,Minimum notice periods regarding operational changes,,Appropriate notice with the following legal,,,Telstra,2023.0,"Telstra is committed to providing appropriate notice and following legal, industrial relations and consultation requirements, if any, within the countries implementing a change.",,,GRI Index,,,,,,"Notice, Legal Compliance, Industrial Relations",9,S,,,,,,,,,,,,,,,,
105,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
