Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
76,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,Computershare,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,"The Group Scope 1 emission was 2,053 tCo2.",,,,Computershare,2023.0,,,,,,,,,,,,ESG Report; 38,,,,,,,,,,,,,,
78,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,The Group Scope 2 emission was 36 tCo2.,,,,Computershare,2023.0,,,,,,,,,,,,ESG Report; 38,,,,,,,,,,,,,,
79,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,"The Group Scope 3 emission was 5,688 tCo2.",,,,Computershare,2023.0,,,,,,,,,,,,ESG Report; 38,,,,,,,,,,,,,,
80,,305.0,Emissions,305-04,GHG emissions intensity,The Group emission intensity as of t Co2 per m2 was 0.48.,,,,Computershare,2023.0,,,,,,,,,,,,ESG Report; 38,,,,,,,,,,,,,,
81,,305.0,Emissions,305-05,Reduction of GHG emissions,,Net Zero Program,,,Computershare,2023.0,"Computershare's Net Zero Program is a strategic initiative to achieve carbon neutrality by minimising greenhouse gas emissions. Through comprehensive emission reduction strategies and investments in renewable energy, Computershare actively contributes to the global effort to combat climate change.",,,,,15,,"Net Zero Program, Business Lines, ESG/Net Zero targets",2024-07-13 00:00:00,E,,,,,,,,,,,,,,,,
82,,305.0,Emissions,305-05,Reduction of GHG emissions,,EV charging points,,,Computershare,2023.0,"Computershare's installation of EV charging points underscores its commitment to sustainable transportation solutions, encouraging the adoption of electric vehicles and reducing emissions. By providing convenient access to charging infrastructure, Computershare supports the transition to cleaner mobility options and contributes to environmental stewardship.",,,,,,,"EV charging points, Install charge points, switch to EV",2024-07-13 00:00:00,E,,ESG Report; 33,,,,,,,,,,,,,,
83,,305.0,Emissions,305-05,Reduction of GHG emissions,,EV Office fleet,,,Computershare,2023.0,"Computershare's adoption of an electric vehicle (EV) office fleet exemplifies its dedication to reducing emissions and embracing sustainable transportation solutions. By transitioning to EVs, Computershare minimises its carbon footprint and sets an example for responsible corporate practices promoting clean energy alternatives.\t",,,,,,,"EV Office fleet, new company cars, electric company vehicles",2024-07-13 00:00:00,E,,ESG Report; 33,,,,,,,,,,,,,,
84,,305.0,Emissions,305-05,Reduction of GHG emissions,,Employee homeworking and commuting survey,,,Computershare,2023.0,"Computershare's Employee Homeworking and Commuting Survey facilitates data-driven strategies to reduce emissions by assessing remote work feasibility and commuting patterns. By understanding employee preferences and commuting habits, Computershare can implement targeted initiatives such as telecommuting options or alternative transportation incentives to minimise environmental impact.",,,,,,,"Employee homeworking and commuting survey, Survey people, home is heated",2024-07-13 00:00:00,E,,ESG Report; 33,,,,,,,,,,,,,,
85,,305.0,Emissions,305-05,Reduction of GHG emissions,,Employee transport pass,,,Computershare,2023.0,"Computershare's employee transport pass provides sustainable commuting options, reducing emissions by incentivising public transportation. Computershare encourages its workforce to choose eco-friendly transportation methods by offering convenient access to transit services, contributing to environmental preservation efforts.",,,,,,,"Employee transport pass, Buy public transport, public transport",2024-07-13 00:00:00,E,,ESG Report; 33,,,,,,,,,,,,,,
