Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,Social (01 August - 31 July period),,,,,,,
,Social ,UNIT,GRI REFERENCE,2022-23,2021-22,2020-21,2019-20,COMMENTS
,Information on employees and other workers,,,,,,,
,Number of employees (including Board),,,,,,,
,Total number of employees,#,2-7,915,690,727,880,
,,,,,,,,
,Number of employees (including Board) by geographical region ,,,,,,,
,New South Wales ,%,102-8 (b),0.7420765027322405,0.8347826086956521,0.7180192572214581,0.5772727272727273,
,Queensland ,%,102-8 (b),0.2502732240437158,0.16521739130434782,0.28198074277854196,0.4147727272727273,
,Other,%,102-8 (b),0.01,0,0,0.01,
,,,,,,,,
,Diversity of governance bodies and employees,,,,,,,
,Gender diversity,,,,,,,
,Gender diversity of all employees (including Board),,,,,,,
,Female,#,405-1 (a-i),152,103,92,153,
,,%,,0.16612021857923498,0.1492753623188406,0.1265474552957359,0.17386363636363636,
,Male,#,405-1 (a-i),763,587,635,727,
,,%,,0.833879781420765,0.8507246376811595,0.8734525447042641,0.8261363636363637,
,,,,,,,,
,Gender diversity of Board members,,,,,,,
,Female,#,405-1 (a-i),2,1,1,1,
,,%,,0.2857142857142857,0.2,0.2,0.14285714285714285,
,Male,#,405-1 (a-i),5,4,4,6,
,,%,,0.7142857142857143,0.8,0.8,0.8571428571428571,
,Total Board,,,7,5,5,7,
,,,,,,,,
,Gender diversity of Executive Leadership Team,,,,,,,
,Female,#,405-1 (b-i),1,1,0,2,
,,%,,0.3333333333333333,0.3333333333333333,0,0.2857142857142857,
,Male,#,405-1 (b-i),2,2,2,5,
,,%,,0.6666666666666666,0.6666666666666666,1,0.7142857142857143,
,Total Executive Leadership Team,,,3,3,2,7,
,,,,,,,,
,Gender diversity of senior management ,,,,,,,
,Female,#,405-1 (b-i),1,1,1,13,
,,%,,0.1,0.125,0.09090909090909091,0.2826086956521739,
,Male,#,405-1 (b-i),9,7,10,33,
,,%,,0.9,0.875,0.9090909090909091,0.717391304347826,
,Total senior management,,,10,8,11,46,
,,,,,,,,
,Gender diversity of management ,,,,,,,
,Female,#,405-1 (b-i),19,6,7,4,
,,%,,0.2835820895522388,0.13333333333333333,0.14893617021276595,0.06779661016949153,
,Male,#,405-1 (b-i),48,39,40,55,
,,%,,0.7164179104477612,0.8666666666666667,0.851063829787234,0.9322033898305084,
,Total management,,,67,45,47,59,
,,,,,,,,
,Gender diversity of frontline employees ,,,,,,,
,Female,#,405-1 (b-i),129,94,83,133,
,,%,,0.15579710144927536,0.1494435612082671,0.12537764350453173,0.1747700394218134,
,Male,#,405-1 (b-i),699,535,579,628,
,,%,,0.8442028985507246,0.8505564387917329,0.8746223564954683,0.8252299605781866,
,Total frontline employees,,,828,629,662,761,
,,,,,,,,
,Age diversity,,,,,,,
,Age diversity of all employees,,,,,,,
,Below 30 ,%,405-1 (b-ii),0.1217877094972067,Not reported,Not reported,Not reported,
,30-50 ,%,405-1 (b-ii),0.582122905027933,Not reported,Not reported,Not reported,
,Over 50 ,%,405-1 (b-ii),0.29608938547486036,Not reported,Not reported,Not reported,
,,,,,,,,
,Age diversity of Executive Leadership Team,,,,,,,
,Below 30 ,%,405-1 (b-i),0,Not reported,Not reported,Not reported,
,30-50 ,%,405-1 (b-i),1,Not reported,Not reported,Not reported,
,Over 50 ,%,405-1 (b-i),0,Not reported,Not reported,Not reported,
,,,,,,,,
,Age diversity of senior management ,,,,,,,
,Below 30 ,%,405-1 (b-i),0,Not reported,Not reported,Not reported,
,30-50 ,%,405-1 (b-i),0.5,Not reported,Not reported,Not reported,
,Over 50 ,%,405-1 (b-i),0.5,Not reported,Not reported,Not reported,
,,,,,,,,
,Age diversity of management ,,,,,,,
,Below 30 ,%,405-1 (b-i),0.03,Not reported,Not reported,Not reported,
,30-50 ,%,405-1 (b-i),0.5733333333333334,Not reported,Not reported,Not reported,
,Over 50 ,%,405-1 (b-i),0.4,Not reported,Not reported,Not reported,
,,,,,,,,
,Age diversity of frontline employees ,,,,,,,
,Below 30 ,%,405-1 (b-i),0.1325898389095415,Not reported,Not reported,Not reported,
,30-50 ,%,,0.5824039653035935,Not reported,Not reported,Not reported,
,Over 50 ,%,405-1 (b-i),0.2850061957868649,Not reported,Not reported,Not reported,
,,,,,,,,
,Proportion of senior management hired from the local community ,,,,,,,
,Senior Management at significant locations,,,,,,,
,Percentage of senior management from local community,%,202-2 (a),0.916,0.9090909090909091,Not reported,Not reported,Local is considered within 25km from significant locations.
,Otherwise,%,202-2 (a),0.083,0.09090909090909091,Not reported,Not reported,
,,,,,,,,
,New employee hires,,,,,,,
,Percentage of new employee hires by gender,,,,,,,
,Female ,%,401-1 (b),0.21,Not reported,Not reported,Not reported,
,Male ,%,401-1 (b),0.79,Not reported,Not reported,Not reported,
,,,,,,,,
,Percentage of new employee hires by geographical location,,,,,,,
,New South Wales ,%,401-1 (b),0.26362297496318116,0.14,0.06,0.1,
,Queensland ,%,401-1 (b),0.537117903930131,0.69,0.6,0.53,
,,,,,,,,
,Employee turnover,,,,,,,
,Employee turnover,,,,,,,
,Total rate of employee turnover ,%,401-1 (b),0.13,0.26,0.26,0.3,
,,,,,,,,
,Employee turnover by gender,,,,,,,
,Female ,%,401-1 (b),0.14,0.2,0.57,0.27,
,Male ,%,401-1 (b),0.12,0.27,0.2,0.31,
,,,,,,,,
,Other human resources metrics,,,,,,,
,Current Employees with 25 years tenure or greater,#,New Hope-Specific ,12,7,10,11,
