Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
67,,GRI 403: Occupational Health and Safety 2018,403-9,Work-related injuries,"a. for all employees:\ni. The number and rate of fatalities as a result of work-related injury;\nii. The number and rate of high-consequence work-related injuries (excluding fatalities);\niii. The number and rate of recordable work-related injuries;\niv. The main types of work-related injury;\nv. The number of hours worked.\n\nb. for all workers who are not employees but whose work and/or workplace is controlled by the organisation:\ni. The number and rate of fatalities as a result of work-related injury;\nii. The number and rate of high-consequence work-related injuries (excluding fatalities);\niii. The number and rate of recordable work-related injuries;\niv. The main types of work-related injury;\nv. The number of hours worked.\n\nc. the work-related hazards that pose a risk of high-consequence injury, including:\ni. how these hazards have been determined;\nii. which of these hazards have caused or contributed to high-consequence injuries during the reporting period;\niii. actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls.\n\nd. any actions taken or underway to eliminate other work-related hazards and minimize risks using the hierarchy of controls.\n\ne. whether the rates have been calculated based on 200,000 or 1,000,000 hours worked.\n\nf. whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.\n\ng. any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.","a., b., e., f. and g. 2023 Sustainability Databook - Health and safety tab \n\nc. 2023 Sustainability Databook - Health and safety tab; and 2023 Sustainable Development Report - Health and safety (page 20-27) \n\nd. 2023 Sustainable Development Report - Health and safety (page 20-27)",,,,
68,,GRI 403: Occupational Health and Safety 2018,403-10,Work-related ill health,"a. for all employees:\ni. The number of fatalities as a result of work-related ill health;\nii. The number of cases of recordable work-related ill health;\niii. The main types of work-related ill health.\n\nb. For all workers who are not employees but whose work and/or workplace is controlled by the organisation:\ni. The number of fatalities as a result of work-related ill health;\nii. The number of cases of recordable work-related ill health;\niii. The main types of work-related ill health.\n\nc. The work-related hazards that pose a risk of ill health, including:\ni. how these hazards have been determined;\nii. which of these hazards have caused or contributed to cases of ill health during the reporting period;\niii. actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls.\n\nd. Whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.\n\ne. Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.","a., b., d. and e. 2023 Sustainability Databook - Health and safety tab\n\nc. 2023 Sustainability Databook - Health and safety tab; and 2023 Sustainable Development Report - Health and safety (page 20-27)\n",,,,
69,,People and culture,,,,,,,,
70,,GRI 3: Material Topics 2021,3-3,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\n\nb. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\n\nc. describe its policies or commitments regarding the material topic;\n\nd. describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts;\nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\n\ne. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organisationÃ¢ÂÂs operational policies and procedures;\n\nf. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e., and f. 2023 Sustainable Development Report - People and culture (page 28-33)\n",,,,
71,,GRI 201: Economic Performance 2016,202-1,Ratios of standard entry level wage by gender compared to local minimum wage,"a. when a significant proportion of employees are compensated based on wages subject to minimum wage rules, report the relevant ratio of the entry level wage by gender at significant locations of operation to the minimum wage.\n\nb. when a significant proportion of other workers (excluding employees) performing the organisationÃ¢ÂÂs activities are compensated based on wages subject to minimum wage rules, describe the actions taken to determine whether these workers are paid above the minimum wage.\n\nc. whether a local minimum wage is absent or variable at significant locations of operation, by gender. In circumstances in which different minimums can be used as a reference, report which minimum wage is being used.\n\nd. the definition used for Ã¢ÂÂsignificant locations of operationÃ¢ÂÂ.",,All requirements omitted,Not applicable,"The metric has been interpreted as applicable to an organisation whose pay rates are commensurate at the minimum wage level. Since our employees are paid, in most instances, significantly above minimum wage, this metrics has been determined as not applicable.",
72,,GRI 202: Market Presence 2016,202-2,Proportion of senior management hired from the local community,a. percentage of senior management at significant locations of operation that are hired from the local community.\n\nb. the definition used for Ã¢ÂÂsenior managementÃ¢ÂÂ.\n\nc. the organisationÃ¢ÂÂs geographical definition of Ã¢ÂÂlocalÃ¢ÂÂ.\n\nd. the definition used for Ã¢ÂÂsignificant locations of operationÃ¢ÂÂ.,,All requirements omitted,Information unavailable / incomplete,"Where practicable, we employ local people in the areas in which we operate. \n\nInformation on the proportion of senior management hired from the local community is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
73,,GRI 401: Employment 2016,401-1,New employee hires and employee turnover,"a. total number and rate of new employee hires during the reporting period, by age group, gender and region.\n\nb. total number and rate of employee turnover during the reporting period, by age group, gender and region.",a. 2023 Sustainability Databook - People and culture tab; and 2023 Sustainable Development Report - Our societal contribution (page 46)\n\nb. 2023 Sustainability Databook - People and culture tab\n\n,b. total number of employee turnover,Information unavailable / incomplete,"We currently disclose the percentage and rate of new employee hires and turnover, provided by gender, country and age group breakdown, as well as the total number of employees hired during the reporting period. We aim to improve our disclosures in future years.",
74,,GRI 401: Employment 2016,401-2,Benefits provided to full-time employees that are not provided to temporary or part-time employees,"a. benefits which are standard for full-time employees of the organisation but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum:\ni. life insurance;\nii. health care;\niii. disability and invalidity coverage;\niv. parental leave;\nv. retirement provision;\nvi. stock ownership;\nvii. others.\n\nb. the definition used for Ã¢ÂÂsignificant locations of operationÃ¢ÂÂ.",a. 2023 Sustainability Databook - People and culture tab\n\nb. 2023 Sustainability Databook - Reporting boundaries tab,,,,
75,,GRI 401: Employment 2016,401-3,Parental leave,"a. total number of employees that were entitled to parental leave, by gender.\n\nb. total number of employees that took parental leave, by gender.\n\nc. total number of employees that returned to work in the reporting period after parental\nleave ended, by gender.\n\nd. total number of employees that returned to work after parental leave ended that were\nstill employed 12 months after their return to work, by gender.\n\ne. return to work and retention rates of employees that took parental leave, by gender.","a., b., c., d. and e. 2023 Sustainability Databook - People and culture tab\n",,,,
76,,GRI 402: Labour Management Relations 2016,402-1,Minimum notice periods regarding operational changes,"a. minimum number of weeksÃ¢ÂÂ notice typically provided to employees and their representatives prior to the implementation of significant operational changes that could substantially affect them.\n\nb. for organisations with collective bargaining agreements, report whether the notice period and provisions for consultation and negotiation are specified in collective agreements.","When we need to make a significant operational change or provide notice of termination of employment our processes are, at a minimum, compliant with all local legislation in the jurisdictions where we work. In many cases, we provide notice well in excess of minimum standards, and we always engage with our people as soon as practicable if we identify a requirement to make a significant change to the business. This includes informing employees who may be affected at the time or during the period where we intend to make changes.",,,,
77,,GRI 404: Training and Education 2016,404-1,Average hours of training per year per employee,"Average hours of training that the organisationÃ¢ÂÂs employees have undertaken during the reporting period, by:\ni. gender;\nii. employee category.",,All requirements omitted,Information unavailable / incomplete,"This year we continued to mature our Group training and learning practices to build the necessary capabilities for our employees to be safe, productive and engaged in their roles.\n\nInformation on the average hours of training undertaken by employees is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
78,,GRI 404: Training and Education 2016,404-2,Programs for upgrading employee skills and transition assistance programs,"a. Type and scope of programs implemented, and assistance provided to upgrade employee skills.\n\nb. Transition assistance programs provided to facilitate continued employability and the management of career endings resulting from retirement or termination of employment",2023 Sustainable Development Report - People and culture (page 28-33)\n,b. transition assistance programs provided to facilitate continued employability and the management of career endings resulting from retirement or termination of employment,Information unavailable / incomplete,"Our employees receive benefits that differ across our locations, which may include retirement\nsavings and pension matching programs. Employees have access to our Employee Assistance Program, which offers confidential counselling. \n\nInformation on the transition programs provided to employees is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
79,,GRI 404: Training and Education 2016,404-3,Percentage of employees receiving regular performance and career development reviews,Percentage of total employees by gender and by employee category who received a regular performance and career development review during the reporting period.,2023 Sustainability Databook - People and culture tab\n,,,,
80,,GRI 405: Diversity and Equal Opportunity 2016,405-1,Diversity of governance bodies and employees,"a. percentage of individuals within the organisationÃ¢ÂÂs governance bodies in each of the following diversity categories:\ni. gender;\nii. age group: under 30 years old, 30-50 years old, over 50 years old;\niii. other indicators of diversity where relevant (such as minority or vulnerable groups).\n\nb. percentage of employees per employee category in each of the following diversity categories:\ni. gender;\nii. age group: under 30 years old, 30-50 years old, over 50 years old;\niii. other indicators of diversity where relevant (such as minority or vulnerable groups).","a. 2023 Sustainability Databook - People and culture tab; 2023 Corporate Governance Statement - Board structure, composition, appointments, and education (page 12-16); and 2023 Annual Report - Directors Report (page 72-73)\n\nb. 2023 Sustainability Databook - People and culture tab\n\n\n",,,,
81,,GRI 405: Diversity and Equal Opportunity 2016,405-2,Ratio of basic salary and remuneration of women to men,"a. Ratio of the basic salary and remuneration of women to men for each employee category, by significant locations of operation.\n\nb. The definition used for Ã¢ÂÂsignificant locations of operationÃ¢ÂÂ.",a. 2023 Sustainability Databook - People and culture tab\n\nb. 2023 Sustainability Databook - Reporting boundaries tab,,,,
