Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,,,,,,,Sustainability Databook 2023
3,,ETHICS AND BUSINESS INTEGRITY,,,,,
5,,"We are committed to the highest standards of integrity and accountability. Our values and Code of Business Conduct (Code) guide how we act, work and communicate. Supported by our Speak Up Policy (our global whistleblower policy), we encourage our people to speak up when our values and standards of conduct are not being followed.\n\nRead more about our Speak Up Policy and our EthicsPoint reporting hotline at www.south32.net \nRead more about our corporate governance in our 2023 Corporate Governance Statement available at www.south32.net\n\nThe metrics we use to measure our performance are shown below. \n\n",,,,,
7,,Compliance with applicable laws and regulations,,,,,
9,,"Legal action commenced, continuing or completed against South32(1)",FY23,FY22,FY21,,
10,,Legal action regarding breaches of anti-corruption laws and regulations,-,-,-,,
11,,Legal action regarding breaches of anti-competition laws and regulations,-,-,-,,
12,,Legal action regarding breaches of economic sanctions or anti-money laundering laws and regulations,-,-,-,,
14,,"(1) South32 is not aware of any legal action regarding breaches of anti-corruption, anti-competition, economic sanctions or anti-money laundering laws or regulations.",,,,,
16,,Significant non-compliances with applicable laws and regulations(1)(2),FY23,,,,
17,,Number of significant non-compliances related to health and safety laws and regulations,-,,,,
18,,Number of significant non-compliances related to environment laws and regulations,1(3),,,,
19,,Number of significant non-compliances related to other laws and regulations,-,,,,
21,,"(1) Release of the Global Reporting Initiative (GRI) Universal Standards in 2021 resulted in a change to the reporting guidance for significant non-compliances. In FY23, South32 have applied the new GRI guidance under indicator 2-27. \n(2) South32 define significant non-compliances with laws and regulations based on internal materiality thresholds. This may include non-compliances with laws and regulations that result in significant health, safety, community, reputational, legal, or financial impacts. \n(3) In June 2023, Illawarra Metallurgical Coal (IMC) entered into an enforceable undertaking with the New South Wales Natural Resources Access Regulator (NRAR) for an alleged breach of the Water Management Act 2000. More information can be found in our 2023 Sustainable Development Report available at www.south32.net",,,,,
23,,Fines and prosecutions (US$)(1),FY23,FY22,FY21,FY20,FY19
24,,Value of fines and prosecutions Ã¢ÂÂ health and safety,-,-,769,-,45730
25,,Value of fines and prosecutions Ã¢ÂÂ environment,-,260000,11205,-,23719
26,,Value of fines and prosecutions Ã¢ÂÂ other,-,-,-,-,-
28,,"(1) Release of the GRI Universal Standards in 2021 resulted in a change to the reporting guidance for significant fines and non-compliances. In FY23, South32 have applied the new GRI guidance under indicator 2-27. Fines reported from FY23 relate to any significant non-compliances with applicable laws and regulations reported in the respective table. Fines incurred in prior financial years were disclosed based on materiality at that point in time as per the superseded GRI guidance.",,,,,
30,,Non-monetary sanctions(1),FY23,,,,
31,,Number of non-monetary sanctions Ã¢ÂÂ health and safety,-,,,,
32,,Number of non-monetary sanctions Ã¢ÂÂ environment,1(2),,,,
33,,Number of non-monetary sanctions Ã¢ÂÂ other,-,,,,
35,,"(1) Release of the Global Reporting Initiative (GRI) Universal Standards in 2021 resulted in a change to the reporting guidance for significant non-compliances. In FY23, South32 have applied the new GRI guidance under indicator 2-27. Non-monetary sanctions reported in this table relate to any significant non-compliances with applicable laws and regulations reported in the respective table. \n(2) In June 2023, Illawarra Metallurgical Coal (IMC) entered into an enforceable undertaking with the New South Wales Natural Resources Access Regulator (NRAR) for an alleged breach of the Water Management Act 2000. More information can be found in our 2023 Sustainable Development Report available at www.south32.net",,,,,
37,,Transparency InternationalÃ¢ÂÂs Corruption Perception Index,,,,,
39,,Transparency International's Corruption Perception Index,FY23,FY22,FY21,,
40,,Production in countries in the 20 lowest rankings in Transparency InternationalÃ¢ÂÂs Corruption Perception Index(1),Nil,Nil,Nil,,
42,,(1) South32 does not operate in any of the 20 lowest countries ranked in the Transparency International's Corruption Perception Index.,,,,,
