Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
87,,GRI 413: Local Communities 2016,413-1,"Operations with local community engagement, impact assessments, and development programs","a. percentage of operations with implemented local community engagement, impact assessments, \nand/or development programs, including the use of: \ni. social impact assessments, including gender impact assessments, based on participatory processes; \nii. environmental impact assessments and ongoing monitoring; \niii. public disclosure of results of environmental and social impact assessments; \niv. local community development programs based on local communitiesÃ¢ÂÂ needs; \nv. stakeholder engagement plans based on stakeholder mapping; \nvi. broad based local community consultation committees and processes that include vulnerable groups; \nvii. works councils, occupational health and safety committees and other worker representation bodies to deal with impacts;\nviii. formal local community grievance processes.",a. 2023 Sustainability Databook - Partnering with communities tab; and 2023 Sustainable Development Report - Partnering with communities (page 35-40),,,,
88,,GRI 413: Local Communities 2016,413-2,Operations with significant actual and potential negative impacts on local communities,"a. operations with significant actual and potential negative impacts on local communities, including:\ni. the location of the operations;\nii. the significant actual and potential negative impacts of operations.",,All requirements omitted,Information unavailable / incomplete,"We understand that mining has the potential to have both positive and negative impacts on communities. We are committed to improving peopleÃ¢ÂÂs lives and seek to create and sustain social, environmental and economic value wherever we operate.\n\nInformation on the total number of operations with significant actual and potential impact on local communities is currently unavailable. We are working to improve our reporting boundaries for this metric and aim to improve our disclosures in future years.",
89,,GRI G4: Mining and Metals Sector Supplement 2010,MM5,"Total number of operations taking place in or adjacent to Indigenous peoplesÃ¢ÂÂ territories, and number and percentage of operations or sites where there are formal agreements with indigenous peoplesÃ¢ÂÂ communities",2.4. report the number of sites on or adjacent to indigenous territories \n\n2.5. report the number or percentage of these sites covered by formal benefit agreements or community development plans with indigenous communities.,2023 Sustainability Databook - Partnering with communities tab,,,,
90,,GRI G4: Mining and Metals Sector Supplement 2010,MM6,"Number and description of significant disputes related to land use, customary rights of local communities and indigenous peoples","2.1 identify significant disputes relating to land or resource use of local communities and Indigenous Peoples associated with current, planned or proposed future operations of the reporting organisation. The criteria for classifying disputes as Ã¢ÂÂsignificantÃ¢ÂÂ should be reported. \n\n2.2 report the number of these disputes, and describe their nature.",No significant disputes reported in FY23. \n2023 Sustainability Databook - Partnering with communities tab\n,,,,
91,,GRI G4: Mining and Metals Sector Supplement 2010,MM7,"The extent to which grievance mechanisms were used to resolve disputes relating to land use, customary rights of local communities and indigenous peoples, and the outcomes","2.1 refer to the disputes relating to land or resource use of local communities and Indigenous Peoples as reported in MM6.\n\n2.2 report the status of the disputes and actions taken, including the use and outcome of any grievance procedures.",No significant disputes reported in FY23.,,,,
92,,GRI G4: Mining and Metals Sector Supplement 2010,MM8,"Number (and percentage) of company operating sites where artisanal and small-scale mining takes place on, or adjacent to, the site; the associated risks and the actions taken to manage and mitigate these risks","2.1 identify where ASM takes place on or adjacent to company sites, or presents risks to the companyÃ¢ÂÂs operations.\n\n2.2 report these sites as a number and as a percentage of the companyÃ¢ÂÂs total operating sites.\n\n2.3 report the nature of the risks and the actions taken to manage and mitigate them.",2023 Sustainability Databook - Partnering with communities tab\nSouth32 does not have artisanal and small-scale mining (ASM) at our operations. \n,,,,
93,,GRI G4: Mining and Metals Sector Supplement 2010,MM9,"Sites where resettlements took place, the number of households resettled in each, and how their livelihoods were affected in the process","2.1 identify sites where resettlement of a community occurred.\n\n2.2 report the number of households involved in any resettlement program. If available, the number of individuals or an informed estimate can also be reported.\n\n2.3 report the consultation processes and measures put in place to re-establish the affected community, to mitigate any impacts of relocation, and the outcomes in terms of livelihoods, including sustainable land use.\n\n2.4 report any significant disputes related to resettlement and the processes employed to resolve outstanding issues.",2023 Sustainability Databook - Partnering with communities tab\nSouth32 has not caused or contributed to any involuntary resettlements in FY23.,,,,
94,,South32 indicator,,Community complaints,"Total number of community complaints received and percentage resolved during the reporting period, broken down by complaint category.",2023 Sustainability Databook - Partnering with communities tab,,,,
95,,South32 indicator,,Employees that have undertaken cultural awareness training,Total number of employees that have undertaken cultural awareness training during the reporting year.,2023 Sustainability Databook - Partnering with communities tab; and 2023 Sustainability Databook - Human Rights tab,,,,
96,,Our societal contribution,,,,,,,,
