Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
45,,GRI 2: General Disclosures 2021,2-30,Collective bargaining agreements,"a. report the percentage of total employees covered by collective bargaining agreements;\n\nb. for employees not covered by collective bargaining agreements, report whether the organisation determines their working conditions and terms of employment based on collective bargaining agreements that cover its other employees or based on collective bargaining agreements from other organisations.",2023 Sustainability Databook - People and culture tab\n\nb. Employees not covered by collective bargaining agreements are provided contracts of employment compliant with the statutory obligations of each jurisdiction.,,,,
47,,GRI 3: Material Topics 2021,,,,,,,,
48,,,,,,,OMISSION,,,
49,,Standard,Disclosure title,,Disclosure requirements,Reference location or explanation,Requirements omitted,Reason,Explanation,
50,,GRI 3: Material Topics 2021,3-1,Process to determine material topics,"a. describe the process it has followed to determine its material topics, including:\ni. how it has identified actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights, across its activities and business relationships;\nii. how it has prioritized the impacts for reporting based on their significance;\n\nb. specify the stakeholders and experts whose views have informed the process of determining its material topics.","a. and b. 2023 Sustainable Development Report - About this report (inside front cover), Materiality assessment (page 16) and Sustainability reporting (page 18)",,,,
51,,GRI 3: Material Topics 2021,3-2,List of material topics,a. list its material topics;\n\nb. report changes to the list of material topics compared to the previous reporting period.,a. 2023 Sustainable Development Report - Our sustainability approach (page 13 and 16); \n\nb. 2023 Sustainable Development Report - About this report (inside front cover); and 2023 Sustainable Development Report - Materiality assessment (page 16),,,,
52,,GRI 3: Material Topics 2021,3-3,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\n\nb. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\n\nc. describe its policies or commitments regarding the material topic;\n\nd. describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts;\nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\n\ne. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organisationÃ¢ÂÂs operational policies and procedures;\n\nf. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).",Response to GRI 3-3 is provided for each material topic within the material topic-specific disclosures index below.,,,,
54,,Material Topic-Specific Disclosures,,,,,,,,
55,,,,,,,OMISSION,,,
56,,Standard,Disclosure title,,Disclosure requirements,Reference location or explanation,Requirements omitted,Reason,Explanation,
57,,Health and safety,,,,,,,,
58,,GRI 3: Material Topics 2021,3-3,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\n\nb. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\n\nc. describe its policies or commitments regarding the material topic;\n\nd. describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts;\nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\n\ne. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organisationÃ¢ÂÂs operational policies and procedures;\n\nf. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e., and f. 2023 Sustainable Development Report - Health and safety (page 20-27); our Code of Business Conduct (and Speak Up Policy), and Health and Safety available at www.south32.net\n\n",,,,
59,,GRI 403: Occupational Health and Safety 2018,403-1,Occupational health and safety management system,"a. a statement of whether an occupational health and safety management system has been implemented, including whether:\ni. the system has been implemented because of legal requirements and, if so, a list of the requirements;\nii. the system has been implemented based on recognized risk management and/or management system standards/guidelines and, if so, a list of the standards/guidelines.\n\nb. a description of the scope of workers, activities, and workplaces covered by the occupational health and safety management system, and an explanation of whether and, if so, why any workers, activities, or workplaces are not covered.",a. and b. 2023 Sustainable Development Report - Health and safety (page 20-27); 2023 Sustainability Databook - Health and safety tab; and Health and Safety available at www.south32.net,,,,
60,,GRI 403: Occupational Health and Safety 2018,403-2,"Hazard identification, risk assessment, and incident investigation","a. a description of the processes used to identify work-related hazards and assess risks on a routine and non-routine basis, and to apply the hierarchy of controls in order to eliminate hazards and minimize risks, including:\ni. how the organisation ensures the quality of these processes, including the competency of persons who carry them out;\nii. how the results of these processes are used to evaluate and continually improve the occupational health and safety management system.\n\nb. a description of the processes for workers to report work-related hazards and hazardous situations, and an explanation of how workers are protected against reprisals.\n\nc. a description of the policies and processes for workers to remove themselves from work situations that they believe could cause injury or ill health, and an explanation of how workers are protected against reprisals.\n\nd. a description of the processes used to investigate work-related incidents, including the processes to identify hazards and assess risks relating to the incidents, to determine corrective actions using the hierarchy of controls, and to determine improvements needed in the occupational health and safety management system.","a., b., c. and d. 2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net\n\n",,,,
61,,GRI 403: Occupational Health and Safety 2018,403-3,Occupational health services,"a. a description of the occupational health servicesÃ¢ÂÂ functions that contribute to the identification and elimination of hazards and minimization of risks, and an explanation of how the organisation ensures the quality of these services and facilitates workersÃ¢ÂÂ access to them.",2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net\n\n,,,,
62,,GRI 403: Occupational Health and Safety 2018,403-4,"Worker participation, consultation and communication on occupational health and safety","a. a description of the processes for worker participation and consultation in the development, implementation, and evaluation of the occupational health and safety management system, and for providing access to and communicating relevant information on occupational health and safety to workers.\n\nb. where formal joint management-worker health and safety committees exist, a description of their responsibilities, meeting frequency, decision-making authority, and whether and, if so, why any workers are not represented by these committees.","a. and b., 2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net\n\n",,,,
63,,GRI 403: Occupational Health and Safety 2018,403-5,Worker training on occupational health and safety,"a. a description of any occupational health and safety training provided to workers, including generic training as well as training on specific work-related hazards, hazardous activities, or hazardous situations.",2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net\n\n,,,,
64,,GRI 403: Occupational Health and Safety 2018,403-6,Promotion of worker health,"a. an explanation of how the organisation facilitates workersÃ¢ÂÂ access to non-occupational medical and healthcare services, and the scope of access provided.\n\nb. a description of any voluntary health promotion services and programs offered to workers to address major non-work-related health risks, including the specific health risks addressed, and how the organisation facilitates workersÃ¢ÂÂ access to these services and programs.",a. and b. 2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net\n\n,,,,
65,,GRI 403: Occupational Health and Safety 2018,403-7,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,"a. a description of the organisationÃ¢ÂÂs approach to preventing or mitigating significant negative occupational health and safety impacts that are directly linked to its operations, products, or services by its business relationships, and the related hazards and risks.",2023 Sustainable Development Report - Health and safety (page 20-27); Health and Safety available at www.south32.net; Sustainability and Business Conduct - Minimum Supplier Requirements at www.south32.net; and 2023 Sustainable Development Report - Responsible value chain (page 57-61),,,,
66,,GRI 403: Occupational Health and Safety 2018,403-8,Workers covered by an occupational health and safety management system,"a. if the organisation has implemented an occupational health and safety management system based on legal requirements and/or recognized standards/guidelines:\ni. the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organisation, who are covered by such a system;\nii. the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organisation, who are covered by such a system that has been internally audited;\niii. the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organisation, who are covered by such a system that has been audited or certified by an external party.\n\nb. whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.\n\nc. any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.",a.i. and a.ii. 2023 Sustainable Development Report - Health and safety (page 20-27); 2023 Sustainability Databook - Health and safety tab\n\na.iii. and b. Refer to omission explanation provided. \n\nc. 2023 Sustainability Databook - Health and safety tab,"a.i, a.ii, a.iii, and b., the number and percentage of workers who are not employees but whose work and/or workplace is controlled by the organisation.",Information unavailable / incomplete,"Our internal health and safety standards apply to all South32 employees, contractors and visitors, across our operations, functions, projects and exploration activities where we have operational control.\n\nInformation on our contractor workforce composition is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
