Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
0,,,,,,,,,Sustainability Databook 2023,
3,,GLOBAL REPORTING INITIATIVE (GRI) INDEX,,,,,,,,
5,,This tab is subject to assurance by KPMG - refer to the Assurance tab for further information.,,,,,,,,
7,,This table demonstrates South32's reporting in accordance with the GRI Sustainability Reporting Standards for period 1 July 2022 to 30 June 2023.,,,,,,,,
9,,GRI 2: General Disclosures 2021,,,,,,,,
10,,,,,,,OMISSION,,,
11,,Standard,Disclosure title,,Disclosure requirements,Reference location or explanation,Requirements omitted,Reason,Explanation,
12,,The organisation and its reporting practices,,,,,,,,
13,,GRI 2: General Disclosures 2021,2-1,Organisational details,a. report its legal name;\n\nb. report its nature of ownership and legal form;\n\nc. report the location of its headquarters;\n\nd. report its countries of operation.,a. 2023 Sustainable Development Report - About this report (inside front cover)\n\nb. 2023 Annual Report - Shareholder Information (page 178-180)\n\nc. and d. 2023 Sustainable Development Report - Where we operate (page 6-7)\n,,,,
14,,GRI 2: General Disclosures 2021,2-2,Entities included in the organisation's sustainability reporting,"a. list all its entities included in its sustainability reporting;\n\nb. if the organisation has audited consolidated financial statements or financial information filed on public record, specify the differences between the list of entities included in its financial reporting and the list included in its sustainability reporting;\n\nc. if the organisation consists of multiple entities, explain the approach used for consolidating the information, including:\ni. whether the approach involves adjustments to information for minority interests;\nii. how the approach takes into account mergers, acquisitions, and disposal of entities or parts of entities;\niii. whether and how the approach differs across the disclosures in this Standard and across material topics.",a. and c. 2023 Sustainability Databook - reporting boundaries tab\n\nb. Financial information is presented on the basis described in note 2 to the financial statements (Basis of\npreparation) on page 110 of our 2023 Annual Report available at www.south32.net,,,,
15,,GRI 2: General Disclosures 2021,2-3,"Reporting period, frequency and contact point","a. specify the reporting period for, and the frequency of, its sustainability reporting;\n\nb. specify the reporting period for its financial reporting and, if it does not align with the period for its sustainability reporting, explain the reason for this;\n\nc. report the publication date of the report or reported information;\n\nd. specify the contact point for questions about the report or reported information.","a. The reporting period is 1 July 2022 to 30 June 2023. 2023 Sustainable Development Report - About this report (inside front cover); and 2023 Sustainability Databook - Home tab - Disclaimer\n\nb. Financial and sustainability reporting periods are aligned. 2023 Annual Report - Financial Report (pages 104-167); and 2023 Annual Report - About this report (inside front cover) \n\nc. Publish dates are announced in our Exchange releases, available at www.south32.net\n\nd. All questions relating to our Annual Reporting Suite can be directed to South32ESG@South32.net",,,,
16,,GRI 2: General Disclosures 2021,2-4,Restatements of information,"a, report restatements of information made from previous reporting periods and explain:\ni. the reasons for the restatements;\nii. the effect of the restatements.\n","a. Where relevant, restatements are disclosed in the footnotes of the relevant tables within the 2023 Sustainability Databook and respective reports.",,,,
17,,GRI 2: General Disclosures 2021,2-5,External assurance,"a. describe its policy and practice for seeking external assurance, including whether and how the highest governance body and senior executives are involved;\n\nb. if the organisationÃ¢ÂÂs sustainability reporting has been externally assured:\ni. provide a link or reference to the external assurance report(s) or assurance statement(s);\nii. describe what has been assured and on what basis, including the assurance standards used, the level of assurance obtained, and any limitations of the assurance process;\niii. describe the relationship between the organisation and the assurance provider.",a. 2023 Sustainable Development Report - Sustainability reporting (page 18)\n\nb. Refer to the Independent Assurance Report to the Directors of South32 Limited available in the 2023 Sustainability Databook - Assurance tab. \n,,,,
18,,GRI 2: General Disclosures 2021,2-6,"Activities, value chain and other business relationships","a. report the sector(s) in which it is active;\n\nb. describe its value chain, including:\ni. the organisationÃ¢ÂÂs activities, products, services, and markets served;\nii. the organisationÃ¢ÂÂs supply chain;\niii. the entities downstream from the organisation and their activities;\n\nc. report other relevant business relationships;\n\nd. describe significant changes in 2-6-a, 2-6-b, and 2-6-c compared to the previous\nreporting period.",a. 2023 Sustainable Development Report - About us (page 4)\n\nb. and d. 2023 Sustainable Development Report - Our business model (page 8-9); 2023 Sustainable Development Report - Where we operate (page 6-7); 2023 Sustainable Development Report - Responsible value chain (page 57-61); 2023 Annual Report - Where we operate (page 8-9); 2023 Annual Report - Our commodities (page 14-15); 2023 Modern Slavery Statement (page 8-9); and 2023 Sustainability Databook - Modern Slavery Statement metrics tab\n\nc. and d. 2023 Annual Report - Financial and operational performance summary (page 38-62); and 2023 Sustainability Databook - Industry Associations tab; 2023 Sustainability Databook - Reporting boundaries tab\n,,,,
19,,GRI 2: General Disclosures 2021,2-7,Employees,"a. report the total number of employees, and a breakdown of this total by gender and by region;\n\nb. report the total number of:\ni. permanent employees, and a breakdown by gender and by region;\nii. temporary employees, and a breakdown by gender and by region;\niii. non-guaranteed hours employees, and a breakdown by gender and by region;\niv. full-time employees, and a breakdown by gender and by region;\nv. part-time employees, and a breakdown by gender and by region;\n\nc. describe the methodologies and assumptions used to compile the data, including whether the numbers are reported:\ni. in head count, full-time equivalent (FTE), or using another methodology;\nii. at the end of the reporting period, as an average across the reporting period, or using another methodology;\n\nd. report contextual information necessary to understand the data reported under 2-7-a and 2-7-b;\n\ne. describe significant fluctuations in the number of employees during the reporting period and between reporting periods.","a. and b. 2023 Sustainability Databook - People and culture tab\n\nc. Data measured as headcount for direct South32 employees only, as at 30 June 2023. \n\nd. and e. contextual information and year on year fluctuations are detailed in the footnotes as appropriate in the 2023 Sustainability Databook - People and culture tab.",,,,
20,,GRI 2: General Disclosures 2021,2-8,Workers who are not employees,"a. report the total number of workers who are not employees and whose work is controlled by the organisation and describe:\ni. the most common types of worker and their contractual relationship with the organisation;\nii. the type of work they perform;\n\nb. describe the methodologies and assumptions used to compile the data, including whether the number of workers who are not employees is reported:\ni. in head count, full-time equivalent (FTE), or using another methodology;\nii. at the end of the reporting period, as an average across the reporting period, or using another methodology;\n\nc. describe significant fluctuations in the number of workers who are not employees during the reporting period and between reporting periods.",,All requirements are omitted,Information unavailable / incomplete,Information on our contractor workforce composition is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.,
21,,Governance,,,,,,,,
22,,GRI 2: General Disclosures 2021,2-9,Governance structure and composition,"a. describe its governance structure, including committees of the highest governance body;\n\nb. list the committees of the highest governance body that are responsible for decision making on and overseeing the management of the organisationÃ¢ÂÂs impacts on the economy, environment, and people;\n\nc. describe the composition of the highest governance body and its committees by:\ni. executive and non-executive members;\nii. independence;\niii. tenure of members on the governance body;\niv. number of other significant positions and commitments held by each member, and the nature of the commitments;\nv. gender;\nvi. under-represented social groups;\nvii. competencies relevant to the impacts of the organisation;\nviii. stakeholder representation.","a. 2023 Corporate Governance Statement - Our corporate governance framework (page 4);\n\nb. 2023 Corporate Governance Statement - Board Committees (page 8-11); and Sustainability Committee Terms of Reference available at www.south32.net\n\nc. 2023 Corporate Governance Statement - Board structure, composition, appointments and education (page 12-16); 2023 Annual Report - Board of Directors (page 66-70); and 2023 Annual Report - Directors' Report (page 71-75)",,,,
23,,GRI 2: General Disclosures 2021,2-10,Nomination and selection of the highest governance body,"a. describe the nomination and selection processes for the highest governance body and its committees;\n\nb. describe the criteria used for nominating and selecting highest governance body members, including whether and how the following are taken into consideration:\ni. views of stakeholders (including shareholders);\nii. diversity;\niii. independence;\niv. competencies relevant to the impacts of the organisation.",a. and b. 2032 Corporate Governance Statement - Director appointment process and Board renewal (page 16); and Board Charter available at www.south32.net,,,,
24,,GRI 2: General Disclosures 2021,2-11,Chair of the highest governance body,"a. report whether the chair of the highest governance body is also a senior executive in the organisation;\n\nb. if the chair is also a senior executive, explain their function within the organisationÃ¢ÂÂs management, the reasons for this arrangement, and how conflicts of interest are prevented and mitigated.",a. and b. Chair is an Independent Non-Executive Director. 2023 Corporate Governance Statement - Our Board (page 5); 2023 Annual Report - Board of Directors (page 66); and Board Charter available at www.south32.net\n\n\n,,,,
