Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,Sustainability Databook 2023,,
,,,,,,,,
,,,,,,,,
,HEALTH AND SAFETY,,,,,,,
,,,,,,,,
,This material topic is subject to assurance by KPMG - refer to the Assurance tab for further information.,,,,,,,
,,,,,,,,
,"Nothing is more important than the health, safety and wellbeing of our people. We are committed to working together safely, and continuously improving how we work by embedding safe and sustainable business practices throughout our business and work routines every day.

Incident classification definitions are applied uniformly across our workforce. We have adopted the United States Government Occupational Safety and Health Administration (OSHA) and the ICMM guidelines for the recording and reporting of occupational injuries and illnesses. 

We use leading and lagging indicators to measure our health and safety performance, and disclose incidents where South32 controls the work location or the work activity - shown in the tables below.",,,,,,,
,,,,,,,,
,Workforce data,,,,,,,
,,,,,,,,
,Headcount,FY23,FY22,FY21,FY20,FY19,,
,Employees(1),9616,9096,9074,14554,14244,,
,,,,,,,,
,(1) Employee numbers are direct employees and exclude Non-Executive Directors except where stated otherwise. ,,,,,,,
,,,,,,,,
,Millions of hours worked(1),FY23,FY22,FY21,FY20,FY19,,
,Hours worked (millions of hours) - total,37.33388,34.0333574,48.5771,53.879449,57.94259877,,
,Hours worked (millions of hours) - employees,18.317039,17.1808634,23.790893,26.532963,27.77131377,,
,Hours worked (millions of hours) - contractors,19.016841,16.852494,24.786207,27.346486,30.171285,,
,,,,,,,,
,"(1) The total number of hours worked carrying out activities within the scope of South32's reporting boundaries. Exposure hours reflect actual hours worked and is primarily sourced from payroll data, site access systems and contractor timesheets. ",,,,,,,
,,,,,,,,
,Health and safety performance,,,,,,,
,,,,,,,,
,Fatalities(1)(2),FY23,FY22,FY21,FY20,FY19,,
,Fatalities from safety incidents – total,2(3),1,1,1,-,,
,Fatalities from health incidents – total,-,-,-,-,-,,
,"Fatality frequency (per 1,000,000 hours worked) – total(1)",0.05357064414413932,0.03,0,0,0,,
,Fatalities from safety incidents – employees,2(3),-,-,-,-,,
,Fatalities from health incidents – employees,-,-,-,-,-,,
,"Fatality frequency (per 1,000,000 hours worked) – employees(1)",0.05357064414413932,-,-,-,-,,
,Fatalities from safety incidents – contractors,-,1,1,1,-,,
