Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
107,,Human rights,,,,,,,,
108,,GRI 3: Material Topics 2021,3-3,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\n\nb. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\n\nc. describe its policies or commitments regarding the material topic;\n\nd. describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts;\nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\n\ne. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organisationÃ¢ÂÂs operational policies and procedures;\n\nf. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e. and f. 2023 Sustainable Development Report - Human rights (page 52-56); and Our Approach to Human Rights available at www.south32.net",,,,
109,,GRI 407: Freedom of Association and Collective Bargaining 2016,407-1,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,a. operations and suppliers in which workersÃ¢ÂÂ rights to exercise freedom of association or collective bargaining may be violated or at significant risk either in terms of:\ni. type of operation (such as manufacturing plant) and supplier;\nii. countries or geographic areas with operations and suppliers considered at risk.\n\nb. measures taken by the organisation in the reporting period intended to support rights to exercise freedom of association and collective bargaining.,,All requirements omitted,Information unavailable / incomplete,"Our approach to managing employee relations is set out in our global Employee Relations Framework. As a member of the International Labour Organisation, we respect international labour standards and seek to comply with local labour laws and regulations. We engage in collective labour negotiations where appropriate, working to ensure mutually beneficial outcomes. \n\nInformation on the operations and suppliers in which the right to freedom of association and collective bargaining may be at risk is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosure in future years.",
110,,GRI 408: Child Labour 2016,408-1,Operations and suppliers at significant risk for incidents of child labour,a. operations and suppliers considered to have significant risk for incidents of:\ni. child labour;\nii. young workers exposed to hazardous work.\n\nb. operations and suppliers considered to have significant risk for incidents of child labour either in terms of:\ni. type of operation (such as manufacturing plant) and supplier;\nii. countries or geographic areas with operations and suppliers considered at risk.\n\nc. measures taken by the organisation in the reporting period intended to contribute to the effective abolition of child labour.,a. and b. 2023 Sustainability Databook - Human rights tab\n\nc. 2023 Sustainable Development Report - Human Rights (page 52-56); and 2023 Modern Slavery Statement,Suppliers at significant risk for incidents of child labour,Information unavailable / incomplete,"We conduct ongoing human rights due diligence across our operations and business relationships to help us identify, assess, mitigate and remediate where we are responsible for any involvement in human rights risks.\n\nInformation on our suppliers at significant risk for incidents of child labour is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosure in future years.",
111,,GRI 419: Forced or Compulsory Labour 2016,409-1,Operations and suppliers at significant risk for incidents of forced or compulsory labour,a. operations and suppliers considered to have significant risk for incidents of forced or compulsory labour either in terms of:\ni. type of operation (such as manufacturing plant) and supplier; \nii. countries or geographic areas with operations and suppliers considered at risk.\n\nb. measures taken by the organisation in the reporting period intended to contribute to the elimination of all forms of forced or compulsory labour.,a. 2023 Sustainability Databook - Human rights tab\n\nb. 2023 Sustainable Development Report - Human Rights (page 52-56); and 2023 Modern Slavery Statement,Suppliers at significant risk for incidents of forced or compulsory labour,Information unavailable / incomplete,"We conduct ongoing human rights due diligence across our operations and business relationships to help us identify, assess, mitigate and remediate where we are responsible for any involvement in human rights risks.\n\nInformation on our suppliers at significant risk for incidents of forced or compulsory labour is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosure in future years.",
112,,GRI 410: Security Practices 2016,410-1,Security personnel trained in human rights policies or procedures,a. percentage of security personnel who have received formal training in the organisationÃ¢ÂÂs human rights policies or specific procedures and their application to security.\n\nb. whether training requirements also apply to third-party organisations providing security personnel.,a. and b. Number of employees and external security personnel training during the financial year provided in our 2023 Sustainability Databook - Human rights tab\n,,,,
113,,GRI 412: Human Rights Assessment 2016,412-1,Operations that have been subject to human rights reviews or impact assessments,"a. total number and percentage of operations that have been subject to human rights reviews or human rights impact assessments, by country.",2023 Sustainability Databook - Human rights tab,,,,
114,,GRI 412: Human Rights Assessment 2016,412-2,Employee training on human rights policies or procedures,a. total number of hours in the reporting period devoted to training on human rights policies or procedures concerning aspects of human rights that are relevant to operations.\n\nb. percentage of employees trained during the reporting period in human rights policies or procedures concerning aspects of human rights that are relevant to operations.,2023 Sustainability Databook - Human rights tab\nNumber of completions reported.,Percentage of employees trained and total number of hours relating to human rights policies or procedures,Information unavailable / incomplete,We currently disclose the number of employees who have completed various human rights trainings within our Sustainability Databook - Human rights tab. We are working to improve our data collection processes and aim to improve our disclosure in future years. \n\n,
115,,GRI 412: Human Rights Assessment 2016,412-3,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,a. total number and percentage of significant investment agreements and contracts that include human rights clauses or that underwent human rights screening.\n\nb. the definition used for Ã¢ÂÂsignificant investment agreementsÃ¢ÂÂ.,,All requirements omitted,Information unavailable / incomplete,Total number and percentage of significant investment agreements and contracts that include human rights clauses or that underwent human rights screening is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosure in future years.,
116,,Responsible value chain,,,,,,,,
117,,GRI 3: Material Topics 2021,3-3,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\n\nb. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\n\nc. describe its policies or commitments regarding the material topic;\n\nd. describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts;\nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\n\ne. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organisationÃ¢ÂÂs operational policies and procedures;\n\nf. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).",2023 Sustainable Development Report - Responsible value chain (page 57-61),,,,
118,,GRI 204: Procurement Practices 2016,204-1,Proportion of spending on local suppliers,a. percentage of the procurement budget used for significant locations of operation that is spent on suppliers local to that operation (such as percentage of products and services purchased locally).\n\nb. the organisationÃ¢ÂÂs geographical definition of Ã¢ÂÂlocalÃ¢ÂÂ. \n\nc. the definition used for Ã¢ÂÂsignificant locations of operationÃ¢ÂÂ.,a. and b. 2023 Sustainability Databook - Responsible value chain tab\n\nc. 2023 Sustainability Databook - Reporting boundaries tab,,,,
119,,GRI 308: Supplier Environmental Assessment 2016,308-1,New suppliers that were screened using environmental criteria,a. percentage of new suppliers that were screened using environmental criteria.,,All requirements omitted,Information unavailable / incomplete,Percentage of new suppliers that were screened using environmental criteria is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosure in future years.,
