Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
84,,,,306-2 Management of significant waste-related impacts,"See Environment section of this FY23 Sustainability Data Pack \nSee also FY23 Corporate Report/Communities/Minimising our environmental impacts. \n\nNote Transurban collaborates with third parties including service providers, Facilities Management and Contractors to manage waste.",,,
85,,,,306-3 Waste generated,See Environment section of this Data Pack,,,
86,,,,306-4 Waste diverted from disposal,See Environment section of this Data Pack and see Corporate Report E-waste section. \nSee note on Hazardous waste below.,,,
87,,,,306-5 Waste directed to disposal,"See Environment section of this Sustainability Data Pack. \n\nRegarding Hazardous waste on our operational assets, this may include chemicals and solvents, old lighting fixtures, drain trap sludge and liquid waste.\nWaste is handled in accordance with laws and regulations in each region. Where required, hazardous waste transportation procedures are managed by specialist waste contractors.\nHazardous waste on major construction projects is managed by the construction contractor.\nTransurban currently does not have an aggregated group-wide total for corporate reporting on hazardous waste quantities.",,,
88,,GRI 308: Supplier Environmental Assessment 2016,,308-1 New suppliers that were screened using environmental criteria,"All suppliers are subject to TransurbanÃ¢ÂÂs Supplier Sustainability Code of Practice (SSCoP) which includes environmental criteria.\n\nSuppliers applying for tenders managed by our sourcing team are required to complete\nÃ¢ÂÂreturnable schedulesÃ¢ÂÂ which include questions regarding environmental performance of their goods and services.\n\nDue diligence on supplier environmental screening includes:\na) Supplier requirements to perform certain activities must have certification (e.g. EMS certification) \nb) Suppliers responding to tenders managed by our sourcing team are required to complete 'returnable schedules' which includes assessments of their environmental risks, strategy, actions and accreditations.",,,
89,,,,308-2 Negative environmental impacts in the supply chain and actions taken,"Not reported in FY23. \n\nFor information regarded related activities refer to FY23 Corporate Report/Business partners and suppliers, for details of impact assessment and reduction in our supply chain.",,,
90,,GRI 401: Employment 2016,,401-1 New employee hires and employee turnover,People section in this FY23 Sustainability data pack,,,
91,,,,401-2 Benefits provided to full-time employees that are not provided to temporary or part-time employees,People section in this FY23 Sustainability data pack,,,
92,,,,401-3 Parental leave,"Refer to People section of this FY23 Sustainability data pack, for leave and return to work statistics.\n\nEmployees taking Parental Leave are entitled to 16 weeks of paid leave and up to 36 weeks of unpaid leave.\n\nIn FY22 Transurban removed the distinction between primary and secondary carers in our Parental Leave Policy and extended the time employees can take their leave to 24 months after the birth or adoption of their child.",,,
93,,GRI 402: Labor/Management Relations 2016,,402-1 Minimum notice periods regarding operational changes,"As per enterprise agreements and standard practice, we notify employees as soon as practicable after a decision is made which impacts working arrangements or employment, allowing a period for consultation with employees who may be adversely affected. The notice period varies depending on the nature of the change, but generally provides a minimum consultation period of one week.",,,
94,,GRI 403: Occupational Health and Safety 2018,,403-1 Occupational health and safety management system,"FY23 Corporate Report/Our people\nTransurban has an occupational health and safety (OHS) management system aligned to ISO 45001, the international standard for Occupational Health and Safety Management Systems.",,,
95,,,,"403-2 Hazard identification, risk assessment, and incident investigation",FY23 Corporate Report/Our people\nTransurban has a Group Health and Safety Management System to identify hazards and systematically address safety risk and investigate safety incidents.,,,
96,,,,403-3 Occupational health services,"FY23 Corporate Report/Our people\nTransurban promotes and supports worker health through our Belonging and Wellbeing program which includes support resources, education, benefits and services spanning mental, physical, social and financial wellbeing.",,,
