Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
180,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,Woolworths Group Limited received several claims of discriminatory conduct involving Indigenous people during the reporting year. Woolworths Group has worked with the individuals to resolve areas of concern.,,,,Woolworths,2023.0,,,,1,,,,,,,,,,,,,,,,,,,,,,
181,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,,,NO DISCLOSURE,Woolworths,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,,,,Woolworths,2023.0,,,,1,,,,,,,,,,,,,,,,,,,,,,
183,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,,,,NO DISCLOSURE,Woolworths,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,412.0,Human Rights Assessment,412-03,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,,,,NO DISCLOSURE,Woolworths,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Good360,,,Woolworths,2023.0,"Good360, supported by Woolworths, is a community-driven initiative dedicated to redistributing surplus goods to needy people. Through this partnership, Woolworths contributes to reducing waste while positively impacting communities by providing essential items to individuals and families facing hardship.",,,1,14,,,"Good360, drive positive change, Mobilising delivery",11,S,,,,,,,,,,,,,,,,
186,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,KiwiHarvest,,,Woolworths,2023.0,"KiwiHarvest, in partnership with Woolworths, is a community-driven initiative aimed at reducing food waste and alleviating hunger. Through this collaboration, Woolworths supports KiwiHarvest's mission to rescue surplus food and redistribute it to those in need, making a meaningful impact on food security and sustainability in local communities.",,,1,14,,,"KiwiHarvest, drive positive change, Mobilising delivery",11,S,,,,,,,,,,,,,,,,
187,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Landcare Australia,,,Woolworths,2023.0,"In collaboration with Woolworths, Landcare Australia spearheads community-driven environmental conservation efforts. Through this partnership, Woolworths supports Landcare Australia's initiatives to preserve and restore natural landscapes, foster biodiversity, and promote sustainable land management practices to benefit local communities and ecosystems.",,,1,14,,,"Landcare Australia, drive positive change, Mobilising delivery",11,S,,,,,,,,,,,,,,,,
188,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Rainbow Youth,,,Woolworths,2023.0,"Woolworths partners with Rainbow Youth to support LGBTQIA+ youth and promote community inclusivity. Through this collaboration, Woolworths contributes to Rainbow Youth's advocacy, education, and support programs, fostering a more inclusive and accepting society for LGBTQIA+ individuals.",,,1,14,,,"Rainbow Youth, drive positive change, Mobilising delivery",11,S,,,,,,,,,,,,,,,,
189,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Share the Dignity,,,Woolworths,2023.0,"Share the Dignity, supported by Woolworths, is a community-driven initiative dedicated to providing essential hygiene products to those experiencing homelessness or poverty. Through this partnership, Woolworths contributes to Share the Dignity's mission of promoting Dignity and supporting the wellbeing of individuals and families in need.",,,1,14,,,"Share the Dignity, drive positive change, Mobilising delivery",11,S,,,,,,,,,,,,,,,,
190,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Supermarkets Trade Partner Sustainability Council,,,Woolworths,2023.0,"The Supermarkets Trade Partner Sustainability Council, facilitated by Woolworths, brings together industry stakeholders to drive sustainability initiatives. This council promotes responsible practices across the supply chain through collaborative efforts, fostering a more sustainable future for the community and the environment.",,,1,14,,,"Supermarkets Trade Partner, Sustainability Council, drive positive change, Mobilising delivery",11,S,,,,,,,,,,,,,,,,
191,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Food Insecurity and Affordability Challenges,,,Woolworths,2023.0,Woolworths addresses food insecurity and affordability challenges through community-focused initiatives. Woolworths strives to ensure access to nutritious food for all community members by collaborating with local organisations and implementing programs to support vulnerable populations.,,,1,14,,,"Food Insecurity and Affordability Challenges, drive positive change, Mobilising delivery",11,S,,,,,,,,,,,,,,,,
192,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,The Salvation Army,,,Woolworths,2023.0,"Woolworths partners with The Salvation Army to support communities in need through various initiatives. Through this collaboration, Woolworths contributes to The Salvation Army's mission of assisting individuals and families facing hardship, fostering compassion and resilience within communities.",,,1,14,,,"The Salvation Army, drive positive change, Mobilising delivery",11,S,,,,,,,,,,,,,,,,
