Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,Financial,,,,,
,,,,,,
,,,,,,
,KEY SAAS METRICS,,,,,
,,At 31 March,,,,
,Subscriber numbers ,2023,2022.0,2021.0,,
,Australia ,1566000,1344000.0,1115000.0,,
,New Zealand ,567000,512000.0,446000.0,,
,Australia and New Zealand (ANZ) total,2133000,1856000.0,1561000.0,,
,United Kingdom,970000,850000.0,720000.0,,
,North America,384000,339000.0,285000.0,,
,Rest of World,254000,226000.0,175000.0,,
,International total,1608000,1415000.0,1180000.0,,
,Total paying subscribers,3741000,3271000.0,2741000.0,,
,,,,,,
,,At 31 March,,,,
,Average revenue per user (ARPU) ($),2023,2022.0,2021.0,,
,ANZ,34.24,32.0,31.23,,
,International,35.1,30.53,26.74,,
,Xero Group ARPU,34.61,31.36,29.3,,
,,,,,,
,,At 31 March,,,,
,Customer acquisition costs (CAC) months,2023,2022.0,2021.0,,
,ANZ,9.1,8.8,8.9,,
,International,23.3,22.9,22.4,,
,Xero Group CAC months,15.9,15.5,14.8,,
,,,,,,
,,At 31 March,,,,
,Churn (%),2023,2022.0,2021.0,,
,ANZ,0.68,0.66,0.73,,
,International,1.21,1.23,1.43,,
,Xero Group Churn,0.9,0.9,1.01,,
,,,,,,
,,At 31 March,,,,
,Lifetime value (LTV) per subscriber ($),2023,2022.0,2021.0,,
,ANZ,4374,4225.0,3682.0,,
,International,2542,2164.0,1608.0,,
,Xero Group LTV per subscriber,3587,3333.0,2789.0,,
,,,,,,
,,At 31 March,,,,
,LTV/CAC,2023,2022.0,2021.0,,
,ANZ,14,14.9,13.2,,
,International,3.1,3.1,2.7,,
,Xero Group LTV/CAC,6.5,6.9,6.4,,
,,,,,,
,,At 31 March,,,,
,Total LTV ($bn),2023,2022.0,2021.0,,
,ANZ,9.3,7.8,5.7,,
,International,4.1,3.1,1.9,,
,Xero Group LTV,13.4,10.9,7.6,,
,,,,,,
,Financial indicators,,,,,
,,Year ended 31 March,,,,
,Operating revenue by geography ($000s),2023,2022.0,2021.0,,
,Australia,623768,483288.0,384150.0,,
,New Zealand ,173951,149392.0,130384.0,,
,Australia and New Zealand (ANZ) total,797719,632680.0,514534.0,,
,United Kingdom,370751,291614.0,223564.0,,
,North America,95909,72571.0,56558.0,,
,Rest of World,135505,99954.0,54126.0,,
,International total,602165,464139.0,334248.0,,
,Xero Group Operating revenue,1399884,1096819.0,848782.0,,
,,,,,,
,,Year ended 31 March,,,,
,Gross profit ($000s),2023,2022.0,2021.0,,
,Gross profit,1221941,957431.0,729889.0,,
,,,,,,
,,Year ended 31 March,,,,
,Operating income ($000s),2023,2022.0,2021.0,,
,Operating income,57293,35582.0,66064.0,,
,,,,,,
,,Year ended 31 March,,,,
,EBITDA ($000s),2023,2022.0,2021.0,,
,EBITDA,158399,212661.0,191228.0,,
,"*EBITDA is calculated by adding back net finance expense, depreciation and amortisation, and income tax expense to net profit/(loss)",,,,,
,,,,,,
,,Year ended 31 March,,,,
,Adjusted EBITDA ($000s),2023,2022.0,2021.0,,
,Adjusted EBITDA,301689,208720.0,190683.0,,
,"*Adjusted EBITDA is calculated by adding back net finance expense, depreciation and amortisation, and income tax expense, as well as certain non-cash, revaluation and other accounting adjustments and charges to net profit/(loss).
",,,,,
,,,,,,
,,Year ended 31 March,,,,
,Free cash flows ($000s),2023,2022.0,2021.0,,
,Free cash flows,102340,2073.0,56946.0,,
,,,,,,
,,At 31 March,,,,
,Available liquidity ($bn),2023,2022.0,2021.0,,
,Available liquidity,1.1,1.1,1.3,,
,,,,,,
,,At 31 March,,,,
,Annualised monthly recurring revenue (AMRR) ($000s),2023,2022.0,2021.0,,
,ANZ,876477,712652.0,584954.0,,
,International,677326,518435.0,378643.0,,
,Xero Group AMRR,1553803,1231087.0,963597.0,,
