Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
99,,305.0,Emissions,305-07,"Nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,306.0,Waste,306-01,Waste generation and significant waste-related impacts,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,306.0,Waste,306-02,Management of significant waste-related impacts,,Jilalan Treatment Plant Optimisation,,,Aurizon,2023.0,"In February 2023, a significant project to optimise and improve treatment plant options for Jilalan was delivered. Aurizon worked with Mackay Regional Council to enable lawful discharge of all raw sewage (17 kL/day) and some treated effluent (10 to 40 kL/day) to an offsite council-operated Wastewater Treatment Plant about one km from Jilalan Yard. It enabled decommissioning of the STP and one PTP and a redesign of the remaining PTP, enabling it to treat 160 kL/day. This project improved environmental outcomes by decommissioning or improving PTPs and waste outcomes.",,,,61,,,"Treatment Plant Optimisation, Environmental Improvement, Sewage Discharge","6, 12",E,,,,,,,,,,,,,,,,
102,,306.0,Waste,306-03,Waste generated,"Total weight of waste generated (excl. ballast/bulk metals): 28,188 metric tonnes, Metals: 11,061 metric tonnes, Ballast (aggregate): 223,940 metric tonnes",,,,Aurizon,2023.0,,,,,81,,,,,,,,,,,,,,,,,,,,,
103,,306.0,Waste,306-04,Waste diverted from disposal,"Landfill (excl. hazardous and Ballast): 2,252 tonnes, Incinerated/treated/landfilled (hazardous): 1,397 tonnes",,,,Aurizon,2023.0,,,,,81,,,,,,,,,,,,,,,,,,,,,
104,,306.0,Waste,306-05,Waste directed to disposal,"Recycled (excl. ballast and bulk metals): 23,788 tonnes, Recycled (bulk metals): 11,061 tonnes, Recycled (Ballast): 223,940 tonnes",,,,Aurizon,2023.0,,,,,81,,,,,,,,,,,,,,,,,,,,,
105,,307.0,Environmental Compliance,307-01,Non-compliance with environmental laws and regulations,"In FY2023, Aurizon Holdings Limited (including its subsidiaries) did not incur any fines or sanctions for non-compliance related to environmental harm. Four notifiable environmental incidents, two in QLD, one in WA, and one in the NT, were reported to the respective state government ecological regulators.",,,,Aurizon,2023.0,,,,,62,,,,,,,,,,,,,,,,,,,,,
106,,308.0,Supplier Environmental Assessment,308-01,New suppliers that were screened using environmental criteria,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,308.0,Supplier Environmental Assessment,308-02,Negative environmental impacts in the supply chain and actions taken,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,401.0,Employment,401-01,New employee hires and employee turnover,,PEOPLE INSIGHTS SURVEY,,,Aurizon,2023.0,"In 2022, we surveyed our people again about their experiences working at Aurizon to help shape our future priorities. The responses gave us valuable insights into what works for our people and where we could improve.",,,,65,,,"Workforce Survey, Strategic Workforce Planning, Career Development",8,S,,,,,,,,,,,,,,,,
