Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
0,,,,,,,,,,,,,,,GRI Index,SR,AR,CGS,,,,,,,,,,,,,,,,,,,
1,,2.0,General Disclosures,2-1,Organizational details,Mineral Resources Limited.,,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
2,,2.0,General Disclosures,2-2,Entities included in the organization's sustainability reporting,"MinRes' report included Polaris Metals Pty Ltd, MIS Carbonart Pty Ltd, and Energy Resources Ltd.",,,,Mineral Resources,2023.0,,,,Data sheet,,206,,,,,,,,,,,,,,,,,,,,
3,,2.0,General Disclosures,2-3,"Reporting period, frequency, and contact point",This Sustainability Report summarises Mineral Resources Limited's material sustainability topics and performance for the financial year ended 30 June 2023 (FY23).,,,,Mineral Resources,2023.0,,,,Data sheet,2,,,,,,,,,,,,,,,,,,,,,
4,,2.0,General Disclosures,2-4,Restatements of information,MinRes restated its FY17 to FY22 total emissions.,,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
5,,2.0,General Disclosures,2-5,External assurance,EY provided external assurance for MinRes' report.,,,,Mineral Resources,2023.0,,,,Data sheet,3,,,,,,,,,,,,,,,,,,,,,
6,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships","MinRes is a leading diversified resources company with extensive operations in mining services, lithium, iron ore, and energy across Western Australia.",,,,Mineral Resources,2023.0,,,,Data sheet,6,,,,,,,,,,,,,,,,,,,,,
7,,2.0,General Disclosures,2-7,Employees,"MinRes had 5,687 employees in 2023.",,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
8,,2.0,General Disclosures,2-8,Workers who are not employees,MinRes had 141 casual employees in 2023.,,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
9,,2.0,General Disclosures,2-9,Governance structure and composition,MinRes' Board comprises eight members.,,,,Mineral Resources,2023.0,,,,Data sheet,,69,,,,,,,,,,,,,,,,,,,,
10,,2.0,General Disclosures,2-10,Nomination and selection of the highest governance body,"The Nomination Committee provides assistance and recommendations to the Board to ensure the best possible Directors are selected, appointed to the Board and retained.",,,,Mineral Resources,2023.0,,,,Data sheet,40,,,,,,,,,,,,,,,,,,,,,
11,,2.0,General Disclosures,2-11,Chair of the highest governance body,Mr Chris Ellison is the chair of the MinRes' Board.,,,,Mineral Resources,2023.0,,,,Data sheet,39,,,,,,,,,,,,,,,,,,,,,
12,,2.0,General Disclosures,2-12,Role of the highest governance body in overseeing the management of impacts,,Enterprise risk management,,,Mineral Resources,2023.0,"MinRes' Enterprise Risk Management Policy outlines its expectations concerning the formal management of risk, which includes identifying, assessing, monitoring and reporting risks to provide management and the Board with the assurance that risks are being effectively identified and managed. MinRes continuously improves how ESG risks are incorporated into the Group risk management framework, policies, and processes.",,,Data sheet,48,,,"Enterprise risk management, ESG risk, risk management framework",16,G,,,,,,,,,,,,,,,,
13,,2.0,General Disclosures,2-13,Delegation of responsibility for managing impacts,"The Audit and Risk Committee assists the Board in providing oversight to accounting and reporting practices, risk identification and management, internal and external audit functions, treasury and capital management practices, taxation practices, and compliance with applicable legal and regulatory requirements.",,,,Mineral Resources,2023.0,,,,Data sheet,40,,,,,,,,,,,,,,,,,,,,,
14,,2.0,General Disclosures,2-14,Role of the highest governance body in sustainability reporting,,Board Charter,,,Mineral Resources,2023.0,"As defined by the Board Charter, the Board has a specific responsibility to oversee the management of sustainability by considering the social, ethical, and environmental impact of the Company's operations, approving policies and monitoring compliance with the Company's sustainability policies and practices.",,,Data sheet,39,,,"Board Charter, management of sustainability, sustainability policy",16,G,,,,,,,,,,,,,,,,
15,,2.0,General Disclosures,2-15,Conflict of interest,"The role of the Board is to represent shareholders, promote and protect the Company's interests, and build sustainable value for shareholders.",,,,Mineral Resources,2023.0,,,,Data sheet,,,2,,,,,,,,,,,,,,,,,,,
16,,2.0,General Disclosures,2-16,Communication of critical concerns,,Internal reporting mechanism,,,Mineral Resources,2023.0,"MinRes maintains a secondary internal reporting mechanism, allowing employees to raise and seek resolution to disputes or grievances regarding sexual harassment, bullying, workplace discrimination, aggression, and other related matters. Through this mechanism, reports are subject to internal investigations to achieve appropriate and fair resolutions.",,,Data sheet,46,,,"Internal reporting mechanism, grievance, sexual harassment, discrimination",16,G,,,,,,,,,,,,,,,,
