Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
62,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,Drinking Water Management Plans,,,Mineral Resources,2023.0,"MinRes maintains Drinking Water Management Plans (MPs), Groundwater Operating Strategies, and Surface Water MPs as required at each operational mine site, which define how MinRes implements monitoring programs to assess operational performance, verify compliance with adopted performance criteria, facilitate reporting requirements and track water quality parameters that have the potential to cause adverse environmental or community health impacts.",,,Data sheet,129,,,"Drinking Water Management Plans, Groundwater Operating Strategies, monitoring program",6,E,,,,,,,,,,,,,,,,
63,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,Water Working Group,,,Mineral Resources,2023.0,"MinRes has a dedicated Water Working Group responsible for matters and activities related specifically to managing, conserving, and preserving water resources located within and adjacent to MinRes's operations. The Working Group supports the implementation of water accounting and efficiency projects, aligns to progress effective water stewardship, advances water performance reporting and provides a consultation mechanism to raise water governance issues and queries.",,,Data sheet,129,,,"Water Working Group, water resource, water accounting",6,E,,,,,,,,,,,,,,,,
64,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Baseline assessment,,,Mineral Resources,2023.0,"MinRes conducts comprehensive baseline assessments and modelling during the planning stages of its projects and, as required, during the life of the mine. These assessments are pivotal in water management planning, risk identification and mitigation, infrastructure design, community engagement and consultation, and regulatory environmental compliance.",,,Data sheet,128,,,"Baseline assessment, water management planning, infrastructure design",6,E,,,,,,,,,,,,,,,,
65,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Water efficiency audit,,,Mineral Resources,2023.0,"On-site water efficiency audits have been completed across MinRes' Wodgina, Mt Marion, Iron Valley and Yilgarn Iron Ore operations, with remaining operational sites planned for FY24. Improvement programs will be developed for some operations to increase water monitoring capability, assessing appropriate upgrades to MinRes' water monitoring infrastructure and determining investment avenues to better its water management.",,,Data sheet,134,,,"Water efficiency audit, water monitoring, water management",6,E,,,,,,,,,,,,,,,,
66,,303.0,Water and Effluents,303-03,Water withdrawal,"MinRes withdrew 23,924 ML of groundwater in 2023.",,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
67,,303.0,Water and Effluents,303-04,Water discharge,"MinRes discharged 19,177 ML of water in 2023.",,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
68,,303.0,Water and Effluents,303-05,Water consumption,,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,Biodiversity risk assessment,,,Mineral Resources,2023.0,"MinRes undertakes biodiversity risk assessments during operational phases and as part of expanding mining activities. Site-specific environmental commitments are outlined as part of the conditions of environmental approval. Following Part IV of the EP Act, MinRes implements EMPs for the management, monitoring and reporting processes associated with the environmental impacts of approved operations and activities, where applicable.",,,Data sheet,152,,,"Biodiversity risk assessment, environmental commitment, environmental approval",15,E,,,,,,,,,,,,,,,,
70,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Ecological survey,,,Mineral Resources,2023.0,"As required under the EP Act, MinRes undertakes ecological surveys of biodiversity values, including for local flora and fauna, with the support of external consultants to assist in developing environmental impact assessments. When undertaking these assessments, MinRes consults with all relevant and affected stakeholders, including Traditional Owners, Federal and State government authorities and local communities. Consultation and collaboration with stakeholders are ongoing throughout the lifecycle of MinRes' operations to develop integrated approaches to minimise and rehabilitate impacted areas effectively.",,,Data sheet,147,,,"Ecological survey, biodiversity value, flora, fauna",15,E,,,,,,,,,,,,,,,,
71,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Drone seeding,,,Mineral Resources,2023.0,"MinRes undertook drone seeding trials broken into one-hectare sections across six hectares on a newly rehabilitated landform at Jackson 1, located at its Yilgarn Iron Ore Operations. Bentonite pellets containing local provenance seeds were spread at controlled rates and within controlled areas, including various trials of 2kg to 8kg of pelleted seed.",,,Data sheet,157',,,"Drone seeding, rehabilitated landform, local provenance seed",15,E,,,,,,,,,,,,,,,,
72,,304.0,Biodiversity,304-03,Habitats protected or restored,,Biodiversity Strategy,,,Mineral Resources,2023.0,"During FY23, MinRes developed a dedicated biodiversity function to coordinate developing and implementing a corporate Biodiversity Strategy and ecological research programs in key biodiversity areas. Currently undergoing internal subject matter expert review, the Biodiversity Strategy aims to set out the principles and proposed actions by which MinRes aims to manage its collective interactions with biodiversity, identify and evaluate its environmental impacts, apply the mitigation hierarchy framework, and track progress against environmental targets and goals.",,,Data sheet,148,,,"Biodiversity Strategy, biodiversity area, environmental impact",15,E,,,,,,,,,,,,,,,,
73,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,Rehabilitation Strategy,,,Mineral Resources,2023.0,"MinRes' Rehabilitation Strategy aligns with the United Nations Decade on Ecosystem Restoration 2021Ã¢ÂÂ2030, developed ""to support and scale up efforts to prevent, halt, and reverse the degradation of ecosystems worldwide and raise awareness of the importance of successful ecosystem restoration"". MinRes' Rehabilitation Strategy sets standards to define outcomes for core activities associated with rehabilitation planning and design phases, including waste management, topsoil medium management, landform construction and revegetation.",,,Data sheet,156,,,"Rehabilitation Strategy, ecosystem restoration, rehabilitation planning","12, 15",E,,,,,,,,,,,,,,,,
74,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,"MinRes's scope 1 emissions in 2023 were 373,461 tCO2e.",,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
75,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,"MinRes's scope 2 emissions in 2023 were 3,490 tCO2e.",,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
76,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,MinRes has yet to disclose this information due to information unavailability.,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
77,,305.0,Emissions,305-04,GHG emissions intensity,,Hydi hydrogen,,,Mineral Resources,2023.0,MinRes commissioned a pilot study using the Hydi hydrogen on-demand technology installed on a subset of road haulage trucks operating in the Yilgarn. The primary purpose of the pilot study was to test the feasibility and practicality of the system and collect data to confirm emissions reduction potential under operational conditions. The Hydi system provides hydrogen gas to the diesel engine's intake.,,,Data sheet,164,,,"Hydi hydrogen, haulage truck, emissions reduction",13,E,,,,,,,,,,,,,,,,
