Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
56,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,"Transurban operates in urban centres of Australia (Melbourne, Sydney, Brisbane), the United States (Virginia) and Canada (Montreal). The vast majority of Transurban's supply chain spend is on suppliers and activities that are physically locally based around its roads, projects, and offices in each respective city. Some spending relates to group-wide services or technology services shared across regions.",,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
57,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,Anti-Bribery and Corruption Policy,,,Transurban,2023.0,"Transurban has an Anti-Bribery, Corruption and Fraud Policy and a Conflicts Management Policy, reinforcing its governance, anti-corruption and integrity framework and supporting a culture of acting lawfully, ethically and responsibly within Transurban. These policies define the standard required from Transurban's Directors, employees, and third parties when working with Transurban, highlight the processes for prevention, detection, and investigation of reports of fraudulent or corrupt conduct, and provide guidance concerning managing and recording gifts and benefits.",,,Data pack,,,10,"Anti-Bribery and Corruption Policy, governance, corrupt conduct",16,G,,,,,,,,,,,,,,,,
58,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,Enterprise Risk Management Framework,,,Transurban,2023.0,"Transurban implemented a practical and proactive Enterprise Risk Management (ERM) Framework, which applies to all its business activities, operations and projects. The ERM Framework is aligned with industry better practice and is consistent with the ISO 31000:2018 risk management standard. The ERM Framework guides identifying, assessing, managing and escalating risks to ensure that key risks are escalated appropriately for decision-making and proactive management.",,,Data pack,,,14,"Enterprise Risk Management Framework, ISO 31000:2018, proactive management",16,G,,,,,,,,,,,,,,,,
59,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,Employee Policy Handbook,,,Transurban,2023.0,"The Employee Policy Handbook is an internal document provided to employees to support the Code of Conduct concerning US operations. This policy details information on harassment, misconduct, anti-bribery and corruption, overtime policies, employee entitlements and the whistleblower hotline.",,,Data pack,,,,"Employee Policy Handbook, internal document, Code of Conduct","16, 17","S, G",,Modern Slavery Statement page 17,,,,,,,,,,,,,,
60,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,"Transurban has not been exposed to corruption-related incidents, so no action against employees or service providers has been required.",,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
61,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",Transurban has no cases of antitrust.,,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
62,,207.0,Tax,207-01,Approach to tax,Transurban's internal corporate governance functions support its Board's role in maintaining oversight and monitoring the effectiveness of the tax governance framework.,,,,Transurban,2023.0,,,,Data pack,,,,,,,,Tax Transparency Report page 5,,,,,,,,,,,,,,
63,,207.0,Tax,207-02,"Tax governance, control, and risk management",,Tax Risk Management Policy,,,Transurban,2023.0,"Transurban's Board-approved Tax Risk Management Policy is premised on accountability and ownership of tax risk. As such, Transurban's approach is governed by Transurban's commitment to best-practice corporate governance, transparency and accountability. It is essential for the long-term performance and sustainability of the business and to protect and enhance the interests of security holders and other stakeholders.",,,Data pack,,,,"Tax Risk Management Policy, accountability, tax risk",16,G,,Tax Transparency Report page 5,,,,,,,,,,,,,,
64,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,Transurban maintains a cooperative relationship with other revenue authorities in Australia and overseas.,,,,Transurban,2023.0,,,,Data pack,,,,,,,,Tax Transparency Report page 5,,,,,,,,,,,,,,
65,,207.0,Tax,207-04,Country-by-country reporting,"In addition to its Australian operations, Transurban has operations across the North American region comprising the 95, 395 and 495 Express Lanes in the Greater Washington area (US) and the A25 in Montreal (Canada). Some of Transurban's Australian entities engaged in international-related party dealings to support the effective operations of its North American assets.",,,,Transurban,2023.0,,,,Data pack,,,,,,,,Tax Transparency Report page 8,,,,,,,,,,,,,,
66,,301.0,Materials,301-01,Materials used by weight or volume,,Sustainable Resource Strategy,,,Transurban,2023.0,Transurban is developing a Sustainable Resource Strategy to improve its measurement of materials and waste and set group-wide targets. Transurban monitors materials quantities on major projects individually and develops group-wide materials quantities totals.,,,Data pack,Data pack,,,"Sustainable Resource Strategy, material quantity, waste",12,E,,,,,,,,,,,,,,,,
67,,301.0,Materials,301-02,Recycled input materials used,,Reclaimed asphalt pavement,,,Transurban,2023.0,"Several initiatives were implemented on the WestConnex M4-M8 link tunnels during the construction phase, resulting in a 57% reduction in embodied emissions in materials compared with the initial base case design. These initiatives included cement substitution, 15% reclaimed asphalt pavement in its asphalt mix, and an overall reduction in the volume of steel used.",,,Data pack,,71,,"Emissions, cement substitution, reclaimed asphalt pavement","11, 12",E,,,,,,,,,,,,,,,,
68,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,"Transurban's only physical product is tolling tags, provided to customers to enable toll road travel. Tags that customers return and still function may be reused.",,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
69,,302.0,Energy,302-01,Energy consumption within the organization,"Transurban consumed 999,171 GJ of energy in 2023.",,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
70,,302.0,Energy,302-02,Energy consumption outside of the organization,Transurban reports on its supply chain outside the organisation based on Scope 3 emissions but does not convert this into an energy basis.,,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
71,,302.0,Energy,302-03,Energy intensity,,Monash Industry Team,,,Transurban,2023.0,"In FY23, Transurban hosted a team from Monash University as part of the Monash Industry Team Initiative. The team worked on opportunities for Transurban to further support the uptake of electric vehicles (EVs) in Australia, in line with its sustainability commitments.",,,Data pack,,63,,"Monash Industry Team, Monash University, electric vehicle","9, 13",E,,,,,,,,,,,,,,,,
72,,302.0,Energy,302-04,Reduction of energy consumption,,Ventilation systems efficiency,,,Transurban,2023.0,"Ventilation systems account for a significant portion of the energy needed to operate road tunnels. Through advanced analytics data modelling and real-time airflow simulations, Transurban can maximise the efficiency of many of its tunnel ventilation systems while maintaining air quality standards. In FY23, ventilation optimisation initiatives helped Transurban achieve energy efficiency savings in Transurban's assets, including Clem7 8%, Cross City Tunnel 17% and CityLink 8%.",,,Data pack,,58,,"Ventilation system, energy efficiency, analytics data modelling",12,E,,,,,,,,,,,,,,,,
73,,302.0,Energy,302-05,Reductions in energy requirements of products and services,"By providing customers with safer, faster and more free-flowing travel choices on its roads, Transurban estimates that, on average, its customers save on average 28% of their fuel usage driving on a Transurban toll road compared to the next best available un-tolled alternative route.",,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
74,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,"Transurban's water use and impacts include using potable or recycled water for its operations, including offices, road cleaning and maintenance, fire control systems, and irrigation.",,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
75,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Water treatment plant,,,Transurban,2023.0,"In FY23, Transurban opened a new water treatment plant to treat the almost 340 kilolitres of water that Sydney's M5 East tunnel and motorway collects daily. Once treated and tested to meet environmental obligations, the water is released into a nearby creek system.",,,Data pack,,59,,"Water treatment plant, environmental obligation, creek system",12,E,,,,,,,,,,,,,,,,
76,,303.0,Water and Effluents,303-03,Water withdrawal,"Transurban withdrew 1,869,832 m3 of groundwater in 2023.",,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
77,,303.0,Water and Effluents,303-04,Water discharge,"Transurban recycled 141,878 m3 of water in 2023.",,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
78,,303.0,Water and Effluents,303-05,Water consumption,"Transurban consumed 275,894 m3 of water in 2023.",,,,Transurban,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
