Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
80,,102.0,General Disclosures,102-52,Reporting cycle,Spark reports annually. Our financial year is 1 July-30 June.,,,,Spark,2023.0,,,,1,,155,,,,,,,,,,,,,,,,,,,
81,,102.0,General Disclosures,102-53,Contact point for questions regrading the report,"For inquiries about Spark's operating and financial performance, contact investor-info@spark.co.nz",,,,Spark,2023.0,,,,1,,159,,,,,,,,,,,,,,,,,,,
82,,102.0,General Disclosures,102-54,Claims of reporting in accordance with the GRI Standards,"The report also applies the Global Reporting Initiative (GRI) standards, the most widely used global sustainability reporting standard. It requires us to apply a materiality lens to identify and report against the sustainability issues most essential to spark business and stakeholders.",,,,Spark,2023.0,,,,1,,5,,,,,,,,,,,,,,,,,,,
83,,102.0,General Disclosures,102-55,GRI content index,"To prioritise Spark's reporting on sustainability topics, we follow the GRI materiality principle (set out in GRI 101) to identify and prioritise issues that substantively influence the assessments and decisions of stakeholders or have a significant environmental, social, or economic impact.",,,,Spark,2023.0,,,,1,,151,,,,,,,,,,,,,,,,,,,
84,,102.0,General Disclosures,102-56,External assurance,,Limited Assurance,,,Spark,2023.0,"A limited assurance engagement undertaken by ISAE (NZ) 3410 involves assessing the suitability in the circumstances of the Group's use of the GHG Protocol as the basis for the preparation of the inventory report, assessing the risks of material misstatement of the inventory report, whether due to fraud or error, responding to the assessed risks as necessary in the circumstances, and evaluating the overall presentation of the inventory report. A limited assurance engagement is substantially less in scope than a reasonable assurance engagement about the risk assessment procedures, including an understanding of internal control and the procedures performed in response to the assessed risks.",,,1,,,,"Limited, Assurance, Engagement",1.8,S,,Location from Greenhouse Gas Inventory page 15,,,,,,,,,,,,,
85,,102.0,General Disclosures,102-56,External assurance,,Greenhouse Gas Emissions Inventory Report,,,Spark,2023.0,"Spark has undertaken a limited assurance engagement relating to the Greenhouse Gas Emissions Inventory Report of Spark New Zealand Limited and its subsidiaries for the year ended 30 June 2023, comprising the Emissions Inventory and the explanatory notes. The inventory report provides information about the greenhouse gas emissions of the Group for the year ended 30 June 2023 and is based on historical data.",,,1,,,,"Greenhouse, Inventory, Report",13.0,E,,Location from Greenhouse Gas Inventory page 15,,,,,,,,,,,,,
86,,102.0,General Disclosures,102-56,External assurance,,International Standards on Auditing (Ã¢ÂÂISAsÃ¢ÂÂ),,,Spark,2023.0,International Standards on Auditing(ISAs) refers to a set of professional standards issued by the International Auditing and Assurance Standards Board (IAASB). ISAs provide auditors with a framework for financial statement audits and other assurance engagements.,,,1,,136,,"International, Standard, ISAs",81112.0,S,,,,,,,,,,,,,,,
87,,102.0,General Disclosures,102-56,External assurance,,International Standards on Auditing New Zealand (ISAs (NZ)),,,Spark,2023.0,"In New Zealand, the auditing and assurance standards are generally aligned with the international standards issued by the IAASB. The New Zealand Auditing and Assurance Standards Board has adopted the international standards, with some modifications or additional requirements to address local considerations.",,,1,,136,,"International, Standard, ISAs(NZ)",81112.0,S,,,,,,,,,,,,,,,
88,,102.0,General Disclosures,102-56,External assurance,,Assurance related services (Trustee reporting),,,Spark,2023.0,Assurance-related services refer to a broad category of professional services provided by auditors and other qualified professionals to enhance the reliability and credibility of information for the benefit of decision-makers. These services go beyond traditional financial statement audits and may encompass various attestation and assurance engagements.,,,1,,136,,"Assurance, Related, Service",81112.0,S,,,,,,,,,,,,,,,
89,,102.0,General Disclosures,102-56,External assurance,,The Corporate Taxpayers Group,,,Spark,2023.0,"The Corporate Taxpayers Group refers to various groups or organizations related to corporate taxpayers, and the specifics may depend on the context, jurisdiction, or any developments. Corporate Taxpayers Group is set to indicate their interest in representing the interests of corporate taxpayers in discussions with government authorities, policymakers, or other stakeholders.",,,1,,136,,"Corporate, Taxpayers, Group",8.12,S,,,,,,,,,,,,,,,
90,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
91,,103.0,Management Approach,103-02,The management approach and its components,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
92,,103.0,Management Approach,103-03,Evaluation of the management approach,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
93,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
94,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Climate Risk Reporting,,,Spark,2023.0,"Spark introduced climate risk reporting, aligned with the International Task Force on Climate-related Financial Disclosures (TCFD) framework, in our FY21 Annual Report. Changes in New Zealand regulation will make climate risk reporting mandatory for Spark and many other large-scale New Zealand businesses from 2024 onwards.",,,1,,74,,"Climate, Risk, Reporting",13.0,E,,,,,,,,,,,,,,,
