Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
0,,,,,,,,,,,,,,,GRI Index,SR,AR,CGS,,,,,,,,,,,,,,,,,,
1,,102.0,General Disclosures,102-01,Name of the organization,Spark New Zealand Limited.,,,,Spark,2023.0,,,,1,,5,,,,,,,,,,,,,,,,,,,
2,,102.0,General Disclosures,102-02,"Activities, brands, products, and services","Spark is New Zealand's largest telecommunications and digital services company. Our customers range from individual New Zealanders and households to small businesses, not-for-profits, government and large enterprise clients.",,,,Spark,2023.0,,,,1,,8,,,,,,,,,,,,,,,,,,,
3,,102.0,General Disclosures,102-03,Location of headquaters,"Spark New Zealand Limited is headquartered on Victoria Street West, Auckland, New Zealand.",,,,Spark,2023.0,,,,1,,159,,,,,,,,,,,,,,,,,,,
4,,102.0,General Disclosures,102-04,Location of operations,"Spark New Zealand Limited operates in New Zealand, Australia and The United States.",,,,Spark,2023.0,,,,1,,8,,,,,,,,,,,,,,,,,,,
5,,102.0,General Disclosures,102-05,Ownership and legal form,"Spark's ordinary shares are listed on the NZX and ASX. Spark is admitted to the Official List of ASX as a foreign-exempt issuer. As an NZX-listed issuer and ASX foreign-exempt issuer, Spark complies with NZX Listing Rules and applicable ASX Listing Rules.",,,,Spark,2023.0,,,,1,,141,,,,,,,,,,,,,,,,,,,
6,,102.0,General Disclosures,102-06,Markets served,"Across all Spark services, mobile, broadband, cloud services, digital services and entertainment. Sparks are relevant to almost every New Zealander.",,,,Spark,2023.0,,,,1,,8,,,,,,,,,,,,,,,,,,,
7,,102.0,General Disclosures,102-07,Scale of the organization,"Spark New Zealand Limited is a multinational company in New Zealand, Australia and The United States.",,,,Spark,2023.0,,,,1,,8,,,,,,,,,,,,,,,,,,,
8,,102.0,General Disclosures,102-08,Information on employees and other workers,"Spark employed 5,432 people. As of 30 June 2023, the available data on our people shows that 47% come from NZ. European or European ethnic backgrounds, with 38% reporting a diverse range of Asian ethnicities, with the largest groups being Indian (16% overall), Southeast Asian (8%) and Chinese (7%).",,,,Spark,2023.0,,,,1,,60,,,,,,,,,,,,,,,,,,,
9,,102.0,General Disclosures,102-09,Supply chain,"Spark has around 2,000 suppliers, ranging from the most significant global technology businesses to small local operators. Our global supply chain is complex, with many indirect suppliers providing the source materials and components required to deliver consumer electronics and network infrastructure.",,,,Spark,2023.0,,,,1,,70,,,,,,,,,,,,,,,,,,,
10,,102.0,General Disclosures,102-10,Significant changes to the organization and its supply chain,,Connexa,,,Spark,2023.0,"On 14 October 2022, Spark completed the sale of Connexa (formerly TowerCo) to the Ontario Teachers' Pension Plan Board (OTPP) and reinvested in a 30% share of the Connexa group through the holding company FrodoCo Holdings Limited(FrodoCo). In return, Spark received net proceeds of $893 million, a $911 million cash inflow minus $18 million in transaction costs.",,,1,,94,,"Connexa, Invest, Transaction",81017.0,S,,,,,,,,,,,,,,,
11,,102.0,General Disclosures,102-10,Significant changes to the organization and its supply chain,,Share Buy Back Programme,,,Spark,2023.0,"Spark commenced the on-market share buyback. The shares are being acquired on the NZX and ASX at prices that are in line with the prevailing market price from time to time during the buyback period. Spark reserves the right to vary, suspend without notice, or terminate the buyback programme at any time.",,,1,,94,,"Buy-back, Share, Program",8.0,S,,,,,,,,,,,,,,,
12,,102.0,General Disclosures,102-10,Significant changes to the organization and its supply chain,,Debt Programme,,,Spark,2023.0,"In the context of businesses, a debt program might encompass corporate bonds, loans, or other financial instruments used to raise capital. Companies often develop debt programs to finance expansion, acquisitions, or other strategic initiatives.",,,1,,94,,"Financial, Debt, Program",8.0,S,,,,,,,,,,,,,,,
13,,102.0,General Disclosures,102-10,Significant changes to the organization and its supply chain,,Long Term Investments,,,Spark,2023.0,"Spark contributed no further equity to its Southern Cross investment to fund the SX NEXT undersea cable build during FY23. No dividends were received from Southern Cross during FY23. However, Southern Cross partially repaid $11 million of a shareholder loan.",,,1,,94,,"Remuneration, Long-term, LTI",1.8,S,,,,,,,,,,,,,,,
14,,102.0,General Disclosures,102-10,Significant changes to the organization and its supply chain,,Capital Expenditure,,,Spark,2023.0,"Capital expenditure, often abbreviated as CapEx, refers to the funds a company or organization spends to acquire, upgrade, or extend the life of physical assets. Spark's additions to property, plant and equipment, intangible assets (excluding spectrum) and capacity rightÃ¢ÂÂofÃ¢ÂÂuse assets were $515 million.",,,1,,94,,"Financial, Capital, Expenditure",8.9,S,,,,,,,,,,,,,,,
15,,102.0,General Disclosures,102-10,Significant changes to the organization and its supply chain,,Spark Sport Content,,,Spark,2023.0,"Spark announced that Television New Zealand would become the home for most Spark Sport content starting 1 July 2023. As a result, a oneÃ¢ÂÂoff provision of $54 million was recognized, which includes ongoing obligations under content rights agreements that extend to FY28.",,,1,,94,,"Sport, Financial, Content",3.8,S,,,,,,,,,,,,,,,
16,,102.0,General Disclosures,102-11,Precautionary Principles or approach,,Spark Environmental Policy,,,Spark,2023.0,"Spark's Environmental Policy sets out our expectations for our people to consider environmental impacts when making decisions at work, including examining our business practices, understanding their consequences, and taking reasonable steps to reduce our ecological footprint. The Policy was first introduced in FY21, and since that time, we have implemented an online training programme for all employees who want to learn about our approach to sustainability and their expectations to consider environmental impacts in their day-to-day activities.",,,1,,43,,"Environmental, Policy, Reduce",81113.0,"E,S",,,,,,,,,,,,,,,
17,,102.0,General Disclosures,102-11,Precautionary Principles or approach,,Formal Governance Processes,,,Spark,2023.0,"Spark has formal governance processes for most material environmental topics, particularly energy use and emissions. Spark measures and reports their energy use and emissions every quarter, with this information shared in updates to their Technology Leadership Team, who act as a governance group for our emissions reduction work.",,,1,,43,,"Formal, Governance, Process",12.13,"E,G",,,,,,,,,,,,,,,
18,,102.0,General Disclosures,102-11,Precautionary Principles or approach,,Spark Emissions Performance,,,Spark,2023.0,"Emissions performance refers to how well an entity, such as a company or a product, manages and minimizes its greenhouse gas emissions. Therefore, assessing emissions performance is an essential aspect of environmental sustainability.",,,1,,43,,"Environment, Emissions, Performance",13.0,E,,,,,,,,,,,,,,,
19,,102.0,General Disclosures,102-11,Precautionary Principles or approach,,Leadership Squad,,,Spark,2023.0,Spark also reports our emissions performance and quarterly sustainability KPIs to our Leadership Squad. The Leadership Squad is a steering committee for sustainability across Spark through a standing quarterly agenda item at their regular meetings.,,,1,,43,,"Environment, Leadership, Squad",111213.0,"E,G",,,,,,,,,,,,,,,
