Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
120,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
121,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
122,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
123,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,The Office of The Privacy Commissioner (OPC),,,Spark,2023.0,"In FY23, Spark people reported 140 data breaches for investigation, with 28 meeting the Privacy Act criteria for notification to affected individuals and the Office of the Privacy Commissioner (OPC). Most notifiable breaches involved fraudsters impersonating individuals using personal information obtained from non-Spark sources, such as compromised online accounts or phishing (where fraudsters trick individuals into sharing their personal information).",,,1,,31,,"Privacy, Commissioner, OPC",8.16,"S,G",,,,,,,,,,,,,,,
124,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,MySpark and Xtramail Accounts,,,Spark,2023.0,"Spark notified impacted customers and the OPC of unauthorized access to some MySpark and Xtra Mail accounts. These incidents generally occur when individuals enter their credentials into a phishing website or use the same password on other online platforms, which have subsequently been compromised and their credentials harvested.",,,1,,31,,"Myspark, Xtramail, Account",8.16,"S,G",,,,,,,,,,,,,,,
125,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,Spark Legal and Compliance Policy,,,Spark,2023.0,"Under our Code of Ethics, all Spark people are responsible for ensuring we behave ethically and comply fully with all applicable laws and regulations. Spark's Legal and Compliance Policy sets out the specific accountabilities that our people have for complying with the law.",,,1,,31,,"Legal, Compliance, Policy",8.16,"S,G",,,,,,,,,,,,,,,
126,,207.0,Tax,207-01,Approach to tax,,Responsible Approach to Tax,,,Spark,2023.0,"A responsible approach to tax refers to a commitment by individuals, businesses, and organizations to fulfil their tax obligations in a lawful, transparent, and ethical manner. It involves complying with tax laws and regulations while considering broader social and ethical considerations.",,,1,,71,,"Responsible, Approach, Tax",8.0,S,,,,,,,,,,,,,,,
127,,207.0,Tax,207-01,Approach to tax,,Transparent Approach to Tax,,,Spark,2023.0,"A transparent approach to tax refers to openly and comprehensively disclosing relevant financial information related to taxes. It involves providing clear, accurate, and easily understandable information to tax authorities, stakeholders, and the public.",,,1,,71,,"Transparent, Approach, Tax",8.0,S,,,,,,,,,,,,,,,
128,,207.0,Tax,207-02,"Tax governance, control, and risk management",,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
129,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
130,,207.0,Tax,207-04,Country-by-country reporting,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
131,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
132,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
133,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
134,,302.0,Energy,302-01,Energy consumption within the organization,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
135,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
