Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
4,,CONTENTS,,,,,WATER,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,"MinRes recognises the increasing materiality and importance of water as a fundamental societal, environmental, and economic resource. We aim to apply strong and transparent water governance, manage water effectively at our operations and collaborate with key stakeholders to achieve responsible and sustainable water use.",,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,Our water performance metrics are detailed below.,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,GRI 303-3 | Water withdrawal,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,Table 1: Water withdrawn by source and water quality4,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,Operation,Climate Conditions,Risk: Water Stress,Proportion of site in the water stressed area,Water Quality Category 1,Source2,FY18,FY19,FY20,FY21,FY22,FY23,Trend from\nFY22,% of Total Water Withdrawn,,,,,,,,,
15,,,,,,,Yilgarn Hub (Iron Ore),Semi-arid,High,1,Category 1,Third party,189.925,91.991,190.395,174.284,195.62744395689,216.52161,0.10680590422535198,0.008702555109013806,,,,,,,,,
16,,,,,,,,,,,Category 1,Surface water,,,,,129.42722139175,239.9033404386046,0.853577152154613,0.009642326421845175,,,,,,,,,
17,,,,,,,,,,,Category 3,Groundwater,-,673.21,878.842,929.766,2109,3837.4982652320323,0.8195819180806222,0.15423883156016915,,,,,,,,,
18,,,,,,,Pilbara Hub (Iron Ore),,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,Iron Valley,Arid,Medium-high,1,Category 1,Groundwater,14281.188,15709.464,25363.00029,15871.549949999999,16533,14835.3102258727,-0.10268491950204443,0.5962689119112554,,,,,,,,,
20,,,,,,,,,,,Category 1,Surface water,-,-,-,-,129.276593935704,122.5413346365503,-0.052099603602671435,0.0049252484211930675,,,,,,,,,
21,,,,,,,,,,,Category 2,Groundwater,-,-,-,-,-,0,-,0,,,,,,,,,
22,,,,,,,,,,,Category 3,Groundwater,-,-,-,-,-,0,-,0,,,,,,,,,
23,,,,,,,Wonmunna,Semi-desert tropical,,0.96,Category 1,Groundwater,-,-,-,154.233,-,553.8461765913758,-,0.02226048879695213,,,,,,,,,
24,,,,,,,,,,,Category 1,Third party,-,-,-,-,6,0,-1,0,,,,,,,,,
25,,,,,,,,,,,Category 2,Groundwater,-,-,-,-,442.842874743326,0,-1,0,,,,,,,,,
26,,,,,,,Lithium Commodities,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,Mt Marion,Semi-arid,High,1,Category 1,Third party,25.818,42.79,40.685,35.118,43.6583162217659,114.52,1.623097038792942,0.004602850547269905,,,,,,,,,
28,,,,,,,,,,,Category 1,Surface water,-,-,-,-,8.53680466233173,67.99999999999999,6.965509659609168,0.002733093234494878,,,,,,,,,
29,,,,,,,,,,,Category 3,Groundwater,281.865076,2279.6935839999996,1512.175942,1614.577057,1279.72969207392,1575,0.23072865289822828,0.06330326241660933,,,,,,,,,
30,,,,,,,Wodgina,Arid,Extremely high,0.85,Category 1,Surface water,-,-,-,-,13.7033450445864,194.66666666666666,13.205777205002297,0.007824149259534358,,,,,,,,,
31,,,,,,,,,,,Category 2,Groundwater,-,-,-,-,57.1998357289527,943.0266666666666,15.486527533668022,0.037902644156101825,,,,,,,,,
32,,,,,,,,,,,Category 3,Groundwater,751.914,1191.1,500.865,-,443.178850102669,2179.4,3.917653447350002,0.08759563816556087,,,,,,,,,
33,,,,,,,Total water withdrawn - groundwater (total) + surface water (total) + third-party water (total) 3,,,,,,15530.710076,19988.248584,28485.963232000006,18779.528006999997,21391.18097786189,24880.234286104598,0.16310709127530587,,,,,,,,,,
34,,,,,,,Total groundwater withdrawn,,,,,,15314.967076,19853.467583999998,28254.883232000004,18570.126007,20864.951252648865,23924.081334362774,0.14661573107320552,0.9615697770066487,,,,,,,,,
35,,,,,,,Total surface water withdrawn 5,,,,,,-,-,-,-,280.9439650343721,625.1113417418215,1.2250392232676799,0.02512481733706748,,,,,,,,,
36,,,,,,,Total third party withdrawn,,,,,,215.74300000000002,134.781,231.08,209.402,245.2857601786559,331.04161,0.3496160957688009,0.013305405656283709,,,,,,,,,
37,,,,,,,1 Criteria for determining water quality categories correlates with the Mineral Council of AustraliaÃ¢ÂÂs (MCA) Water Accounting Framework with high quality water (Category 1) and low-quality water (Category 3).,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,"2 Water sources are defined as groundwater, surface water, and third-party. Third-party water is water supplied by an entity external to the operation, such as from a municipality. MinRes has no operations that withdraw seawater.",,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,3 Water withdrawal is water that enters the operational water system and is used to supply the operational water demands.,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,4 Water use pertains to mining operations only.,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,5 Includes precipitation.,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,"Table 2: FY23 water balance by operation, water source and water quality (ML)",,,,,,,,,,,,,,,,,,,,,,
