Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,CONTENTS,,,,,WASTE & TAILINGS,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,"We are committed to appropriately managing and reducing waste generated from our operations and sites. Our mining operations generate mining-related waste including waste rock and tailings, and non-mineral waste streams in the form of general waste, comingled recycling, construction and demolition, tyres and rubber, and hazardous waste types including liquid, solid and septic waste. 

To ensure waste is appropriately managed, MinRes monitors and reports on all hazardous and non-hazardous waste streams in accordance with the Waste Avoidance and Resource Recovery Act 2007 and landfill licence conditions issued by the Department of Water and Environmental Regulation.

Our waste performance metrics are detailed below.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,GRI 306 | Waste ,,,,,,,,,,,
,,,,,,GRI G4 - EN23 | Effluents and Waste,,,,,,,,,,,
,,,,,,Table 1: Waste rock ,,,,,,,,,,,
,,,,,,,Unit '000 WMT,,,,,,,,,,
,,,,,,,Operation,FY17,FY18,FY19,FY20,FY21,FY22,FY23,Trend from FY22,,
,,,,,,Yilgarn Hub (Iron Ore),Koolyanobbing,24726.20755109467,7870.028846606787,13582.349999999999,38765.2253427682,51301.0341585485,51553,29786,-0.4222256706690202,,
,,,,,,Pilbara Hub  (Iron Ore),Iron Valley,6406.974999999999,8960.311714899999,10908.962700000004,11176.752,28815.604,20205,11827,-0.41464983914872555,,
,,,,,,,Wonmunna,-,-,-,-,3603.302,14791,16854,0.13947670880941113,,
,,,,,,Lithium Commodities,Mt Marion ,5583.493,19615.435599999997,18980.389,25400.817,27653.555,29196,43375,0.4856487190026031,,
,,,,,,,Wodgina ,1554.495,26158.778388681032,4768.046,1540.370825,176,609,9201,14.108374384236454,,
,,,,,,,Total ,38271,62605,48240,76883,111549.4951585485,116356,111043,-0.045661590291862904,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,Table 2: Non-mineral waste,,,,,,,,,,,
,,,,,,Waste Type (tonnes),FY18,FY19,FY20,FY21,FY22,FY23,Trend from FY22,Disposal method,,,
,,,,,,Non-hazardous waste,,,,,,,,,,,
,,,,,,General waste,2479.83655,1898.2214000000008,2322.4305000000004,1801.4820999999997,3369,7128,1.1157613535173643,Disposal - Landfilling,,,
,,,,,,Comingled waste1,42.662000000000006,53.646999999999984,47.074,43.977999999999966,219.15,227,0.0358202144649783,Recovery - Recycling,,,
,,,,,,Construction & demolition waste,186.17000000000002,230.44,103.49000000000001,25.4486,83,201,1.4216867469879517,Recovery - Recycling,,,
