Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
4,,CONTENTS,,,,,ECONOMIC PERFORMANCE AND VALUE CREATION,,,,,,,,,,,
7,,,,,,,"At MinRes, our operating model is designed to foster sustainable long-term value creation for all stakeholders. We recognise that value is derived from various capital sources, including human, natural, social, financial, manufactured, and intellectual.\n\nIn FY23, we proudly generated significant financial value. We made tangible contributions that resulted in the creation and distribution of value among our key stakeholders. Throughout the year, our steadfast commitment was to continuously enhance the value we deliver to Federal, State, and Local governments, as well as our dedicated employees, suppliers, communities and contractors.\n\nOur dedication to sustainable economic performance ensures that MinRes not only achieves strong financial results but also fosters mutually beneficial relationships with our stakeholders. We believe that by striking this balance, we can continue to create value while upholding our commitment to sustainability.",,,,,,,,,,,
16,,,,,,,GRI 201-1 & G4 - EC1 | Direct economic value generated and distributed,,,,,,,,,,,
17,,,,,,,Table 1: Value generated and distributed1,,,,,,,,,,,
18,,,,,,,,,FY19,FY20,FY21,FY22,FY23,Trend from FY22,,,,
19,,,,,,,,,AUD Million,AUD Million,AUD Million,AUD Million,AUD Million,,,,,
20,,,,,,,Value Generated,Revenue,1512,2124.6,3733.6,3418,4779.067333710001,0.3982057734669399,,,,
21,,,,,,,Value Distributed 2,"Payment to Australian Federal, State and Local governments3",124.1,185.1,692.7,397.1,444.22537507,0.11867382289095935,,,,
22,,,,,,,,Employee wages and benefits paid,265.5,359.26486658,479.87570222,631.2,835.0700697999999,0.32298807002534835,,,,
23,,,,,,,,Community contributions,1.99,2.7,5.25,5.77,7.455041069999999,0.2920348474870017,,,,
24,,,,,,,,Payments to suppliers and subcontractors,891.4,1035.3993093371487,1227.19971231,2034,2667.3085139191835,0.3113611179543675,,,,
25,,,,,,,,Investment in infrastructure and exploration and innovation,857.8,391,774.5289479480001,1000.3,1821.065610300026,0.820519454463687,,,,
26,,,,,,,,Financing costs,19.4,97.58235108000004,86.41150977000001,82.5,257.305031355,2.118848864909091,,,,
27,,,,,,,,Royalties to non-government groups,26.92944455,12.011649142328157,26.12086562046576,63.571862499999995,101.73237405,0.6002736124020279,,,,
28,,,,,,,1 External limited assurance is provided over our FY23 Value generated and distributed. Refer to page 181 of the 2023 Sustainability Report for a copy of the Independent Limited Assurance Statement.,,,,,,,,,,,
29,,,,,,,2 Value derived from the MinRes Cash Flow Statements.,,,,,,,,,,,
30,,,,,,,3 Inclusive of government royalties.,,,,,,,,,,,
33,,,,,,,Table 2: Total social investment contributions,,,,,,,,,,,
34,,,,,,,,,FY16\nAUD Million,FY17\nAUD Million,FY18\nAUD Million,FY19\nAUD Million,FY20\nAUD Million,FY21\nAUD Million,FY22\nAUD Million,FY23\nAUD Million,Trend from FY22,
35,,,,,,,Community Contributions,,1.06,1.28,1.37,1.99,2.6,5.25,5.77,7.455041069999999,0.2920348474870017,
36,,,,,,,1 External limited assurance is provided over our FY23 social investment data. Refer to page 181 of the 2023 Sustainability Report for a copy of the Independent Limited Assurance Statement.,,,,,,,,,,,
39,,,,,,,GRI 204-1 | Proportion of spending on local suppliers,,,,,,,,,,,
40,,,,,,,Table 3: Procurement from local and Indigenous Australian businesses,,,,,,,,,,,
41,,,,,,,,,FY20\nAUD Million,FY21 \nAUD Million,FY22\nAUD Million,FY23\nAUD Million,Trend from FY22,,,,,
42,,,,,,,Local procurement1,,1035.02,1310.856,2246.0096000000003,2592.8989324057,0.15444695000666953,,,,,
43,,,,,,,Indigenous Australian businesses procurement,,0.7000000000000001,2.7984999999999998,10.000000000000004,23.9625396423,1.3962539642299994,,,,,
44,,,,,,,1 Local procurement is limited to procurement from Western Australian organisations.,,,,,,,,,,,
